SITE_ID,DOMGEOL_BSN,DAMCNT_BSN,DAMDEN_BSN,ELEV_SITE,ELEVMAX_BSN,ELEVMEAN_BSN,ELEVMIN_BSN,GNEISSAREA_BSN,GNEISSPCT_BSN,GRANITICAREA_BSN,GRANITICPCT_BSN,HOUSEDEN_BSN,MAFULAREA_BSN,MAFULPCT_BSN,PERMRATE_BSN,PERMRATE_SITE,POPDEN_BSN,PSUM6M_BSN,PSUMPY_BSN,QTRNRYAREA_BSN,QTRNRYPCT_BSN,ROADDEN_BSN,SANDPCT_BSN,SITE_GEOLOGY,PMEAN_BSN,PMIN_BSN,PMAX_BSN,PIP_BSN,TIP_BSN,TMEAN_BSN,TMAX_BSN,TMIN_BSN,TMEANSD_BSN,TMINSD_BSN,TMAXSD_BSN,PMIN_PT,PMAX_PT,PMEAN_PT,PIP_PT,TIP_PT,TMIN_PT,TMAX_PT,TMEAN_PT,TMEANPW_PT,TMEANPY_PT
NLA_MI-138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA12_TN-120,SDMNTRY,1,1.05483538,55618,61392,57416.10156,55341,0,0,0,0,17.812,0,0,6,6,39.518501,82595.89844,154213,0,0,2.32825,37,SDMNTRY,142046,8266.200195,14234,57428.5,2111.040039,1270.819946,1865.619995,675.973999,52.604401,58.618401,64.103798,8253,11017,141857,57312,2118.179932,675,1871,1273.030029,462.894013,1397.479981
NLA12_TN-122,SDMNTRY,0,0,13321,18305,15248.2002,12817,0,0,0,0,11.4075,0,0,5,5,24.904699,69516.79688,121142,0,0,1.70031,28,SDMNTRY,138795,8065.609863,14507.40039,42957.89844,2445.159912,1542.170044,2163.179932,921.171997,54.1889,53.9422,66.130898,8066,11306,138793,42967,2445.800049,929,2161,1545.069946,669.5,1691.75
NLA12_TN-R01,SDMNTRY,15,0.009743173,25538,132270,62970.39844,25128,0,0,0,0,31.5074,0,0,6.5398,0,48.370998,83300.79688,138009,0,0,2.02684,36.270999,SDMNTRY,156363,9947.05957,14937,52837.60156,2154.060059,1361.630005,1990.02002,733.247009,60.035301,72.110001,64.795898,8026,11034,139215,61486,2310.030029,864,2146,1505.01001,699.138977,1619.530029
NLA12_TX-101,SDMNTRY,4,0.316147302,14599,18900,16610.69922,14550,0,0,0,0,286.463989,0,0,0,0,856.023986,60372.69922,96035.10156,0,0,6.38829,11.900799,SDMNTRY,101674,5122.629883,12895.5,32390,2710.560059,1820.709961,2427.830078,1213.579956,60.570801,69.007004,70.852402,5110,4234,101566,33211,2709.399902,1222,2433,1827.680054,878.5,1981.170044
NLA12_TX-102,QTRNRY,0,0,183,612,364.1570129,165,0,0,0,0,32.419101,0,0,0,0,91.893898,73372.79688,100642,590000,100,1.9049,24,QTRNRY,135808,8021.529785,15439.2002,56305.80078,2749.800049,2088.199951,2613.350098,1563.089966,50.540199,73.753197,56.894402,8001,9650,135666,56240,2749.709961,1563,2615,2088.830078,1460.77002,2227.459961
NLA12_TX-103,SDMNTRY,80,0.001565666,89537,416627,161088,89001,90220000,0.18,98790000,0.19,2.96004,0,0,4.10828,0,6.13525,8998.839844,26556.30078,0,0,1.08196,28.6131,SDMNTRY,45095.19922,1174.380005,8166.240234,16767.09961,2160.26001,1178.209961,2003.170044,353.256012,54.302399,54.956902,68.472801,1379,12205,50677,19126,2542.699951,767,2244,1505.219971,388.166992,1653.790039
NLA12_TX-104,SDMNTRY,0,0,19473,24206,21413.69922,18981,0,0,0,0,270.890991,0,0,0.040132,0,889.328002,59329.39844,75614.20313,0,0,4.32903,4.91974,SDMNTRY,88552.29688,5060.529785,11111.59961,47250.69922,2746.73999,2004.800049,2639.399902,1370.189941,53.397598,52.498699,72.800697,5104,9650,87942,46826,2746.699951,1372,2646,2008.76001,1167.5,2134.790039
NLA12_TX-105,SDMNTRY,63,0.029043875,10513,23513,14239.40039,10391,0,0,0,0,59.078399,0,0,10.710499,0,153.636993,68152.10156,89939.29688,0,0,2.02767,50.25,SDMNTRY,110788,5631.450195,12069.2002,44745.69922,2691.979981,1852.859985,2468.110107,1237.599976,60.618,68.593399,66.224503,5882,4234,112932,48078,2692.449951,1214,2521,1867.349976,994.809021,2044.52002
NLA12_TX-107,SDMNTRY,0,0,51823,57445,54493,51822,0,0,0,0,1.651859,0,0,1,1,2.30921,30441.5,55444,0,0,1.70355,9.850339,SDMNTRY,70416,2801.5,10660.7002,42903.5,2683.969971,1801.030029,2514.860107,1087.209961,48.2775,52.0392,75.794296,2804,9650,70103,42366,2680.699951,1103,2531,1816.790039,839,1951.170044
NLA12_TX-108,QTRNRY,1,1.51998784,6794,7668,7254.660156,6575,0,0,0,0,9.885219,0,0,7,7,20.2262,37370,60536,620000,100,1.44325,79,QTRNRY,97045.39844,5672.660156,10987.7002,42005,2756.100098,2095.01001,2704.439941,1485.560059,45.912499,45.655499,65.713898,5682,9650,97201,42005,2756.100098,1488,2705,2096.350098,1382.5,2216.379883
NLA12_TX-109,SDMNTRY,0,0,11643,15594,13489.09961,11643,0,0,0,0,22.399499,0,0,17,17,53.883598,69333.5,92977.10156,0,0,1.24243,68,SDMNTRY,107953,5184.959961,12231.7002,43894.39844,2699.850098,1884.729981,2492.120117,1277.380005,50.098202,63.345402,59.402802,5188,4234,107974,44030,2698.330078,1272,2494,1882.819946,1001.090027,2039.109985
NLA12_TX-110,SDMNTRY,183,0.042561615,15697,40250,23047.30078,15432,0,0,0,0,104.269996,0,0,2.004509,0,295.653015,54129.19922,88958.89844,0,0,2.45089,16.999799,SDMNTRY,98820.20313,4890.350098,13203.90039,28309.90039,2724.659912,1778.719971,2394.209961,1163.229981,56.390598,58.299702,70.778397,4842,4234,96191,23506,2823.100098,1282,2468,1874.829956,910.333008,2039.920044
NLA12_TX-111,SDMNTRY,1,0.014843628,71058,86494,80231.39844,70456,0,0,0,0,10.045499,0,0,3.5046,4,23.281,14461.59961,23306,0,0,1.18369,22.944799,SDMNTRY,50448.5,1854.76001,7019.109863,31914.80078,2692.570068,1775.380005,2487.060059,1063.689941,56.007801,64.320999,67.6717,1856,9650,50242,31839,2692.469971,1047,2497,1772.160034,739.638977,1928.920044
NLA12_TX-112,SDMNTRY,1,0.267327139,26581,32406,28501.59961,26293,0,0,0,0,48.3013,0,0,1.01872,1,481.062011,51015.5,72570.89844,0,0,3.40576,14.9251,SDMNTRY,85842.89844,4514.970215,10729.5,33996.80078,2805.530029,1936.560059,2543.560059,1329.560059,50.014301,56.719299,66.750397,4487,9650,85981,34006,2806.26001,1319,2548,1933.180054,1106.589966,2139.030029
NLA12_TX-113,SDMNTRY,46,0.020078984,6945,19579,11133.7998,6396,0,0,0,0,30.349899,0,0,6.73186,0,72.321998,69016.5,92718.39844,0,0,1.87028,48.307399,SDMNTRY,118674,5761.759766,12605.90039,39436.69922,2686.780029,1800.119995,2433.389893,1166.849976,57.844502,59.0103,71.0159,6218,4234,120201,38762,2720.399902,1207,2459,1833.030029,962.333008,2029.540039
NLA12_TX-114,SDMNTRY,6,0.023239611,13959,23853,18756,13824,0,0,0,0,2218.330078,0,0,0.984817,1,4570.040039,56051.39844,93958.70313,0,0,11.9366,6.33128,SDMNTRY,100693,5139.200195,13068.7002,30905.90039,2784.639893,1854.979981,2435.070068,1274.890015,54.749298,57.5075,65.715797,5097,4234,99183,32373,2793.5,1307,2464,1885.319946,933.666992,2043.709961
NLA12_TX-115,SDMNTRY,267,7.26828e-4,34055,436806,154540,9700,0,0.61,0,0.88,10.0537,0,0,5.23325,0,24.6315,8584.469727,21648.09961,0,12,1.12714,31.430299,SDMNTRY,37186.5,1251.400024,6403.180176,17502.69922,2273.169922,1399.949951,2218.98999,580.903015,59.160198,64.008499,75.1744,1692,9650,47511,26829,2873.300049,1463,2747,2105.01001,1145.170044,2199.080078
NLA12_TX-116,SDMNTRY,1,0.190711411,27380,37873,34214.19922,27234,0,0,0,0,10.141099,0,0,2,2,18.4207,46566.19922,79682.20313,0,0,1.41987,22,SDMNTRY,81302.89844,3607.040039,11029,34215.60156,2763.27002,1823.130005,2493.610107,1152.650024,51.549099,52.9669,69.089401,3593,9650,81306,35114,2816.399902,1169,2533,1851.189941,918.833008,2072.879883
NLA12_TX-117,SDMNTRY,0,0,14905,17529,16053.2002,14656,0,0,0,0,11.104499,0,0,1.406489,1,25.654399,68859,95555.10156,0,0,1.88411,27.354999,SDMNTRY,113691,5436.450195,13055.90039,34198.10156,2687.929932,1785.51001,2389.540039,1181.48999,62.161999,64.828499,73.153198,5401,37849,113196,34300,2686.800049,1175,2395,1784.810059,874.5,1971.079956
NLA12_TX-118,QTRNRY,0,0,183,353,253.8130035,165,0,0,0,0,35.5503,0,0,0,0,96.291,72799,100334,1190000,100,2.14342,24,QTRNRY,134109,7843.100098,15694.7002,57236,2749.600098,2092.23999,2617.159912,1567.380005,53.452301,79.145302,57.399101,7815,9650,133860,57236,2749.600098,1568,2618,2092.830078,1447.5,2217.580078
NLA12_TX-121,SDMNTRY,1,0.01065745,9145,18019,11914.90039,7985,0,0,0,0,6.652019,0,0,10.0317,0,15.914999,66733.20313,91039.70313,0,0,2.18383,50.937599,SDMNTRY,108854,5737.490234,11937.2002,43591.89844,2711.590088,1902.280029,2519.300049,1285.26001,54.649399,65.882103,67.659401,5683,4234,108651,43593,2719.77002,1301,2505,1902.75,1029.290039,2060.179932
NLA12_TX-124,SDMNTRY,25,0.008882717,36007,66557,45856.80078,35380,0,0,0,0,4.691949,0,0,1.26495,0,9.046669,27989.09961,51720.89844,0,0,1.80931,15.2416,SDMNTRY,70291.29688,2757.780029,10175.40039,34875.89844,2715.810059,1798.01001,2492.600098,1103.430054,51.711399,54.055401,70.626404,2896,9650,71395,31699,2745.389893,1102,2509,1805.380005,794.913025,1977.119995
NLA12_TX-126,QTRNRY,0,0,8634,9073,8766.089844,8630,0,0,0,0,24.740999,0,0,5,5,63.014198,61289.5,82099.29688,150000,100,0.955152,62,QTRNRY,112760,6625.040039,12408.5,59871.19922,2726.090088,2007.640015,2612.649902,1402.73999,50.270001,47.1647,67.962799,6617,9650,112694,59437,2726.399902,1404,2613,2008.459961,1258.369995,2163.73999
NLA12_TX-128,SDMNTRY,2,0.142689681,25054,34609,28959,23796,0,0,0,0,52.144401,0,0,3.7871,4,156.569,55728,91546.39844,0,0,2.02604,14.8323,SDMNTRY,90002.60156,4591.27002,11512.09961,31099.19922,2698.979981,1819.800049,2461.600098,1178,46.722099,48.993,63.494499,4669,4234,90093,31024,2719.199951,1214,2480,1847.310059,845.333008,1973.790039
NLA12_TX-129,QTRNRY,0,0,1396,1490,1332.619995,1233,0,0,0,0,178.110992,0,0,0,0,725.703002,73509.60156,99356.70313,640000,100,5.90432,24,QTRNRY,136949,8304.650391,16382,56987.39844,2782.590088,2090.129883,2601,1579.180054,59.910599,73.346802,65.872498,8298,12589,137201,56983,2782.5,1579,2601,2089.820068,1375.5,2222.459961
NLA12_TX-131,SDMNTRY,0,0,9318,11835,10540.7998,8898,0,0,0,0,8.923069,0,0,1,1,14.465999,52714,71279.29688,0,0,2.06951,11,SDMNTRY,100418,5976.660156,12351.7002,42446.10156,2750.290039,2036.76001,2657.409912,1416.160034,50.8349,51.747799,66.325203,5977,9650,100431,42367,2748.600098,1416,2660,2037.829956,1259.310059,2177.969971
NLA12_TX-135,QTRNRY,0,0,1924,18750,8534.69043,1281,0,0,0,0,1.11202,0,0,8.57338,7,2.442939,17812,31178.59961,997000000,65,1.47126,55.463798,QTRNRY,54404.30078,2370.77002,9922.410156,15970.09961,2959.899902,2331.439941,2965.639893,1697.23999,52.697498,50.1469,65.838203,2686,9650,59285,15708,2948.909912,1724,2963,2343.669922,1722.609985,2442.330078
NLA12_TX-136,SDMNTRY,2,0.015430893,70288,75425,73134.10156,70211,0,0,0,0,11.760399,0,0,1.0532,3,26.9132,17037.5,29994.40039,0,0,2.26179,26.079799,SDMNTRY,54854.5,2335.350098,8106.77002,29413.59961,2658.639893,1734.48999,2423.939941,1045.040039,49.672901,48.704102,70.634598,2350,9650,54894,29306,2668,1050,2430,1739.719971,760.833008,1919.459961
NLA12_TX-137,SDMNTRY,1,0.009744494,12952,21948,16518.90039,12948,0,0,0,0,78.575996,0,0,6.023079,5,212.630004,65885.60156,88709,0,0,2.63319,39.181499,SDMNTRY,119076,6733.75,12105.09961,59429.80078,2657.939941,1890.310059,2486.820068,1293.819946,52.338001,60.6604,64.098099,6770,4234,118839,59115,2663.100098,1283,2515,1899.280029,1020.5,2045.130005
NLA12_TX-140,SDMNTRY,1,0.129091252,51800,57355,54890.39844,51772,0,0,0,0,2.83783,0,0,4.28443,1,4.84633,30897.40039,57717.10156,0,0,1.86204,48.169898,SDMNTRY,72413,2849.639893,10601,38546.80078,2678.070068,1780.640015,2484.229981,1077.030029,48.839901,51.239101,69.1492,2849,37849,72509,38482,2677.800049,1081,2487,1783.709961,800.666992,1936.790039
NLA12_TX-141,SDMNTRY,0,0,9416,18593,12101.5,9410,0,0,0,0,9.424059,0,0,16.6357,3,20.1511,90096.39844,122168,0,0,1.32848,62.7154,SDMNTRY,134180,8067.669922,13546,55560.5,2674.48999,1851.609985,2496.659912,1206.560059,56.7407,64.083198,65.778,8047,4234,133714,55499,2670.030029,1199,2501,1849.939941,1043.969971,2043.969971
NLA12_TX-144,SDMNTRY,1,0.102042973,29266,34809,32361.69922,28833,0,0,0,0,3.52957,0,0,2,2,5.84104,53612.80078,78854.29688,0,0,1.99223,26,SDMNTRY,88752.79688,4673.660156,11329.90039,32046.59961,2681.129883,1830.119995,2486.560059,1173.689941,51.3825,57.182301,67.1166,4673,9650,88781,32542,2677.5,1180,2497,1838.52002,920.666992,1994.5
NLA12_TX-148,SDMNTRY,0,0,29055,33773,30354.90039,28872,0,0,0,0,1.98002,0,0,2,2,5.112919,41611.10156,80964.60156,0,0,1.87526,28.306299,SDMNTRY,83970.5,3629.979981,11947.09961,30701.30078,2749.48999,1772.310059,2435.449951,1109.160034,53.628601,55.872002,71.242302,3626,4234,83944,30469,2747.149902,1107,2441,1773.849976,800.445007,1977.069946
NLA12_TX-151,SDMNTRY,0,0,25141,26269,25807.09961,25028,0,0,0,0,2.298719,0,0,2.94103,3,7.17598,20869.30078,40069.60156,0,0,0.7199,23.9435,SDMNTRY,51936.10156,1947.859985,7174.450195,30528.40039,2888.070068,2182.669922,2868.669922,1496.670044,56.490898,69.092499,74.7332,1942,9650,51865,30682,2888.800049,1500,2869,2184.379883,1247.670044,2249.830078
NLA12_TX-152,SDMNTRY,14,0.004409671,68853,94729,80275.10156,68523,0,0,0,0,0.692148,0,0,2.70531,0,1.336199,13019.40039,21118.40039,0,0,1.70508,31.4041,SDMNTRY,50438.89844,1696.369995,7411.339844,24767.40039,2649.899902,1712.869995,2450.629883,975.10199,54.598301,57.035198,72.2463,1928,9650,54577,25918,2694.800049,1031,2475,1753.109985,737.666992,1918.170044
NLA12_TX-153,SDMNTRY,0,0,13391,15628,14546.90039,13382,0,0,0,0,17.769599,0,0,7,7,38.335899,69649.89844,92027.79688,0,0,4.08975,59,SDMNTRY,110183,4912.790039,12357.5,40762,2659.810059,1794.790039,2415.449951,1174.189941,63.863098,67.681999,72.264999,4913,4234,110199,40920,2658.209961,1172,2417,1794.150024,918.94397,1971.819946
NLA12_TX-154,SDMNTRY,0,0,7846,8539,7973.470215,7653,0,0,0,0,7.053319,0,0,3,3,15.025899,67822,89675,0,0,0.947706,13,SDMNTRY,120300,7142.75,13305.79981,43767,2697.76001,1941.709961,2574.5,1309.25,45.987701,51.481499,63.215,7144,4234,120275,43795,2696.439941,1308,2575,1941.099976,1170.209961,2106.850098
NLA12_TX-156,SDMNTRY,1,0.190416636,35840,45931,39870.10156,35815,0,0,0,0,5.410439,0,0,1,1,5.25144,41709.89844,71806.5,0,0,1.60117,26,SDMNTRY,77866.79688,3396.5,10649.79981,34014.89844,2710.709961,1789.319946,2457.209961,1121.369995,50.906899,50.7631,69.769798,3400,9650,77839,33943,2723.899902,1122,2474,1798.23999,856,1999.209961
NLA12_TX-157,SDMNTRY,9,0.010549977,5165,15970,8917.769531,5154,0,0,0,0,11.2137,0,0,12.5297,3,22.9691,68626.70313,93357.89844,0,0,1.41527,59.2266,SDMNTRY,127938,6652.290039,12787.79981,32814.19922,2664.340088,1783.449951,2420.149902,1146.75,50.930199,58.590801,62.8041,6767,4234,127212,32909,2663.600098,1198,2440,1819.050049,963.166992,2005.25
NLA12_TX-158,QTRNRY,0,0,941,1485,1220.859985,924,0,0,0,0,79.932403,0,0,2.888319,3,293.364013,22124.80078,45092.80078,7840000,100,3.17223,81.872901,QTRNRY,65476.10156,2839.23999,13259.2002,22068.19922,2933.149902,2351.98999,2896.929932,1807.030029,45.733101,46.131901,51.309101,2883,9650,66020,22238,2931.360107,1810,2893,2351.639893,1757.26001,2444.76001
NLA12_TX-159,SDMNTRY,0,0,11252,15249,13238.2002,11251,0,0,0,0,15.2704,0,0,1,1,20.271999,53955.30078,71996.60156,0,0,2.32282,11,SDMNTRY,100624,5783.959961,12083.79981,42073.39844,2745.320068,2024.969971,2629.060059,1420.880005,50.649502,48.342999,67.489601,5812,9650,100891,42367,2745.199951,1416,2637,2026.359985,1237.329956,2163.540039
NLA12_TX-160,SDMNTRY,0,0,12526,13081,12547.59961,12484,0,0,0,0,116.587997,0,0,0,0,255.044998,55348.80078,92314.29688,0,0,3.16945,15,SDMNTRY,96548,4982.060059,12562.29981,29130.69922,2877.01001,1933.069946,2494.340088,1371.849976,53.9063,59.061298,64.1362,4982,4234,96532,29129,2877.199951,1372,2495,1933.209961,991.333008,2110.330078
NLA12_TX-161,QTRNRY,0,0,2282,2495,2365.709961,2213,0,0,0,0,482.776,0,0,3,3,1717.400024,65996.89844,90162.5,1910000,100,1.20652,3,QTRNRY,125018,7955.640137,13696,63561.10156,2762.909912,2101.76001,2631.790039,1571.689941,53.1558,51.999901,66.9757,7956,9650,125061,63414,2763.429932,1573,2632,2102.139893,1424.75,2244.439941
NLA12_TX-162,SDMNTRY,0,0,13744,16682,14629.59961,13711,0,0,0,0,0.47244,0,0,1,1,0.94176,22429,32093.09961,0,0,1.80064,26,SDMNTRY,56371.30078,2529.310059,7250.180176,26608.59961,2981.719971,2258,2915.429932,1600.560059,50.8424,44.678398,71.395699,2526,9650,56346,26609,2982,1601,2919,2259.560059,1455.5,2372.330078
NLA12_TX-164,SDMNTRY,1,0.14313606,19829,24167,22104.19922,19825,0,0,0,0,128.167007,0,0,1,1,226.723007,54751.5,93833.89844,0,0,1.63922,1,SDMNTRY,96210,4675.240234,13198,27977.30078,2746.48999,1809.040039,2428.719971,1189.329956,53.885399,52.588501,70.471901,4633,4234,96177,27008,2752.5,1196,2437,1816.430054,817.5,1957.630005
NLA12_TX-165,SDMNTRY,4,0.008701883,13751,21432,16633,13630,0,0,0,0,8.30319,0,0,2.621429,0,20.3973,70808.60156,100019,0,0,1.15421,25.334299,SDMNTRY,117654,5794.899902,14237.2002,34066.10156,2684.389893,1729.219971,2349.070068,1109.369995,64.674599,63.8111,76.786301,5997,4234,119244,33292,2683.5,1117,2359,1737.979981,815.833008,1935
NLA12_TX-169,SDMNTRY,1,0.149056527,12495,17224,14658.09961,12154,0,0,0,0,28.5907,0,0,5.677659,7,76.203903,66485.70313,92670.70313,0,0,1.81146,38.724098,SDMNTRY,120031,6239.620117,12333.29981,54296.10156,2649.26001,1863.310059,2479.98999,1246.630005,61.511902,60.990002,72.473702,6213,4234,119547,54085,2649.100098,1227,2476,1851.839966,998.833008,2029.459961
NLA12_TX-170,SDMNTRY,1,0.352754362,8688,10424,9416.540039,8315,0,0,0,0,96.044898,0,0,1,1,241.694,64753.10156,86582.70313,0,0,2.65384,17,SDMNTRY,112591,6603.850098,12383.59961,44094.10156,2676.439941,1977.199951,2598.76001,1355.630005,43.781399,51.150902,59.747799,6610,4234,112631,44237,2675.899902,1355,2601,1978.160034,1162,2096.959961
NLA12_TX-172,SDMNTRY,0,0,11047,12801,11963.2002,11039,0,0,0,0,4.94138,0,0,1,1,10.1729,67024,90903,0,0,1.86363,26,SDMNTRY,102708,4974.459961,11888.79981,37527,2747.899902,1898.02002,2502.459961,1293.540039,54.786701,65.217697,66.153801,4980,4234,102761,37527,2747.899902,1296,2501,1898.420044,1013.330017,2061.540039
NLA12_TX-176,SDMNTRY,0,0,11783,13258,12533.5,11589,0,0,0,0,12.586799,0,0,1,1,33.046199,62163.10156,90741.20313,0,0,0.975857,26,SDMNTRY,102585,5185.589844,12083,35190.10156,2724.159912,1840.670044,2459.449951,1221.880005,59.612999,59.151299,71.166,5189,4234,102628,35189,2724.199951,1222,2461,1841.73999,918.833008,2001.170044
NLA12_TX-177,QTRNRY,0,0,488,780,603.8140259,456,0,0,0,0,32.117099,0,0,0,0,93.4141,71578,99289,1690000,100,3.00247,30.257299,QTRNRY,134770,7804.790039,15092.40039,57438,2746.300049,2086.110107,2609.610107,1562.599976,49.045502,68.414703,55.312801,7758,9650,134549,57438,2746.300049,1561,2610,2085.72998,1443.670044,2218.169922
NLA12_TX-179,SDMNTRY,0,0,87987,89182,88626.10156,87929,0,0,0,0,0.834601,0,0,1,1,2.031539,21499.80078,34392.19922,0,0,0.967016,84,SDMNTRY,54408.5,1284.170044,8352.950195,13290.59961,2438.669922,1363.52002,2142.699951,584.356018,64.163597,69.010399,75.103401,1288,12205,54387,13292,2438.699951,587,2144,1365.369995,272.5,1519.459961
NLA12_TX-180,SDMNTRY,2,0.22831919,18197,22533,20557.69922,18197,0,0,0,0,25.6965,0,0,0.277588,1,62.260501,61337.10156,97466.39844,0,0,1.65565,29.6018,SDMNTRY,106246,5110.580078,14532,31583.80078,2697.189941,1775.709961,2368.889893,1182.52002,54.810799,56.962101,67.002098,5089,4234,105964,31282,2700.699951,1177,2387,1781.640015,822.666992,1941.75
NLA12_TX-182,SDMNTRY,0,0,44913,54584,49014.80078,44550,0,0,0,0,3.08781,0,0,1.998379,2,4.698249,38997.69922,72231.70313,0,0,1.00296,17.2222,SDMNTRY,76716.60156,3507.639893,10900.29981,34410.89844,2645.979981,1822.01001,2468.649902,1175.359985,46.759899,53.414799,67.217796,3481,9650,76063,34548,2660.800049,1170,2496,1832.900024,919.833008,1985.290039
NLA12_TX-186,SDMNTRY,1,0.08440528,39514,42675,41545.60156,39436,0,0,0,0,1.174579,0,0,5.13837,3,0.761591,17162,33061.69922,0,0,1.24848,24.630699,SDMNTRY,69445.79688,2878.189941,10047.90039,31289,2780.320068,1748.01001,2459.780029,1036.25,52.258999,52.685398,69.349701,2880,4234,69524,32081,2786.399902,1041,2452,1746.060059,717.333008,1954.380005
NLA12_TX-187,SDMNTRY,0,0,11734,15338,13467.2002,11733,0,0,0,0,21.112699,0,0,3.795219,1,50.569198,68859.79688,95525.70313,0,0,2.02693,35.317401,SDMNTRY,106869,5134.209961,12131.09961,38870.80078,2715.560059,1844.329956,2454.129883,1234.51001,57.510399,58.5774,68.104103,5182,4234,106129,38668,2718.570068,1222,2462,1842.01001,937.049011,2013.23999
NLA12_TX-190,SDMNTRY,1,0.218035287,18830,22025,20168.59961,18460,0,0,0,0,9.69019,0,0,0,0,25.952699,55787.19922,77397.5,0,0,2.21691,5,SDMNTRY,96341,4334.870117,10999.5,30275.80078,2728.179932,1879.25,2489.149902,1269.369995,53.491001,60.2752,66.479401,4278,9650,96133,30285,2728.899902,1270,2492,1881.030029,935.666992,2026.329956
NLA12_TX-195,QTRNRY,0,0,8329,10876,9457.160156,8259,0,0,0,0,24.6664,0,0,6,6,69.9039,67403.79688,95825.89844,2340000,100,0.866853,38.479301,QTRNRY,128387,6217.77002,13063.40039,28661.5,2652.590088,1754.319946,2387.929932,1120.719971,51.109299,55.341202,62.623299,6230,4234,128368,28727,2655.100098,1109,2394,1751.709961,856.833008,1914.329956
NLA12_TX-196,SDMNTRY,0,0,18050,26636,22348.80078,18048,0,0,0,0,54.209598,0,0,1,1,140.979003,59588.60156,81467.70313,0,0,1.63979,3,SDMNTRY,90810.39844,4384.640137,11527,36389.30078,2738.080078,1882.380005,2514.889893,1249.880005,49.991501,54.083901,65.695396,4338,9650,90743,36393,2754.370117,1282,2522,1901.77002,1013.359985,2062.899902
NLA12_TX-197,SDMNTRY,0,0,15496,17229,16235.7998,15469,0,0,0,0,0.47244,0,0,1,1,0.94176,20905.19922,33820.19922,0,0,0.479118,26,SDMNTRY,52953.60156,2361.659912,7472.689941,25427.59961,2978.179932,2257.040039,2927.550049,1586.540039,53.612701,49.2131,73.117302,2364,9650,52965,25433,2978,1587,2930,2258.540039,1411.829956,2365.290039
NLA12_TX-199,SDMNTRY,0,0,9013,12827,10455.2002,8960,0,0,0,0,9.77091,0,0,2,2,20.333499,68164.10156,92979.39844,0,0,0.521241,22,SDMNTRY,106496,5043.720215,11967.79981,42138.10156,2709.590088,1877.790039,2487.300049,1268.280029,47.8041,52.731098,65.164497,5011,4234,106295,42111,2710.199951,1272,2480,1876.01001,988.666992,2039.040039
NLA12_TX-201,SDMNTRY,0,0,10765,11725,11299.59961,10691,0,0,0,0,12.969699,0,0,15,15,28.4962,71196.89844,94164.79688,0,0,3.43078,57,SDMNTRY,122822,7154.430176,14246.7002,44636,2697.439941,1975.140015,2564.110107,1386.040039,49.326801,56.187599,59.6175,7158,9650,122832,44760,2697.100098,1386,2564,1975.160034,1219.02002,2132.51001
NLA12_TX-202,SDMNTRY,0,0,16035,18427,17013.80078,15832,0,0,0,0,11.6845,0,0,1.2156,2,26.6677,62393.39844,83520.29688,0,0,0.987365,23.197201,SDMNTRY,96711.70313,4241.069824,11424.29981,35176.80078,2741.639893,1872.079956,2491.280029,1252.859985,63.065201,68.965599,74.383102,4269,4234,96749,35599,2738.179932,1251,2496,1873.040039,957.70398,2029.920044
NLA12_TX-205,QTRNRY,0,0,639,898,700.5390015,578,0,0,0,0,15.4987,0,0,0.051724,0,44.707801,74532.60156,100251,5910000,100,1.92776,14.7931,QTRNRY,134913,7910.029785,14667.2002,58889.30078,2722.320068,2085.110107,2609.899902,1560.319946,46.083099,57.015701,50.694698,7906,9650,134654,58927,2722.300049,1560,2610,2085.219971,1461.170044,2225
NLA12_TX-208,SDMNTRY,0,0,23300,27275,25205,23001,0,0,0,0,7.786119,0,0,1.60771,2,27.3715,23383.40039,41878.5,0,0,2.41286,25.2907,SDMNTRY,50863,1898.479981,7596.580078,24417.90039,2887.399902,2183.280029,2839.909912,1526.640015,56.278,66.181801,75.469498,1902,9650,50930,24622,2891.729981,1536,2842,2189.070068,1200.52002,2240.899902
NLA12_TX-209,SDMNTRY,1,1.836547291,9234,11036,9818.950195,9234,0,0,0,0,5.332719,0,0,3,3,9.89848,86970,119181,0,0,4.50974,12,SDMNTRY,134846,8384.620117,14841.09961,53478,2696.300049,1917.060059,2546.219971,1287.880005,51.253799,59.3298,60.9412,8395,4234,134894,53478,2696.300049,1287,2547,1916.800049,1189.670044,2105.330078
NLA12_TX-211,SDMNTRY,0,0,15270,16549,15749.2002,15266,0,0,0,0,52.432098,0,0,2,2,157.126007,63229,92855,0,0,0.317952,22,SDMNTRY,107912,5192.879883,12833.59961,35770,2699.100098,1813.52002,2429,1197.689941,51.753101,52.1148,65.935204,5192,4234,107925,35770,2699.100098,1198,2429,1813.390015,887,1982.829956
