SITE_ID,BASINAreaSqKM,OPEN_11_km2,ICE_11_km2,DEVOPEN_11_km2,DEVLOW_11_km2,DEVMED_11_km2,DEVHIGH_11_km2,BARREN_11_km2,DECID_11_km2,CONIF_11_km2,MIXED_11_km2,SHRUBLAND_11_km2,GRASS_11_km2,PASTURE_11_km2,CROPS_11_km2,WDYWET_11_km2,EMHERBWET_11_km2
NLA12_CA-177,2.0736,0.1242,0,0,0,0,0,0.3402,0,0.3897,0,0.8685,0.3078,0,0,0,0.0432
NLA12_OH-110,2.1204,0.1251,0,0.648,0.5616,0.2655,0.0261,0,0.225,0.0144,0,0,0.0576,0.0378,0.1548,0.0045,0
NLA12_VT-112,2.1258,0.0792,0,0,0,0,0,0,1.3977,0.0981,0.4707,0.0036,0,0,0,0.0576,0.0189
NLA12_LA-172,2.1357,0.1557,0,0.8343,0.6201,0.4554,0.0612,0,0,0.0045,0,0,0,0,0,0,0.0045
NLA12_SD-167,2.1564,0.0297,0,0,0,0,0,0,0,0,0,0,2.124,0,0.0027,0,0
NLA12_TX-202,2.1564,0.054,0,0.0387,0,0,0,0,0.0954,0,0,0.0153,0.6084,1.3275,0.0171,0,0
NLA12_ND-202,2.1645,0.1863,0,0.1197,0.0405,0,0,0,0,0,0,0,0.162,0.1431,1.5057,0,0.0072
NLA12_ME-136,2.1663,0.1872,0,0,0,0,0,0.0081,0.3762,0.4887,0.7551,0.1143,0,0,0,0.2214,0.0153
NLA12_CA-163,2.1672,0.144,0,0.0765,0,0,0,0.0045,0,0,0,0,1.9422,0,0,0,0
NLA12_ND-128,2.1753,0.324,0,0.0945,0,0,0,0,0,0,0,0,0.1134,0.09,1.4319,0,0.1215
NLA12_TN-101,2.1753,0.1098,0,0.0918,0.0054,0,0,0,0.7668,0.0576,0.0846,0.1377,0.0351,0.8784,0.0081,0,0
NLA12_MA-101,2.1771,0.2421,0,0.0594,0.1629,0.1242,0.0171,0,0.0045,0.9765,0.0279,0.0099,0.018,0.0126,0.2664,0.1818,0.0738
NLA12_CA-122,2.1834,0.0504,0,0,0,0,0,0.6606,0,0.297,0,1.17,0.0054,0,0,0,0
NLA12_NE-102,2.1897,0.1791,0,0,0,0,0,0,0,0,0,0,1.7757,0,0,0.0261,0.2088
NLA12_CA-158,2.1942,0.2835,0,0,0,0,0,0.8928,0,0.0063,0,0.4734,0.5382,0,0,0,0
NLA12_VT-110,2.196,0.1278,0,0,0,0,0,0,1.6191,0.0108,0.405,0.0054,0,0,0,0.0225,0.0054
NLA12_MI-R08,2.1987,0.6984,0,0.0495,9e-4,0,0,0,0.6381,0.1935,0.2484,0,9e-4,0,0,0.369,0
NLA12_WA-141,2.1987,0.4581,0,0.0225,0.0207,9e-4,0,0.009,0.3492,0.3195,0.5238,0.1854,0.2349,0.0243,0,0.0405,0.0099
NLA12_CA-183,2.2248,0.1161,0,0,0,0,0,1.7037,0,0,0,0.1593,0.2457,0,0,0,0
NLA12_NY-0108,2.2266,0.0513,0,0.6408,0.1917,0.0846,0.0018,0,1.0395,0.0423,0.0333,0.081,0,0.0441,0,0.0162,0
NLA12_VA-112,2.2275,0.0747,0,0.3204,0.1368,0.0351,0.0054,0,0.2979,0.1521,0.0621,0.2763,0.081,0.0666,0.4716,0.243,0.0045
NLA12_TX-148,2.2284,0.2151,0,0.0657,0.0054,0,0,0,0,0,0,0.1665,1.7703,0,0.0054,0,0
NLA12_MT-125,2.241,0,0,0,0,0,0,0,0,0,0,1.0602,1.1637,0,0,0.0171,0
NLA12_MN-114,2.241,0.7236,0,0.036,0.0306,0.0036,0,0,0.3789,0.0045,0.0063,0.1476,0.0288,0.2394,0.4212,0.1098,0.1107
NLA12_UT-303,2.2464,0.036,0,0,0,0,0,1.6362,0,0,0,0.3231,0.2439,0,0,0.0072,0
NLA12_ME-118,2.25,0.3069,0,0.0603,0.0216,0,0,0,0.7038,0.2376,0.4077,0.0189,0,0.0792,0.1026,0.2547,0.0567
NLA12_IN-159,2.2644,0.0558,0,0.0729,0.036,0,0,0,0.2592,0,0,0,0.0099,0.1602,1.6704,0,0
NLA12_SD-192,2.2689,0.0117,0,0,0,0,0,0,0.0081,0,0,0.3744,1.1574,0,0.6993,0.0117,0.0063
NLA12_KY-106,2.2743,0.1026,0,0.126,0.0297,0.0126,9e-4,0,0.5391,0,0,0,0.0621,1.2276,0.1737,0,0
NLA12_ND-164,2.2797,0.6534,0,0.0423,0.0018,0,0,0,0.0099,0,0,0,0.7947,0.3357,0.3762,0,0.0657
NLA12_OK-304,2.2842,0.0369,0,0.0531,9e-4,0,0,0.0018,0.8127,0,0,0,1.2753,0,0.1035,0,0
NLA12_WA-112,2.3067,0.099,0,0,0,0,0,0,0,1.7883,0,0.2907,0.0261,0.0126,0,0.0504,0.0396
NLA12_SD-111,2.3256,0.5616,0,0.0684,0,0,0,0,0.0342,0,0,0,0.6192,0,1.0017,0,0.0405
NLA12_NM-150,2.3292,0.1746,0,0.1332,0.1485,0.2223,0.0342,0,0,0,0,0.945,0.3663,0.2187,0.0351,0.0513,0
NLA12_VA-103,2.331,0.1197,0,0.72,0.6849,0.1503,0.0018,0,0.4896,0.0045,0.0108,0.0144,0.0045,0.0981,0.0153,0.0171,0
NLA12_AL-105,2.3472,0.306,0,0.0387,9e-4,0,0,0,0.054,0.7173,0.918,0.2709,0,0.0234,0.0027,0.0153,0
NLA12_NH-113,2.3526,0.2088,0,0,0,0,0,0,0.594,0.6903,0.6831,0.1017,0,0,0,0.0747,0
NLA12_OR-160,2.3688,0.0432,0,0,0,0,0,0.009,0,2.2905,0,0.0117,0,0,0,0.0144,0
NLA12_MO-115,2.3697,0.2763,0,0.2664,0.2565,0.0045,0,0,0.2106,0,0.0099,0,0.0747,0.7749,0.4851,0.0108,0
NLA12_MN-118,2.3769,0.7731,0,0.0702,0.0468,0.0027,0,0,0.0972,0.0162,0,0,0.0072,0.3186,0.9396,0,0.1053
NLA12_NC-124,2.3859,0.0657,0,0.1845,0.0171,9e-4,0,0,1.0134,0.4095,0.0351,0.0495,0.0774,0.5328,0,0,0
NLA12_TX-195,2.385,0.2187,0,0.0801,0.072,9e-4,0,0.0018,0.3069,0.4725,0.0936,0.3798,0,0.7389,0,0.0144,0.0054
NLA12_UT-128,2.385,0.3177,0,0.6363,0.5112,0.4707,0.0513,0.0126,0,0,0,0.1593,0.027,0.0549,0,0.0999,0.0441
NLA12_IN-143,2.3904,0.2151,0,0.0657,0.0027,0,0,0,1.9566,0.0333,0,0.0234,0.0738,0.0153,0,0,0.0045
NLA12_WI-134,2.3949,0.1512,0,0.0288,0.0549,0,0.0027,0,0.4473,0.0135,0,0,0,0.2385,1.458,0,0
NLA12_MS-R03,2.3985,0.0612,0,0.1305,0,0,0,0,1.4283,0.4221,0.1575,0.1602,0,0.0333,0,0.0054,0
NLA12_OH-136,2.3931,0.3708,0,0.1089,0.0189,0,0,0,0.8514,0.0162,0,0.0198,0.0261,0.1467,0.6372,0.1971,0
NLA12_UT-340,2.4012,0.1449,0,0.0288,9e-4,0,0,0,0.0288,1.9116,0.1071,0.09,0.0387,0,0,0.0504,0
NLA12_ID-148,2.4111,0.3375,0,0.2034,0.0153,0,0,0,0,1.3842,0,0.1521,0.2835,0,0.0351,0,0
NLA12_CA-130,2.4156,0.0477,0,0,0,0,0,0,0,1.0764,0.0027,1.2195,0.0693,0,0,0,0
NLA12_MI-145,2.4129,0.3735,0,0.1116,0.0423,0,0,0,0.4851,0.0396,0.0234,0.0153,0,0.5742,0.2628,0.3555,0.1296
NLA12_MN-156,2.4165,0.0207,0,0.1314,0.0045,0,0,0,0.0072,0,0,0,0.225,0,1.98,0,0.0477
NLA12_GA-107,2.4291,0.0252,0,0.0261,0,0,0,0.0108,0.6453,0.3006,0.1179,0.5373,0.2763,0.2151,0.2664,0,0.0081
NLA12_ND-199,2.43,0.2565,0,0.0693,0,0,0,0,0,0,0,0,0.135,0.1944,1.5525,0.0135,0.2088
NLA12_OK-286,2.4354,0.0342,0,0.3672,0.1116,0.0585,0.0486,0.0297,0,0,0,0,0.5265,0,1.2591,0,0
NLA12_NC-118,2.4381,0.0459,0,0.2745,0.0954,0.0162,0,0.0054,0.4356,0.3303,0.4428,0.1395,0.2277,0.396,0.0225,0.0063,0
NLA12_MI-118,2.4471,0.5463,0,0.0252,0,0,0,0.0045,1.6695,0.0054,0.0864,0,0,0,0,0.1044,0.0054
NLA12_TN-114,2.4471,0.0513,0,0.0909,0.0324,0.0018,0,0,1.8216,0.0261,0.0855,0.2547,0,0.0315,0.0468,0.0045,0
NLA12_NE-133,2.4525,0.8937,0,0.0486,0,0,0,0,0,0,0,0,1.4544,0,0.0162,0.0216,0.018
NLA12_MI-178,2.4552,0.1179,0,0.0936,0.0018,0,0,0,0.4626,0.7119,0.0846,0.4851,0.2097,0,0,0.2439,0.0441
NLA12_SD-131,2.4642,0.3321,0,0.1062,0.0162,0,0,0,0.0081,0,0,0,0.1746,0.6705,1.0908,0,0.0657
NLA12_ND-160,2.4759,0.4401,0,0.0954,0,0,0,0,0,0,0,0,1.0602,0.4338,0.4023,0,0.0441
NLA12_GA-101,2.493,0.0477,0,1.2951,0.198,0.0405,0.0036,0.0054,0,0.6633,0,0.0162,0.0072,0.0108,0,0.054,0.1512
NLA12_MA-110,2.4984,0.5076,0,0.1998,0.0099,0,0,0,1.3194,0.0261,0.4032,0,0,9e-4,0,0.0315,0
NLA12_ME-129,2.4975,0.153,0,0,0,0,0,0,0.0243,0.9261,0.8667,0.1116,0.0045,0,0,0.4068,0.0045
NLA12_ND-178,2.511,0.8073,0,0.0864,0.0081,0,0,0,1.0701,0,0,0,0.0531,0.1323,0.2232,0,0.1305
NLA12_MI-129,2.5272,0.4194,0,0.1863,0.1161,0.0135,0,0,1.1061,0.1359,0.0333,0.0027,0.0927,0.0603,0.0603,0.2277,0.0729
NLA12_PA-114,2.5299,0.5247,0,0.4689,0.0657,0.0108,0,0,0.5967,0.0945,0.2034,0.0612,0,0.1062,0.261,0.1179,0.0189
NLA12_WA-143,2.5596,0.153,0.3465,0,0,0,0.0369,1.5552,0,0.009,0,0.0018,0.4572,0,0,0,0
NLA12_ME-119,2.5641,0.0612,0,0.0324,0,0,0,0,0.2358,0.5157,0.9666,0.1017,0,0,0,0.6507,0
NLA12_UT-277,2.5668,0.0711,0,0,0,0,0,1.143,0,0.8847,0,0.3681,0.0927,0,0,0.0072,0
NLA12_SD-203,2.5839,0,0,0.0864,0,0,0,0.0045,0,0,0,0,2.3112,0,0.1818,0,0
NLA12_FL-141,2.6073,0.2466,0,0.0945,0.0081,0,0,0.0036,0,0.8226,0,0.4815,0.6795,0.0045,0,0.1791,0.0873
NLA12_UT-311,2.6154,0.0837,0,0,0,0,0,1.2348,0,1.0278,0,0.2043,0.0648,0,0,0,0
NLA12_UT-242,2.6199,0.1944,0,0.0018,0,0,0,0.0162,0.2034,1.4067,0.1899,0.4599,0.1476,0,0,0,0
NLA12_ME-R07,2.6343,0.4014,0,0,0,0,0,0,0.5049,0.5742,1.0935,0,0,0,0,0.0603,0
NLA12_MS-104,2.6442,0.738,0,0.1224,0,0,0,0,0.0081,0,0,0,0,0,0.6129,1.0944,0.0684
NLA12_WA-R08,2.6541,0.2601,0,0.0189,0,0,0,0,0,0,0,2.3751,0,0,0,0,0
NLA12_CO-113,2.6622,0.1044,0,0.279,0.7596,0.0576,0.0036,0,0,0.3258,0,0.8046,0.27,0,0,0.0576,0
NLA12_UT-348,2.6721,0.0396,0,0.0414,0.0126,0,0,0,0.1197,1.4022,0.0279,0.8964,0,0,0,0.0171,0.1152
NLA12_WY-133,2.6829,0.3924,0,0,0,0,0,0.396,0,0.018,0,0.2304,1.6461,0,0,0,0
NLA12_UT-126,2.6991,0.0279,0,0,0,0,0,0.5463,0.0189,0.4671,0.0099,1.3995,0.2295,0,0,0,0
NLA12_MN-105,2.709,0.2601,0,0,0,0,0,0,0.0468,0.7398,0.6966,0.3159,0.0423,0,0,0.603,0.0045
NLA12_AZ-131,2.7108,0.1152,0,0.396,0.4158,1.4922,0.279,0,0,0,0,0.0126,0,0,0,0,0
NLA12_ND-119,2.7171,0.8334,0,0.1224,0.0189,0,0,0.0135,0,0,0,0,0.5733,0,1.1025,0,0.0531
NLA12_GA-114,2.7216,0.0378,0,0.0927,0.0234,0.0045,0,0,0.0099,0.1809,0.0333,0.1314,0.0603,0.0135,1.6128,0.4167,0.1044
NLA12_TX-199,2.7585,0.0756,0,0.0279,0.0468,0,0,0.0045,0.2376,0.0081,0.0099,0.1881,0,1.998,0,0.1431,0.0189
NLA12_TX-235,2.7603,0.0423,0,0.072,0.0027,0,0,0.018,0.1143,0.3096,0.0999,0.4482,0.6399,0.7488,0,0.2259,0.0387
NLA12_MN-104,2.7684,0.5841,0,0.1935,0.0207,0,0,0.0531,0.7335,0.0414,0,0.0054,0.2142,0.4401,0.4635,0.0045,0.0144
NLA12_MT-139,2.7819,0.0666,0.1143,0,0,0,0,0.6714,0,0.8622,0.0999,0.9459,0.0216,0,0,0,0
NLA12_OR-145,2.7918,0.1962,0,0.0684,0.0639,0.0468,0.0378,0.3879,0,0.6345,0,0.1152,0.1197,0,0,0.3951,0.7263
NLA12_UT-354,2.8107,0,0,0.0459,0.0333,9e-4,0,0,0,0,0,0.0045,0.0099,0.927,1.683,0,0.1062
NLA12_TX-170,2.8305,0.2322,0,0.018,0.3096,0.2277,0.0162,0.0072,0.1188,0,0.0063,0.0459,0.0378,1.6875,0,0.0945,0.0288
NLA12_CA-212,2.8431,0.171,0,0,0,0,0,0.009,0,1.6416,0,0.9783,0.0432,0,0,0,0
NLA12_OH-137,2.844,0.3609,0,0.3897,1.0602,0.8001,0.198,0,0.0099,0,0,0,0.0207,0,0,0.0045,0
NLA12_WI-170,2.8494,0.4257,0,0.207,0.0747,0.0027,0.0018,0,0.6975,0.0117,0.378,0,0,0,0,0.6111,0.4392
NLA12_NC-109,2.8521,0.2691,0,1.0926,0.0711,0.0054,9e-4,0,1.3032,0.0414,0.0432,0.0045,0.0027,0.018,0,0,0
NLA12_IN-195,2.8566,0.0252,0,0.3276,0.0567,0.0153,0.0072,0,0.1944,0,0,0.0027,0.0567,0.1386,2.0214,0,0.0108
NLA12_ID-113,2.8584,0.0405,0,0.1944,0.009,0,0,0,0.0099,0.3042,0,1.4355,0.3222,0.3213,0.0036,0.1008,0.117
NLA12_CA-178,2.8665,0.1107,0,0,0,0,0,1.08,0,0.333,0,1.3338,0.009,0,0,0,0
NLA12_ME-116,2.8719,0.1611,0,0,0,0,0,0.0594,0.8253,0.3096,0.4626,0.4464,0.4671,0,0,0.1404,0
NLA12_UT-186,2.8845,0.1872,0,0.0738,0.0054,0,0,0,0.1269,1.5408,0.864,0.0864,0,0,0,0,0
NLA12_MO-107,2.898,0.2592,0,0.0333,0,0,0,0,0.54,0.0045,0,0,0,0,0.3897,1.62,0.0513
NLA12_UT-293,2.9007,0.3078,0,0,0,0,0,0.2934,0,1.8972,0,0.3501,0.0522,0,0,0,0
NLA12_MT-114,2.9268,0.0126,0,0,0,0,0,0.0063,0,0,0,0.9036,2.0043,0,0,0,0
NLA12_CT-102,2.9439,1.0521,0,0.2907,0.0432,9e-4,0,0,1.224,0.09,0.1665,0.0045,0,0.0198,0,0.0477,0.0045
NLA12_ID-115,2.9817,0.342,0.0171,0,0,0,0,0.0243,0,0.6543,0,0.2646,1.6731,0,0,0,0.0063
NLA12_OH-118,2.9835,1.0683,0,0.0765,0.0036,0,0,0,0.1773,0,0,0,0,1.0251,0.6165,0,0.0162
NLA12_MI-172,3.0114,0.1989,0,0.1881,0.0198,0,0,0,1.6038,0.0774,0.153,0.0153,0.0099,0.5301,0.1521,0.0531,0.0099
NLA12_CT-118,3.0132,0.2862,0,0.3843,0.2547,0.1017,0.0027,0.009,0.9585,0.1926,0.1701,0,0,0.0288,0,0.5958,0.0288
NLA12_MI-136,3.0276,0.6471,0,0.1701,0.1494,0.0054,0.0018,0,0.1044,0,0.0045,0.0045,0.018,0.7029,0.9063,0.3024,0.0108
NLA12_SD-126,3.0672,0.9459,0,0.1098,0.0018,0,0,0,0.0072,0.0045,0,0,1.2627,0,0.7335,0,0.0018
NLA12_WI-133,3.0969,0.162,0,0.1062,0.027,0,0,0,0.0684,0,0.1503,0.0063,0,1.2357,1.1502,0.1908,0
NLA12_UT-111,3.1329,0.1647,0,0,0,0,0,0.0054,0,2.8629,0,0.09,0.0099,0,0,0,0
NLA12_NE-142,3.1383,0.0819,0,0.1215,0.0081,0,0,0,0.0144,0,0,0,0.3186,0,2.5938,0,0
NLA12_MN-126,3.1419,0.1809,0,0.1116,0.0063,0,0,0,2.3391,0.2754,0.0153,0.1026,0.0108,0,0,0.0999,0
NLA12_CO-116,3.1428,0.0504,0,0.0846,0.0027,0,0,0,0.0324,0,0,0,2.5596,0,0.4131,0,0
NLA12_IL-104,3.1581,0.9837,0,0.2655,0.9117,0.4338,0.1206,0,0.1755,0,0.0207,0.0027,0.0108,0.0216,0,0.1008,0.1107
NLA12_OR-129,3.1725,0.0477,0,0.2835,0.0657,0.0036,0,0.0261,0,0.9819,0.0099,1.5597,0.0963,0,0,0.0765,0.0216
NLA12_WA-158,3.1833,0.2277,0,0.009,0,0,0,0,0.018,1.6947,0,1.1511,0.0747,0,0,0,0.0081
NLA12_UT-343,3.1851,0.6606,0,0.0162,0,0,0,0,0.0738,1.7865,0,0.5787,0.0279,0,0,0.0414,0
NLA12_ID-172,3.1842,0.1512,0,0,0,0,0,0.0342,0,1.5057,0,0.1161,1.3383,0,0,0,0.0387
NLA12_UT-170,3.1869,0.2745,0,0.0045,9e-4,0,0,0.0162,0.333,1.5552,0.252,0.5913,0.1593,0,0,0,0
NLA12_MN-R14,3.1905,0.3204,0,0.0495,0.0162,0.0018,0,0,1.2798,0.0432,0.1053,0.3645,0,0.0459,0,0.7893,0.1746
NLA12_MI-125,3.2103,0.3033,0,0.0981,0.0072,9e-4,0,0,1.8819,0.0549,0.4374,0.0036,0.0234,0,0,0.3996,0
NLA12_CA-211,3.2139,0.0639,0,0,0,0,0,2.79,0,0.0459,0,0.1512,0.1629,0,0,0,0
NLA12_MN-127,3.24,0.4158,0,0.0855,0,0,0,0,0.0135,0,0,0,0,0,2.079,0.0396,0.6066
NLA12_VA-119,3.24,0.3015,0,0.4392,0.063,0.1989,0.0684,0.0639,0.9594,0.3438,0.3861,0.0207,0,0,0.0135,0.3636,0.018
NLA12_ME-107,3.2598,0.9108,0,0,0,0,0,0,1.0818,0.3582,0.702,0.2025,0,0,0,0,0.0045
NLA12_NV-193,3.2697,0.2862,0,0.0666,0.0792,0.0261,0,0,0,2.5578,0,0.2412,0,0,0,0,0.0126
NLA12_ID-189,3.2796,0.2331,0,0.0477,0.0243,0,0,0,0.0063,0.5931,0,1.7865,0.4968,0.0747,0.0099,0.0072,0
NLA12_MN-115,3.2832,0.4491,0,0.1224,0.0072,0,0,0,1.1637,0.054,0.0063,0,0.1971,0.3141,0.8784,0,0.0909
NLA12_WI-117,3.2913,0.4725,0,0.7983,0.0666,0.0054,0,0,0.702,0.1584,0.1539,0,0.0054,0.072,0.6075,0.2493,0
NLA12_IN-194,3.2985,0.1431,0,0.2763,0.063,0.0045,9e-4,0,0.5184,0.0198,0,0,9e-4,0.1791,2.0808,0,0.0117
NLA12_TN-122,3.3093,0.2124,0,0.0882,0.0018,0,0,0,2.3967,0.2088,0.2466,0.0774,0.0477,9e-4,0,0.0288,0
NLA12_NC-115,3.3156,0.1224,0,0.2691,0.225,0.027,0,0,0,0.8154,0,0.4779,0.2835,0.279,0.3636,0.3789,0.0738
NLA12_AL-114,3.3129,0.1827,0,0.8766,0.2367,0.0306,0.0027,0.0054,0.675,0.45,0.1458,0.027,0.0099,0.6111,0.0576,0,0.0018
NLA12_MO-114,3.3255,0.1008,0,0.1386,0.009,0,0,0,0,0,0,0,0,0.3618,2.5335,0.1368,0.045
NLA12_OR-126,3.348,0.2178,0,0,0,0,0,0.036,0,3.0654,0,0.0198,0.009,0,0,0,0
NLA12_MS-102,3.3552,0.3186,0,0.009,0,0,0,0,0.9351,0.6615,0.8946,0.1503,0.3456,0.0072,0,0.0333,0
NLA12_WA-147,3.3579,0.0351,0,0.0054,0.0252,0,0,0,0,0.6615,0,1.8819,0.7488,0,0,0,0
NLA12_MI-152,3.4074,0.1089,0,0.0801,0.0504,0,0,0.1476,0.9846,0,0.0081,0.0054,0.0567,0.405,1.0305,0.513,0.0171
NLA12_GA-118,3.4254,0.1467,0,0.3069,0.0144,0,0,0,2.8638,0,0.0054,0.0216,0.0081,0.0585,0,0,0
NLA12_UT-389,3.4254,0.0396,0,0,0,0,0,0.2682,0,0.1818,0,0.8694,2.0664,0,0,0,0
NLA12_WI-R06,3.4713,0.7164,0,0.1413,0,0,0,0,0.4914,0.2241,0.6138,0.0234,0,0,0,1.2492,0.0117
NLA12_ND-139,3.4767,0.5373,0,0.1791,0,0,0,0,0.0261,0,0,0,1.071,1.2078,0.0513,0.0207,0.3834
NLA12_ID-195,3.5001,0.2619,0.0378,0,0,0,0,0.108,0,1.3581,0,0.1278,1.5966,0,0,0,0.0099
NLA12_PA-105,3.5073,0.1134,0,0.0495,9e-4,0,0,0,1.935,0.1575,0.8289,0.0603,0.0432,0.2727,0.018,0.0108,0.0171
NLA12_MN-170,3.5091,0.7758,0,0.0252,0,0,0,0,0.1602,1.4265,0.8451,0.0324,0,0,0,0.2439,0
NLA12_UT-263,3.5325,0,0,0.1017,0.0126,0,0,0,2.6298,0.0252,0,0.5652,0,0.198,0,0,0
NLA12_WI-144,3.5361,0.0603,0,0.1728,0.0108,9e-4,0,0,1.044,0,0.0468,0.0315,0.0099,0.1566,1.3797,0.6228,0
NLA12_OK-302,3.5532,0.2151,0,0.0522,0,0,0,0,0.5463,0,0,0.0531,2.1888,0.1557,0.1152,0.2205,0.0063
NLA12_ND-132,3.5541,0.0414,0,0.1323,0.0036,0,0,0,0,0,0,0.045,1.116,0,2.2158,0,0
NLA12_UT-115,3.5676,0.0981,0,0,0,0,0,0.9648,0,2.2536,0,0.2142,0.0369,0,0,0,0
NLA12_UT-390,3.5838,0.0306,0,0.45,1.0107,1.0359,0.6336,0,0,0,0,0,0,0.3456,0,0,0.0774
NLA12_LA-141,3.5865,1.1223,0,0.0306,0.1017,0,0,0,0,0,0,0.0657,0.3105,0.1908,0.0639,1.1376,0.5634
NLA12_OR-172,3.5874,0.0774,0,0,0,0,0,0.0072,0,3.5028,0,0,0,0,0,0,0
NLA12_SD-127,3.5991,0.0873,0,0,0,0,0,0.0054,0.0414,0,0,0,3.3219,0,0.1431,0,0
NLA12_MD-103,3.609,0.1701,0,0.5076,0.2133,0.0954,0.0063,0.0738,1.827,0.1863,0.0054,0,0,0.4554,0.0639,0.0045,0
NLA12_IN-183,3.6054,0.0855,0,0.2277,0.0387,0.0072,9e-4,0,0.3231,0,0,0.0063,0,1.5588,1.3572,0,0
NLA12_SD-128,3.6216,0.0594,0,0,0,0,0,0,0,0,0,0.0045,3.5523,0,0,0.0054,0
NLA12_FL-106,3.6207,0.3222,0,0.864,0.2421,0.0882,0.0027,0,0,0.486,0,0.0711,0.0531,0.0135,0,1.2879,0.1899
NLA12_ID-105,3.6342,0.3051,0,0,9e-4,0,0,0.0045,0,2.6496,0,0.3294,0.0801,0,0,0.0027,0.2619
NLA12_IN-164,3.6405,0.1269,0,0.1449,0.0036,9e-4,0,0,0.9315,0.0369,0,0.0207,0.0054,0.5184,1.5939,0.0864,0.171
NLA12_ID-182,3.6441,0.4176,0,0,0,0,0,0,0,0,0,3.2157,0.0108,0,0,0,0
NLA12_ND-163,3.6513,0.0666,0,0,0,0,0,0,0,0.0459,0,0.5913,2.9241,0,0,0.0171,0.0063
NLA12_UT-261,3.6621,0,0,0.4005,0.1764,0.0243,0,0.0828,0,0,0,1.4562,0.1557,1.2591,0,0.0216,0.0855
NLA12_IN-145,3.6657,0.0513,0,0.063,0.0144,0.0018,0,0.0765,0.2538,0,0,0,0.0531,1.422,0.9099,0.8136,0.0063
NLA12_ID-136,3.6909,0.2151,0,0,0,0,0,0.0063,0,1.0188,0,0.6318,1.8189,0,0,0,0
NLA12_WY-137,3.7161,0.2061,0,0,0,0,0,0,0,0,0,1.8918,1.2591,0,0.1377,0.072,0.1494
NLA12_MT-138,3.7215,0.0621,0,0,0,0,0,0,0,0,0,0.0405,3.5748,0,0,0.0441,0
NLA12_NE-117,3.7233,0.4608,0,0,0,0,0,0.0063,0,0,0,0,2.727,0,0.0324,0.108,0.3888
NLA12_TX-112,3.735,0.0504,0,0.4185,0.5994,0.5904,0.8217,0,0.1908,0.108,0,0.5013,0.4446,0,0,0.0099,0
NLA12_KS-131,3.7584,0.2088,0,0.1467,0.0432,0,0,0,0.4464,0,0.0126,0,2.7225,0,0.1485,0.0297,0
NLA12_NY-0107,3.7674,0.1116,0,0,0,0,0,0,2.5848,0.171,0.0828,0.3276,0,0,0,0.4293,0.0603
NLA12_NC-132,3.8529,0.027,0,1.2753,0.783,0.2754,0.0036,0,0.927,0.0801,0.0675,0.0054,0.081,0.3276,0,0,0
NLA12_ME-137,3.8763,0.1854,0,0.1098,0.0045,0,0,0,0.3096,0.801,1.5093,0.4212,0.0144,0.0072,0.0585,0.4275,0.0279
NLA12_CA-171,3.879,0.0126,0,0.2682,0,0,0,0,0.0333,1.6101,0.3168,1.4724,0.1476,0,0,0.018,0
NLA12_ID-184,3.8925,0.0828,0.1917,0,0,0,0,0,0,0.3915,0,2.1033,0.9963,0,0,0.0306,0.0963
NLA12_UT-306,3.906,0.0072,0,0.0918,0.0387,0,0,0,0,0,0,0.0666,0.0045,2.2896,0.8154,0,0.5922
NLA12_AZ-106,3.9348,0.5679,0,0.0396,0.1476,0.0108,0,0,0.3177,0,0,0.3618,0.0684,1.8324,0.1818,0.0783,0.3285
NLA12_WA-167,3.9681,0.4383,0,0.2241,0.0558,9e-4,0,0.0333,0,0,0,3.2067,0,0,0,0,0.009
NLA12_CA-149,3.9843,0.0576,0,0,0,0,0,3.1383,0,0.2691,0,0.3798,0.1395,0,0,0,0
NLA12_WI-128,4.0014,0.0153,0,0.081,0.0198,0,0,0,0.8406,0,0.0522,0.0126,0.0405,0.7821,1.6947,0.4509,0.0117
NLA12_SD-175,4.0104,0.0567,0,0.0225,0.0477,0,0,0,0,0,0,0,3.4443,0,0.4086,0.0072,0.0234
NLA12_MI-115,4.0509,1.3932,0,0.7938,1.0431,0.2691,0.054,0.0162,0.1278,0,0.0099,0,0.0099,0,0,0.3159,0.018
NLA12_NH-109,4.0869,0.7308,0,0,0,0,0,0,1.6182,0.3591,1.2555,0,0,0.018,0,0.0855,0.0198
NLA12_TX-151,4.0878,0.0261,0,0.117,0.0378,0,0,0.036,0,0,0,1.6416,2.1996000000000002,0,0,0.0081,0.0216
NLA12_OK-290,4.0977,0.0216,0,0.0414,0.0045,9e-4,0,0,0.4725,0,0,0,3.3795,0,0.1773,0,0
NLA12_CA-179,4.1121,0.4383,0,0.0207,0.0567,0.0468,0.0189,0.0387,0,0,0,0.0063,1.6884,0,0.135,0.0135,1.6488
NLA12_MO-110,4.1364,0.3492,0,0.1917,0.0495,0,0,0.0423,3.132,0,0.0045,0,0.0252,0.2052,0.0945,0.0369,0.0054
NLA12_CT-108,4.1526,0.4329,0,0.306,0.0999,0.0063,0,0,2.6037,0.0171,0.063,0.0153,0,0.4986,0,0.0666,0.0432
NLA12_ND-162,4.1643,0.6858,0,0.117,9e-4,0,0,0,0,0.0036,0,0,1.0521,0.1449,1.5489,0.0117,0.5994
NLA12_MN-152,4.1661,0.3645,0,0.099,0.0387,0.0018,0,0,0.0576,0.0108,0,0,0.1809,0.6318,2.7468,0.0117,0.0225
