"","lhs","op","rhs","label","est.std","se","z","pvalue","ci.lower","ci.upper"
"139","total_sld_horiz",":=","r+sld_horiz","total_sld_horiz",-0.00245411620821143,0.0744623969520053,-0.0329577922369761,0.973708246256346,-0.148397732436667,0.143489500020244
"140","total_bank_horiz",":=","t+bank_horiz","total_bank_horiz",0.178366853031146,0.028582510758267,6.24041934383097,4.36399361092299e-10,0.122346161357214,0.234387544705078
"141","total_vert_horiz",":=","a","total_vert_horiz",0.744934468797438,0.0452351861737977,16.4680314553218,0,0.65627513306283,0.833593804532045
"142","total_ei_horiz",":=","ei_horiz","total_ei_horiz",0.154124919780324,0.0400605979459721,3.84729454083998,0.000119429358091505,0.0756075906070793,0.232642248953569
"143","total_inflow_horiz",":=","inflow_horiz","total_inflow_horiz",0.0392129680760312,0.0454997310668511,0.861828568138501,0.388781861712851,-0.0499648661212552,0.128390802273318
"144","total_base_horiz",":=","base_horiz","total_base_horiz",-0.131711283555839,0.0498264396348501,-2.64340146558889,0.00820776514216992,-0.229369310718005,-0.0340532563936741
"145","total_temp_horiz",":=","z+temp_horiz","total_temp_horiz",0.0970462152587423,0.0968542876748643,1.00198161164039,0.316352474020549,-0.0927847003322733,0.286877130849758
"146","total_precip_horiz",":=","e+precip_horiz","total_precip_horiz",-0.022297811218587,0.0682772211929236,-0.326577602734923,0.743987385904996,-0.156118705721192,0.111523083284018
"147","total_phdi_horiz",":=","d+phdi_horiz","total_phdi_horiz",0.351526323302045,0.0959320560384852,3.66432595962525,0.000247990799635778,0.163502948503736,0.539549698100354
"148","total_hydrap_horiz",":=","g+hydrap_horiz","total_hydrap_horiz",-0.160281325102117,0.0605096605390642,-2.64885513609255,0.00807649429281865,-0.278878080475427,-0.0416845697288064
"149","total_inter_horiz",":=","delta+inter_horiz","total_inter_horiz",-0.196224077556665,0.0815752590022318,-2.40543615744201,0.0161531740839287,-0.356108647230566,-0.0363395078827637
"150","total_area_vert",":=","p+area_vert","total_area_vert",0.273265570132988,0.0645055641752743,4.23631005521434,2.27222963709028e-05,0.146836987547014,0.399694152718963
"151","total_zmax_vert",":=","m+zmax_vert","total_zmax_vert",-0.0214801344178816,0.0529491691463159,-0.405674626518218,0.684981688101062,-0.12525859895598,0.0822983301202169
"152","total_sld_vert",":=","s","total_sld_vert",0.00712539009893246,0.0698661419607682,0.101986311236902,0.918767540476172,-0.129809731882936,0.144060512080801
"153","total_bank_vert",":=","bank_vert","total_bank_vert",0.0119584773573804,0.00742053837904295,1.61153770070828,0.10706257690332,-0.00258551061144102,0.0265024653262018
"154","total_ei_vert",":=","h","total_ei_vert",0.20689728591715,0.0522877139632011,3.95690058400258,7.59285115992103e-05,0.104415249715344,0.309379322118956
"155","total_inflow_vert",":=","v+inflow_vert","total_inflow_vert",0.0526394867179839,0.060924937405038,0.864005593769082,0.387584817684489,-0.0667711963562476,0.172050169792215
"156","total_base_vert",":=","y+base_vert","total_base_vert",-0.176809221579535,0.0639673169666884,-2.76405561408196,0.00570878084122994,-0.302182859021902,-0.0514355841371679
"157","total_temp_vert",":=","j+temp_vert","total_temp_vert",0.28354692215341,0.0995482304444594,2.84833714157891,0.00439483402189289,0.0884359757575763,0.478657868549244
"158","total_precip_vert",":=","c+precip_vert","total_precip_vert",-0.0038927593107709,0.0774393513329432,-0.0502684906803306,0.959908432806818,-0.155671098909483,0.147885580287942
"159","total_phdi_vert",":=","b+phdi_vert","total_phdi_vert",0.461655335838083,0.0863202270972678,5.34817100652294,8.88474995797139e-08,0.29247079959012,0.630839872086046
"160","total_hydrap_vert",":=","f+hydrap_vert","total_hydrap_vert",-0.189162490860536,0.0681783930205392,-2.77452257936836,0.00552827963638025,-0.32278968570461,-0.0555352960164624
"161","total_inter_vert",":=","eps+inter_vert","total_inter_vert",-0.313992279225309,0.0866207984847268,-3.62490631254886,0.000289066223650547,-0.483765924567475,-0.144218633883143
