SITE_ID,VISIT_NO,UID,nlaSITE_ID,COMID,VolumeCorrect,FetchN,FetchNE,FetchE,FetchSE,MaxDepthCorrect,MeanDepthCorrect
NLA12_MI-137,1,1000117,NA,6830547,12583.58376,147.357203,202.5070225,131.2910088,202.8561164,1.850633612,0.788172486
NLA12_MI-139,1,1000046,NA,3468843,13488.69615,159.6495524,183.1756612,223.912514,183.0460498,1.156655556,0.50018917
NLA12_MI-139,2,1000166,NA,3468843,13488.69615,159.6495524,183.1756612,223.912514,183.0460498,1.156655556,0.50018917
NLA12_MI-141,1,1000132,NA,6827585,821100.0609,608.9104006,343.3429412,353.4744626,343.316552,9.914966756,4.54868586
NLA12_MI-142,1,1000163,NA,13040238,5512.452758,157.9819588,150.2132297,273.8084604,150.1814823,0.373746112,0.159845148
NLA12_MI-144,1,7251,NA,12258858,37115.93197,203.563248,131.5105227,186.6956703,131.2808423,2.712573212,1.223433967
NLA12_MI-145,1,1000172,NA,12131744,987834.761,494.5062988,524.0004355,891.4078296,523.7380786,6.597533905,2.759855345
NLA12_MI-148,1,1000112,NA,6840123,65737.49329,386.0764224,431.2062906,599.5030343,425.4728599,0.930449313,0.424346549
NLA12_MI-150,1,7787,NA,12219644,218537.7025,655.7013003,601.9382619,484.0242212,612.1491132,2.781457347,1.146544773
NLA12_MI-151,1,1000043,NA,12241040,45028.04942,533.8099819,188.5970357,168.2598667,189.6000642,1.044040309,0.53469945
NLA12_MI-152,1,1000075,NA,9007023,70192.17118,318.3183531,350.9552793,482.3864777,350.3678002,1.542828049,0.726338447
NLA12_MI-155,1,7005,NA,13176231,40415.41078,613.2143653,252.5222743,236.2523174,251.9598687,0.777589007,0.330102984
NLA12_MI-161,1,1000099,NA,12129844,15919468.56,4350.148081,4298.039655,4065.665569,4298.192165,4.372807021,1.517624207
NLA12_MI-162,1,1000103,NA,12019044,1349101.632,843.6388619,1170.424918,821.1445002,1170.579339,5.561882145,2.284274253
NLA12_MI-164,1,1000120,NA,11958922,77847.68657,219.9041317,844.1069025,243.0536284,845.5267128,1.232462717,0.633493166
NLA12_MI-165,1,1000101,NA,12129736,382939.3171,279.9654659,384.7390873,421.3155198,384.724892,7.989251034,3.62352674
NLA12_MI-167,1,1000058,NA,12233030,108597.765,723.1085391,240.2581739,247.7827998,241.2394513,3.348539568,1.333697458
NLA12_MI-168,1,1000079,NA,12144192,641459.5203,635.484623,538.2867481,809.4059699,537.796588,4.225345033,1.734777629
NLA12_MI-169,1,1000111,NA,11947473,37287.13225,459.8434876,415.0164551,210.2147306,415.034822,0.902775743,0.428937995
NLA12_MI-172,1,1000173,NA,12144512,927941.3408,532.1578891,420.5124914,590.8457825,419.4173322,10.39065092,4.495613511
NLA12_MI-177,1,1000186,NA,166766728,83117849.96,2230.700601,3885.78593,3137.852261,3886.160743,38.7193976,14.840695
NLA12_MI-178,1,1000191,NA,12220860,198001.2604,553.473888,317.3676499,248.2264471,317.0590245,3.856650544,1.78055125
NLA12_MI-R08,1,6680,NLA06608-R5:KATHRYN,11947503,615841.8501,883.9162077,621.1050305,729.6443545,621.6443943,2.428370376,0.946759906
NLA12_MI-R09,1,6741,NLA06608-R5:OTTAWA,14443098,21954179.49,1590.140995,1076.965889,1539.713346,1076.568673,26.55007732,10.24865117
NLA12_MN-101,1,7124,NLA06608-0958,4831078,2766388.637,762.421219,1682.213706,1127.132021,1684.040452,5.362065768,1.897967944
NLA12_MN-101,2,8308,NLA06608-0958,4831078,2766388.637,762.421219,1682.213706,1127.132021,1684.040452,5.362065768,1.897967944
NLA12_MN-102,1,6663,NLA06608-1347,120053092,1182416.088,605.8305036,719.5881383,798.7835176,720.8359771,8.309921658,2.964430846
NLA12_MN-103,1,7748,NLA06608-0771,4855943,642352.3826,1375.750297,1359.68493,1098.906808,1353.827002,1.951567218,0.700962393
NLA12_MN-104,1,7573,NLA06608-1326,6655519,1082552.237,821.3243137,629.7587609,717.0510978,629.7198236,5.360520898,1.99109601
NLA12_MN-105,1,6798,NLA06608-0526,7107653,420511.9772,631.3247892,845.5478954,541.8502231,846.7817435,4.208594784,1.748566166
NLA12_MN-106,1,7765,NLA06608-1390,4966619,20671964.88,2795.315566,2199.049983,2533.085203,2198.492896,13.33215578,4.419335662
NLA12_MN-107,1,6602,NLA06608-0551,4251924,11453252.14,2195.234247,1805.279017,1394.532826,1807.060895,13.84298105,5.214295224
NLA12_MN-108,1,6686,NLA06608-0942,4818363,5816144.153,1775.979029,661.4636301,663.7419486,661.3225963,14.11240353,5.520292487
NLA12_MN-109,1,6816,NLA06608-1018,4796858,890345.163,1060.691648,533.1479006,613.2492154,532.7410625,4.842307994,2.116789089
NLA12_MN-110,1,7411,NLA06608-0990,4857807,688566.3106,1036.747684,1000.521693,1734.264898,1000.514959,1.405249277,0.478014597
NLA12_MN-111,1,6472,NLA06608-1447,1099282,1980963.944,1027.049154,1115.023777,793.0432127,1113.72792,7.517602967,3.107593715
NLA12_MN-112,1,7942,NLA06608-0279,10595596,2430657.071,2100.677194,997.1870939,917.443495,995.9909063,3.813979598,1.302021856
NLA12_MN-113,1,7243,NLA06608-1111,4123850,875363.3613,556.8216931,547.5765069,772.2194652,547.3278625,5.776589792,2.570528142
NLA12_MN-114,1,7971,NLA06608-1239,4251634,1342564.547,1061.295135,674.4978921,840.1467412,675.8766033,5.36433599,1.847217905
NLA12_MN-115,1,7767,NLA06608-1198,6658571,562715.1184,580.7806113,591.3092562,894.6317547,591.1017479,4.389242506,1.629167511
NLA12_MN-116,1,7141,NLA06608-0679,1101812,1344116.876,1404.324741,654.6236496,706.0486724,654.5299319,3.80198415,1.666155215
NLA12_MN-118,1,6471,NLA06608-0167,2354274,1062651.266,1071.891375,1130.508767,639.2281554,1130.306598,3.483371961,1.513840744
NLA12_MN-119,1,7737,NLA06608-0359,167122203,265411093.2,4593.917694,9355.876628,6969.957888,8919.709145,16.13683498,5.504640491
NLA12_MN-120,1,6547,NLA06608-1134,6654439,43765267.11,3203.131364,2864.575259,3154.633848,2865.187353,16.65673068,5.890677493
NLA12_MN-121,1,7723,NLA06608-1383,4415506,30928372.57,3853.949771,2713.274531,2679.721565,2712.296913,10.18259043,3.409790713
NLA12_MN-122,1,6548,NLA06608-1175,167122195,21658479.91,2493.939307,2280.117291,2391.603452,2280.111706,14.27011327,5.056816935
NLA12_MN-123,1,7061,NA,4083178,32844.37412,162.2567963,163.3878109,79.77833586,160.3448349,3.063090135,1.446737424
NLA12_MN-123,2,8283,NA,4083178,32844.37412,162.2567963,163.3878109,79.77833586,160.3448349,3.063090135,1.446737424
NLA12_MN-126,1,7381,NA,4821597,22979.78967,128.7749997,176.5704512,132.5747521,176.6440467,3.425717905,1.527857017
NLA12_MN-127,1,8087,NA,6635422,32380.74179,301.1714228,259.284802,274.879648,259.2150197,1.253207814,0.552567346
NLA12_MN-130,1,6721,NA,7152968,1747606.379,988.7902351,704.7698726,481.2647616,702.7784074,11.57554579,4.388242652
NLA12_MN-131,1,7574,NA,7039737,7781.130842,382.3271192,336.1732277,303.7134338,336.1490711,0.201607674,0.102747662
NLA12_MN-132,1,6526,NA,4972235,664900.4531,795.5511232,652.5933613,756.446241,651.3844916,3.716444198,1.448999524
NLA12_MN-135,1,7945,NA,4120344,266309.7808,411.0074289,382.4549077,747.3617501,382.7965026,2.888520075,1.18014199
NLA12_MN-136,1,8135,NA,4980366,9891.436446,222.8982603,192.5974566,199.7497218,192.7370953,0.742629826,0.291024201
NLA12_MN-137,1,6574,NA,7026023,36371.22301,747.4215586,272.7340604,252.0614512,273.3967104,0.518300483,0.238174439
NLA12_MN-138,1,6870,NA,7092519,103724.4413,512.0060167,220.6771479,217.7829148,220.4192094,3.419294923,1.331526082
NLA12_MN-141,1,7403,NA,6658607,1570.045294,192.3983148,243.697369,186.2640824,245.0588884,0.176361582,0.067488101
NLA12_MN-143,1,7581,NA,6653929,19762.97653,228.5687455,183.3946105,225.5353426,183.4968638,1.238102143,0.499497856
NLA12_MN-144,1,8295,NA,4620680,12239.77535,316.7070154,249.6714934,207.8792232,249.3881862,0.62932902,0.220485642
NLA12_MN-145,1,6470,NA,2647518,1486578.644,931.3748355,660.4571244,757.9657417,660.7378936,9.512849274,3.321079693
NLA12_MN-147,1,7052,NA,2262729,107111.9497,733.2120688,358.7308198,307.2359905,359.0039557,1.345544987,0.616182193
NLA12_MN-150,1,6839,NA,7096311,226644.3443,509.4389528,330.5973418,302.1303108,329.8984736,4.329221473,1.888476305
NLA12_MN-152,1,7924,NA,4415290,21724.23288,247.2293926,140.4292796,137.7134045,139.928456,1.506681246,0.674824137
NLA12_MN-153,1,6876,NA,6687591,99114.05963,510.5634093,376.3870067,362.6763206,376.5001037,1.790391254,0.79105039
NLA12_MN-157,1,7425,NA,6658911,901623.0611,947.3531914,503.1299843,641.5978102,502.7411524,6.936695417,2.557602547
NLA12_MN-158,1,8141,NA,7054991,147958.5232,336.5103712,464.1215795,480.0547981,484.4337549,2.291535818,0.946033078
NLA12_MN-160,1,7828,NA,4857925,60330.30321,179.7366152,231.5011663,194.5004731,231.8868384,5.148658715,2.241187122
NLA12_MN-162,1,8404,NA,4831318,164522.8786,407.0351633,424.0542023,340.5560673,422.6265853,3.170762571,1.506852283
NLA12_MN-163,1,6716,NA,2365408,1892019.779,2558.895195,584.0967303,496.518841,584.3124476,3.141026378,1.338726752
NLA12_MN-167,1,7815,NA,2350690,1201967.01,827.1275866,1258.3185,745.4065564,1258.001116,4.919450283,2.100488226
NLA12_MN-170,1,8405,NA,4796006,4496298.146,836.2777029,1022.203763,1409.260055,1022.116521,17.98166244,5.131405937
NLA12_MN-171,1,8284,NA,6646500,1276.706933,190.882371,79.27942511,74.02392525,79.24570248,0.252684255,0.113837413
NLA12_MN-177,1,7802,NA,4141162,176367.7535,477.2000394,369.229081,338.4503803,385.2609773,3.424397325,1.720909652
NLA12_MN-180,1,8397,NA,4966747,1149126.816,764.9659546,491.894079,972.1665649,489.587557,6.753046971,2.517425197
NLA12_MN-181,1,8396,NA,22328373,709125.1777,658.6099022,717.6586485,724.6603407,718.0280822,3.941306103,1.687697559
NLA12_MN-R01,1,7432,NLA06608-0110,6654751,3619920.265,1785.971442,1073.933587,735.2283574,1073.726656,8.336209692,2.603313592
NLA12_MN-R12,1,7419,NA,22328643,50102.95292,209.669673,211.2453983,176.9117054,211.2454689,4.525518926,1.859024583
NLA12_MN-R13,1,7464,NA,4818673,36370.59661,136.164623,101.3349146,157.5346507,100.8284447,2.916080098,1.31186443
NLA12_MN-R14,1,7500,NA,1775870,670486.3933,556.1777752,400.5283181,491.75159,400.3117555,5.681722854,2.599235399
NLA12_MO-101,1,7416,NLA06608-0808,2986560,47445.59,515.0832711,355.9510686,322.9900643,356.3030089,0.860750761,0.403625427
NLA12_MO-101,2,8660,NLA06608-0808,2986560,47445.59,515.0832711,355.9510686,322.9900643,356.3030089,0.860750761,0.403625427
NLA12_MO-102,1,8813,NLA06608-2152,7387259,134713156.3,4714.647522,2836.610859,3999.432829,2838.582351,17.36267046,3.995271655
NLA12_MO-103,1,7255,NLA06608-0076,2529647,102813030,11606.17291,3094.114996,3747.346545,3081.034302,16.19812615,3.417907702
NLA12_MO-104,1,6746,NLA06608-0224,729879,264734.6835,790.8724536,714.6915091,1061.615706,716.0416619,0.979195406,0.374727196
NLA12_MO-105,1,7911,NLA06608-1056,5077156,4806658.991,2218.666504,691.5459075,511.5747896,691.7280578,10.48191454,4.180158097
NLA12_MO-106,1,8554,NLA06608-1504,167166315,59997129.99,4421.332957,5420.581265,3082.060793,5437.506896,10.41725757,2.109550754
NLA12_MO-107,1,6517,NLA06608-0608,7468786,37401.79381,178.3107731,206.5031929,1235.574422,206.5104958,0.218979551,0.121288073
NLA12_MO-108,1,6992,NA,7557711,190961.8988,781.34313,361.7315133,389.122638,362.1227729,2.272193333,0.897699714
NLA12_MO-108,2,7974,NA,7557711,190961.8988,781.34313,361.7315133,389.122638,362.1227729,2.272193333,0.897699714
NLA12_MO-109,1,6462,NA,5039620,657787.7627,865.494256,441.1876006,516.0938215,440.3241987,5.567437962,2.080362057
NLA12_MO-110,1,7912,NLA06608-R772,7443611,864537.0401,826.4489376,558.9565511,475.0676191,553.4366758,6.921077718,2.70776935
NLA12_MO-115,1,7132,NA,5138935,276719.2748,507.6696006,510.8248545,777.7541639,511.5142324,2.584192311,1.038013277
NLA12_MO-117,1,6747,NA,4637041,36616.20324,155.0490443,188.2764743,160.1810792,188.2752789,4.796865465,2.068216565
NLA12_MO-119,1,6614,NA,2332487,34102.94166,552.2471808,145.6449903,185.2069624,147.4199213,0.737669957,0.385083102
NLA12_MO-120,1,8416,NA,2511525,40460.61312,398.4754287,137.5281221,132.7308548,137.5226148,2.023410239,0.934850965
NLA12_MO-122,1,8289,NA,5639192,91282.49785,393.393203,225.372901,209.0813058,225.8558479,3.603278878,1.72789191
NLA12_MO-123,1,8118,NA,5161349,13539.85678,158.1198016,175.2191882,254.3110439,175.1787389,1.30770301,0.545372591
NLA12_MO-126,1,8290,NA,5124752,19106.27367,194.1256475,152.6939727,272.6499139,153.131507,0.667022689,0.378737892
NLA12_MO-R01,1,7086,NLA06608-R767,4637251,10384237.77,1513.974274,1429.768947,1521.167187,1285.955667,24.46611277,8.34971517
NLA12_MO-R02,1,7042,NLA06608-R770,7516153,178113.7373,548.2919706,396.6495164,281.9411462,397.7168003,4.313533301,2.002041487
NLA12_MS-101,1,6534,NLA06608-0327,19120628,43123.17756,1780.513677,145.2394349,155.3227304,145.4309733,0.210579616,0.104366737
NLA12_MS-101,2,7501,NLA06608-0327,19120628,43123.17756,1780.513677,145.2394349,155.3227304,145.4309733,0.210579616,0.104366737
NLA12_MS-102,1,6535,NLA06608-0812,19139667,194492.5732,672.3633372,587.2202593,742.2635022,585.3016501,1.379880486,0.547885132
NLA12_MS-103,1,7372,NLA06608-1114,18121428,17203.05374,554.7113876,609.6093977,493.304026,616.9682469,0.161745095,0.067289829
NLA12_MS-104,1,6536,NLA06608-0828,19225145,70195.92782,811.3723082,339.032343,461.9185929,339.1576956,0.189335106,0.090593224
NLA12_MS-105,1,7433,NLA06608-0986,18103644,1324775.912,1821.938546,696.1140758,951.7494725,699.9381719,4.003745884,1.614461883
NLA12_MS-106,1,6415,NLA06608-2492,167182317,501467097,8154.515449,10485.04301,8476.537418,10137.70362,12.02617862,4.024928546
NLA12_MS-107,1,6414,NLA06608-0432,15252778,62627538.33,10476.13615,11248.68864,6388.41286,11249.88844,5.470326621,1.602612224
NLA12_MS-112,1,7503,NA,18696909,18620.9522,335.3035386,196.0926005,175.4321005,200.4657448,1.675251587,0.62917715
NLA12_MS-113,1,7571,NA,14221821,368597.8924,638.4773711,815.3457016,1508.693168,810.6528011,1.526588491,0.578395888
NLA12_MS-116,1,1000001,NA,18012552,126979.199,742.7715559,546.3302126,370.7383919,546.2398621,1.303381692,0.536292877
NLA12_MS-116,2,7620,NA,18012552,126979.199,742.7715559,546.3302126,370.7383919,546.2398621,1.303381692,0.536292877
NLA12_MS-119,1,1000011,NA,19227733,28542.0754,507.9013849,235.0297619,239.6213507,234.6908705,0.586874195,0.334848829
NLA12_MS-125,1,7504,NA,18195545,1314.007568,183.6179705,135.5130516,113.9197782,135.5621988,0.151286735,0.068516547
NLA12_MS-126,1,7404,NA,15704129,1493.256852,297.9271945,199.9291279,142.856232,189.9265444,0.05366988,0.0296326
NLA12_MS-128,1,7535,NA,18692653,98559.35256,508.3562658,255.4954899,335.8916077,263.1161078,2.580123035,1.262084103
NLA12_MS-R03,1,1000010,NA,17991670,19912.02427,656.1374748,164.5235824,176.0514495,164.4207063,0.778227262,0.288163955
NLA12_MT-102,1,8069,NLA06608-1857,24341810,2085195.379,1537.586766,1432.904709,973.0913939,1432.99081,3.355861504,1.38106256
NLA12_MT-102,2,8472,NLA06608-1857,24341810,2085195.379,1537.586766,1432.904709,973.0913939,1432.99081,3.355861504,1.38106256
NLA12_MT-103,1,8302,NLA06608-1856,12473810,341151.1074,998.4797501,1468.388599,628.8133476,1461.326653,1.509093974,0.621584887
NLA12_MT-104,1,6542,NLA06608-0378,12394688,21718356.41,2540.724932,3688.974583,2729.683335,3688.629176,12.62497683,4.08080772
NLA12_MT-105,1,8476,NLA06608-0065,22886879,1800955.102,953.7685107,619.3976835,939.3274774,619.4579365,5.810494538,2.011735839
NLA12_MT-106,1,7321,NLA06608-2800,12394516,21943628.54,2452.919192,2949.323789,3366.012964,2949.320152,11.54692906,3.553642424
NLA12_MT-107,1,7022,NLA06608-0385,12537926,569575.3752,740.829299,806.5287248,844.6214439,806.3259887,3.721394547,1.429623929
NLA12_MT-108,1,7133,NLA06608-0064,12337192,553961.1259,499.5875573,570.3491593,736.3621524,569.642265,5.384771047,2.197566823
NLA12_MT-109,1,6664,NLA06608-0240,167204935,41526136.22,4835.979721,3233.266984,4205.193699,3236.664827,9.182638454,2.492580963
NLA12_MT-110,1,7623,NLA06608-1377,4222164,203094.2248,281.4759176,181.8335028,192.3621655,181.7984935,5.00297685,2.616009111
NLA12_MT-111,1,8486,NLA06608-2881,24347665,124521593.2,5742.011401,3832.99304,2224.872395,3826.543548,24.82983113,9.321573869
NLA12_MT-113,1,6427,NLA06608-1008,12744019,1964823.084,1151.413083,1412.97507,2211.024308,1413.864638,3.406753998,1.325128643
NLA12_MT-118,1,6696,NA,12323563,2017508.484,900.0365032,929.1111305,1074.647177,934.8184933,8.378025928,2.964995137
NLA12_MT-119,1,8328,NA,12476972,100336.8803,529.580603,360.5522965,397.3713582,361.8817229,1.398138224,0.536000318
NLA12_MT-120,1,8155,NA,22954309,162312.2173,250.6013642,559.3661655,232.8696436,560.5811823,3.540166601,2.176461299
NLA12_MT-124,1,7713,NA,24315765,13885384.98,3197.818064,729.4387476,704.1793485,729.807934,23.94711107,9.115056279
NLA12_MT-126,1,6799,NA,4303497,557700.9894,1534.915815,334.6160143,336.705641,334.5997338,3.067830267,1.354352223
NLA12_MT-135,1,8278,NA,12735500,145817.3793,307.3279072,247.6935225,325.344301,245.8434665,3.179798672,1.48487479
NLA12_MT-136,1,8130,NA,22953957,75104824.59,1344.26475,1128.041148,4534.698932,1128.050491,28.26334694,10.97299119
NLA12_MT-138,1,6742,NA,12351485,11605.57317,177.8751387,307.2890934,244.2095903,309.7799427,0.444911311,0.267406866
NLA12_MT-140,1,7925,NA,22944630,1226986.638,474.5638906,590.7106788,626.6620311,595.4701672,17.04138468,6.844679171
NLA12_MT-142,1,6888,NA,3101659,102391.575,998.8063063,571.6899492,1489.383801,571.9692792,0.501118026,0.175189604
NLA12_MT-143,1,7065,NA,12654603,111132.4786,461.6733309,563.4700946,510.2626396,563.6418221,1.452726922,0.581271937
NLA12_MT-144,1,8008,NA,12617544,3001973.284,1597.706448,1234.419015,1004.367011,1231.792578,6.575670083,2.394646598
NLA12_MT-151,1,8250,NA,12644325,22980.52905,165.6252291,152.1772457,310.0021089,151.8633166,1.310016633,0.509972053
NLA12_MT-152,1,7625,NA,4222268,286690.4894,418.1028331,317.1200203,323.0329318,318.3405429,6.074289866,2.563103241
NLA12_MT-154,1,6821,NA,4304039,778110.2928,877.3188375,549.6777875,871.6118197,549.5487533,2.702736214,0.996161095
NLA12_MT-156,1,7472,NA,12421133,6391904.087,1777.705915,1085.245298,1656.811757,1084.218671,13.00439896,4.240913333
NLA12_MT-160,1,7471,NA,4061192,1008443.344,1322.40592,1399.281645,1067.090595,1402.271056,3.341454225,1.043227968
NLA12_MT-161,1,8385,NA,12461540,40323.57188,561.722258,337.8659996,335.6108907,338.1807784,0.462188709,0.187995585
NLA12_MT-162,1,8641,NA,4263046,2476149.573,391.4204763,414.7490446,1112.900082,414.4207417,20.81004428,8.947705719
NLA12_MT-164,1,8200,NA,24341944,2608354.091,1182.551344,1591.204639,1141.161304,1591.081873,7.510840833,2.822040087
NLA12_MT-164,2,8543,NA,24341944,2608354.091,1182.551344,1591.204639,1141.161304,1591.081873,7.510840833,2.822040087
NLA12_MT-177,1,8435,NA,12308629,101550.1328,295.3019728,475.2229202,497.6718267,471.4461022,1.895212307,0.737550038
NLA12_NC-101,1,6399,NLA06608-1113,9751274,53893923.97,1911.31527,1554.679874,3004.745767,1536.324843,11.76429493,3.45695696
NLA12_NC-101,2,8045,NLA06608-1113,9751274,53893923.97,1911.31527,1554.679874,3004.745767,1536.324843,11.76429493,3.45695696
NLA12_NC-103,1,6504,NLA06608-0665,8848273,594528.9723,1109.003344,836.210045,642.4101917,825.6017933,3.156461626,0.995569922
NLA12_NC-104,1,7770,NLA06608-1245,10960658,1015027.755,2108.719684,2412.502423,2595.577379,2412.410535,0.743421098,0.265062599
NLA12_NC-105,1,6359,NLA06608-0191,19735013,57392792.2,1928.403179,2192.956039,2405.669773,2195.985076,31.04957894,8.96719873
NLA12_NC-107,1,6286,NA,8810517,1650.755502,125.5982368,139.9924625,146.3201419,139.9586189,0.272844738,0.11247247
NLA12_NC-108,1,6400,NA,9754404,6249841.097,1431.088417,1169.41241,944.5017948,1171.431286,26.44327429,8.962581085
NLA12_NC-109,1,6398,NA,22163154,527212.6312,818.9891414,712.2901589,434.6845432,712.7874524,3.534069286,1.557170686
NLA12_NC-114,1,8123,NA,8781539,297510.4955,781.4457455,342.6529536,297.9645665,339.8726072,3.889312732,1.976348669
NLA12_NC-115,1,7846,NA,8845089,36693.4553,260.4852122,237.6773928,361.3574886,238.4003645,1.086455277,0.529497186
NLA12_NC-116,1,6469,NA,8889056,20159.05773,347.319298,102.975694,92.39043172,102.9550785,1.650350455,0.776809432
NLA12_NC-116,2,8044,NA,8889056,20159.05773,347.319298,102.975694,92.39043172,102.9550785,1.650350455,0.776809432
NLA12_NC-124,1,7845,NA,9201925,45009.78367,227.0747602,163.8701884,250.3533533,161.9107437,1.447655853,0.731124869
NLA12_NC-127,1,7816,NA,8848125,364276.1906,570.6433542,432.5636574,561.6983799,427.828388,3.133422249,1.43347728
NLA12_NC-134,1,8171,NA,11572508,3090154.854,1538.460941,2083.176241,1917.813872,2110.680697,3.222656211,0.997328811
NLA12_ND-101,1,6344,NLA06608-1070,6675304,4364437.699,1921.158534,2371.92462,1689.208809,2372.688462,4.457533829,1.703459004
NLA12_ND-101,2,7039,NLA06608-1070,6675304,4364437.699,1921.158534,2371.92462,1689.208809,2372.688462,4.457533829,1.703459004
NLA12_ND-102,1,6841,NLA06608-0510,14296155,1557795.401,1512.788422,964.8714776,912.0668768,964.6538079,2.674512011,0.860781197
NLA12_ND-103,1,7518,NLA06608-1155,14680610,66389.31699,415.59976,464.4898699,434.7549836,465.3791081,1.12760632,0.514042274
NLA12_ND-104,1,6475,NLA06608-0762,14517787,650517.7404,435.0245395,483.8704754,851.1729315,483.8685136,4.638569084,1.870270516
NLA12_ND-105,1,8156,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA12_ND-106,1,6981,NLA06608-0334,14152626,5070324.467,3203.80589,1684.256113,1916.156191,1684.38447,3.277120191,1.011437546
NLA12_ND-107,1,7068,NLA06608-0083,14747730,509730.2599,942.6276285,740.3233561,795.917664,737.9495222,2.662610209,1.054616695
NLA12_ND-108,1,6645,NLA06608-0019,14665971,1247025.206,736.9178989,1113.538146,1933.340122,1118.224392,3.188832832,1.207028582
NLA12_ND-109,1,7384,NLA06608-0707,14683236,149929.376,506.9994824,301.7778465,291.0240349,301.2900387,2.005978753,0.870979526
NLA12_ND-110,1,6566,NLA06608-1210,21541462,346435.124,446.5521603,695.6479056,884.7122471,693.3335272,1.594310749,0.659940947
NLA12_ND-112,1,6217,NLA06608-1091,14684284,13868608.56,2133.441964,2487.084749,5925.252914,2486.930106,3.946366192,1.510345945
NLA12_ND-113,1,8127,NLA06608-1024,14157416,107631.562,300.2460396,267.4993403,275.0625738,266.6977718,4.59758029,2.282489031
NLA12_ND-114,1,7350,NLA06608-0579,14683488,1582465.37,1219.37199,975.5666614,1392.263163,975.4443643,1.58709139,0.503639365
NLA12_ND-115,1,6189,NA,14681240,24915.37951,385.195123,275.3767576,263.6835117,272.8133884,1.374209693,0.643272681
NLA12_ND-115,2,6774,NA,14681240,24915.37951,385.195123,275.3767576,263.6835117,272.8133884,1.374209693,0.643272681
NLA12_ND-118,1,6476,NA,14665989,90430.38322,695.154545,694.8362782,440.0750503,695.0914474,1.039562939,0.378366755
NLA12_ND-119,1,6852,NA,14276944,489053.1589,853.8400041,709.4024369,561.2972991,709.7526482,3.136014474,1.300261129
NLA12_ND-126,1,6654,NA,14043719,77766.52069,542.2856235,384.1674072,440.778851,388.1469734,1.525522278,0.589825545
NLA12_ND-129,1,7482,NA,14681338,4814035.036,2126.667235,2088.774561,6348.474256,2089.021019,1.165832116,0.39496439
NLA12_ND-131,1,7707,NA,16237597,55246577.69,2289.854818,2886.995438,3935.047387,2888.220469,15.45335861,4.159415365
NLA12_ND-134,1,7067,NA,14746226,494624.596,575.0803605,1051.178156,799.4796784,1053.202623,2.786914302,0.923066394
NLA12_ND-139,1,6538,NA,21541296,257021.9896,576.6899967,595.5034928,464.5641834,595.3596712,2.745221241,1.107691962
NLA12_ND-145,1,7701,NA,14680560,132796.4945,300.9698274,214.9835877,253.2571123,214.9273689,3.737585885,1.863857802
NLA12_ND-146,1,6546,NA,14155630,286267.5109,733.7245046,274.9879181,229.5162941,273.7972332,4.277314243,2.074345674
NLA12_ND-149,1,7417,NA,11497950,207965.4691,515.9361701,362.7744231,462.5692731,362.7897431,2.869077177,1.204198451
NLA12_ND-151,1,6697,NA,14678202,1369480.352,1181.871871,1752.654923,2028.630341,1752.761878,1.921998017,0.690418927
NLA12_ND-155,1,6693,NA,21532268,2936397.451,1027.778869,802.7892721,1072.030419,802.8790662,8.811458169,3.292146031
NLA12_ND-156,1,7858,NA,11496676,470990.7452,714.8707793,735.5023028,1033.709264,735.4897682,2.455402545,0.950723001
NLA12_ND-160,1,7543,NA,14679932,588836.5806,635.1610107,439.7161644,595.3535477,439.9374275,3.668482971,1.654965661
NLA12_ND-162,1,6577,NA,14158688,343928.2601,807.5549303,791.5877738,781.0804996,791.5244096,2.085840584,0.822191946
NLA12_ND-163,1,6599,NA,14566900,43568.20499,296.8487492,321.8449162,213.5996422,316.3981474,1.848636766,1.150291358
NLA12_ND-164,1,7418,NA,11497056,553674.1922,757.8345069,1255.014145,707.6406641,1255.014325,3.695741513,1.423817572
NLA12_ND-167,1,6853,NA,14520261,423277.8914,1217.171366,486.9842777,583.801999,487.589473,2.285193566,0.977986334
NLA12_ND-172,1,7526,NA,11496272,109355.6839,487.837833,289.5807166,611.5672087,290.1953884,1.180677718,0.460779071
NLA12_ND-173,1,6717,NA,14665815,385918.4728,1160.121603,936.9434618,571.8644714,937.3518231,1.492442428,0.552813306
NLA12_ND-178,1,6594,NA,14411847,954488.5452,1140.754975,624.4246571,613.7034178,627.876913,5.998238026,2.49259403
NLA12_ND-186,1,6636,NA,14584057,218793.8674,650.6902406,684.1860466,672.0339479,684.2583198,1.572014724,0.700064107
NLA12_ND-187,1,6865,NA,21536276,1185464.864,1132.967051,809.2885306,1420.939943,809.3012803,3.837429168,1.367826213
NLA12_ND-190,1,7649,NA,14286595,175038.1972,564.8395525,426.6359702,383.2972005,428.4371936,2.466227348,1.063069094
NLA12_ND-193,1,7449,NA,11497756,1316362.841,696.6914965,580.6160422,745.6544041,580.5473102,7.424006226,2.918712905
NLA12_ND-194,1,7559,NA,14179984,72096660.09,6007.859136,1547.311289,1086.962739,1555.303634,11.75363705,4.19535521
NLA12_ND-196,1,6964,NA,14679296,3567016.213,938.58749,1005.994075,3175.651088,1005.630524,6.847987812,2.067305591
NLA12_ND-198,1,7645,NA,14157518,33365.7875,204.4759791,168.5086465,317.2084544,168.8478874,1.847914407,0.775353187
