"","SITE_ID","VISIT_NO","XL_VertDD_use","XL_HorizDD_use","SDL_VertDD_use","SDL_HorizDD_use","XL_DDVrtDix_sc","SDL_DDVrtDix_sc","XL_DDHzSqrtA_sc","SDL_DDHzSqrtA_sc","LOE_VertDD_use","LOE_HorizDD_use","LOE_DDVrtDix_sc","LOE_DDHzSqrtA_sc","ZLOE_VertDD_use","ZLOE_HorizDD_use","ZLOE_DDVrtDix_sc","ZLOE_DDHzSqrtA_sc"
"11","NLA06608-0006",2,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,1.098196629,0.66663429,0.748409813,2.157024673,3.611879406,4.641708539,2.201656673,2.274509695
"12","NLA06608-0007",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,0.143889081,0.148990828,-0.057892735,1.543365669,0.526296257,0.7054166,-0.148598023,1.556829284
"13","NLA06608-0007",2,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,0.332945317,0.206101555,0.085968755,1.658668826,1.217798273,0.97581482,0.220663042,1.673138293
"14","NLA06608-0008",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,0.22388209,-0.006794877,0.359164878,1.536066546,0.547785281,-0.017782646,0.745126595,1.802266752
"15","NLA06608-0008",2,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,0.180416397,0.02505249,0.310178418,1.602501656,0.44143525,0.065564036,0.643498856,1.880215061
"16","NLA06608-0010",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,-0.084590248,-0.031821069,-0.170366392,0.92870868,-0.309401731,-0.150661022,-0.437293369,0.936810309
"17","NLA06608-0010",2,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,-0.022442341,-0.096991601,-0.106018803,0.319740815,-0.082086285,-0.459219444,-0.272127142,0.322530087
"18","NLA06608-0012",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,-0.120613599,-0.181707589,0.078338269,0.713524013,-0.295112281,-0.475540865,0.162521257,0.837177666
"19","NLA06608-0012",2,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,-0.320185954,-0.2716127,-0.273588857,-0.547878,-0.783417524,-0.710828532,-0.567589834,-0.642825212
"20","NLA06608-0013",1,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,-0.002938064,-0.081580561,0.215260913,0.677524526,-0.00886992,-0.34451454,0.453306365,1.116974623
"21","NLA06608-0013",2,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,0.151963896,0.041265186,0.505825475,1.600570844,0.458774027,0.174262797,1.065190627,2.638719259
"22","NLA06608-0014",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.51183909,0.333125407,1.04808418,2.302946265,2.501893338,1.663558402,2.238716386,3.507208853
"23","NLA06608-0014",2,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.393739778,0.278212736,0.895202625,2.21029339,1.924618394,1.389336041,1.912160134,3.366105697
"24","NLA06608-0015",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.634804883,0.854236404,0.844500712,2.611162044,1.182832666,1.986930833,1.542919081,3.24370857
"25","NLA06608-0015",2,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.500722767,1.335555909,0.777460143,3.110835738,0.932997306,3.106467016,1.420434668,3.864426785
"26","NLA06608-0016",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,0.34099549,0.06082576,0.436273116,1.118840565,0.83433342,0.159185066,0.905096018,1.312735543
"27","NLA06608-0016",2,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,0.077754055,-0.167808979,0.121122181,0.518975583,0.19024535,-0.439167278,0.251281136,0.608914009
"28","NLA06608-0019",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,1.214925661,0.951113357,1.979645658,2.634845938,5.938613276,4.74966058,4.228539328,4.012666358
"29","NLA06608-0019",2,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,1.064681059,0.653323883,1.900122313,2.291735065,5.204210657,3.262562417,4.058676813,3.490135064
"30","NLA06608-0020",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,0.11914674,-0.16440273,-0.069050758,0.689393624,0.291523231,-0.430252899,-0.143253307,0.808865483
"31","NLA06608-0020",2,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,-0.031390415,-0.221533836,-0.179324668,0.360694116,-0.076804746,-0.579768807,-0.372028523,0.423202376
"32","NLA06608-0021",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.559622895,0.294248385,0.080946641,0.710559329,1.840554192,2.048822367,0.238127171,0.749260823
"33","NLA06608-0021",2,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.59304665,0.238025461,0.129586696,0.612224654,1.950482206,1.657347713,0.381215491,0.645570229
"34","NLA06608-0023",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,-0.3993672,-0.2716127,-0.4745037,-0.547878,-0.977154866,-0.710828532,-0.984409523,-0.642825212
"35","NLA06608-0023",2,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,-0.056944519,-0.234186202,0.248599984,1.021774934,-0.139329454,-0.612880893,0.5157477,1.198848446
"36","NLA06608-0024",1,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,NA,NA,NA,NA,NA,NA,NA,NA
"37","NLA06608-0024",2,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,NA,NA,NA,NA,NA,NA,NA,NA
"38","NLA06608-0025",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,-0.2344452,-0.0726815,-0.2679581,-0.5581338,-0.675824475,-0.482684676,-0.732391498,-0.648268238
"39","NLA06608-0025",2,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,-0.2344452,-0.0726815,-0.2679581,-0.5581338,-0.675824475,-0.482684676,-0.732391498,-0.648268238
"40","NLA06608-0029",1,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,0.328055155,-0.057221215,0.883659013,0.902469452,0.990387773,-0.241645072,1.860849925,1.487821381
"41","NLA06608-0029",2,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,0.151963896,-0.0986139,0.907981969,-0.2012,0.458774027,-0.416446297,1.912070328,-0.331700604
"42","NLA06608-0031",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.242676055,0.123218152,0.438045167,1.509125923,0.699551184,0.818303336,1.197278814,1.752838482
"43","NLA06608-0031",2,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,NA,NA,NA,NA,NA,NA,NA,NA
"44","NLA06608-0033",1,-0.6888407,0.1697181,0.3844149,0.2994724,-1.6847816,0.4263933,-1.3995261,0.9287229,NA,NA,NA,NA,NA,NA,NA,NA
"45","NLA06608-0033",2,-0.6888407,0.1697181,0.3844149,0.2994724,-1.6847816,0.4263933,-1.3995261,0.9287229,-0.010129304,-0.161117928,0.501391102,0.187403311,-0.026349926,-0.538005934,1.175888791,0.201786034
"46","NLA06608-0036",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,-0.058353941,-0.043297722,0.033071896,0.767875228,-0.168214242,-0.287544245,0.090393144,0.89188134
"47","NLA06608-0036",2,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,-0.088317164,-0.047375635,-0.012685595,0.704331903,-0.254587858,-0.314626045,-0.034672667,0.818076242
"48","NLA06608-0037",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.115925396,-0.032335715,0.059325884,0.252803631,0.381269199,-0.22515038,0.174523671,0.266572894
"49","NLA06608-0037",2,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.65999344,0.179124631,0.580774586,1.096630848,2.170664753,1.247227066,1.708510791,1.156360206
"50","NLA06608-0038",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,-0.1851046,-0.0737284,-0.1884586,-0.6220437,-0.608793977,-0.513363548,-0.554403653,-0.655924081
"51","NLA06608-0038",2,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.304981632,0.161340719,0.21593601,1.071231717,1.003059786,1.123399449,0.635236136,1.12957768
"52","NLA06608-0041",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.378338657,0.057652269,-0.032194836,0.509765073,1.090619574,0.382874136,-0.087995937,0.592088323
"53","NLA06608-0041",2,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.309622844,-0.027358521,-0.023044046,0.081395323,0.892535639,-0.181690512,-0.062984711,0.094540059
"54","NLA06608-0042",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,-0.490133854,-0.345113975,-0.44671521,0.190108439,-0.913266972,-0.802725797,-0.8161573,0.236161664
"55","NLA06608-0042",2,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,-0.290561499,-0.324527445,-0.289480218,0.549590068,-0.541403575,-0.754842082,-0.528885938,0.682726688
"56","NLA06608-0043",1,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,0.123685695,-0.05748306,-0.04689735,0.81221844,0.452399291,-0.272161078,-0.12037527,0.819303862
"57","NLA06608-0043",2,-0.8014664,0.1181809,0.2733994,0.2112097,-1.7312539,0.3895929,-1.3144298,0.9913519,0.123685695,0.015358008,-0.043692211,1.184301938,0.452399291,0.072714503,-0.112148375,1.194633246
"58","NLA06608-0044",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.929982485,0.797298492,1.553676925,2.298424284,4.545797747,3.981541415,3.31866663,3.500322226
"59","NLA06608-0044",2,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,-0.1114102,0.123310776,-0.2490968,1.273664788,-0.544578252,0.615788148,-0.532072804,1.939692856
"60","NLA06608-0045",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,-0.2344452,-0.0726815,-0.2679581,-0.5581338,-0.675824475,-0.482684676,-0.732391498,-0.648268238
"61","NLA06608-0045",2,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.242676055,0.006499746,0.686284409,1.024419438,0.699551184,0.043165425,1.875774111,1.189855522
"62","NLA06608-0048",1,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,0.892326585,0.868465834,1.31336417,3.341640951,2.693904751,3.667529429,2.765742874,5.509067199
"63","NLA06608-0048",2,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,1.046833552,1.785444747,1.462667198,4.302374032,3.160356227,7.539929489,3.080152081,7.09294266
"64","NLA06608-0049",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.893082898,0.737915254,1.378356712,3.050926425,1.664082388,1.716370974,2.518284282,3.790004612
"65","NLA06608-0050",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.320045378,0.023181613,0.5510976,1.242655514,1.052603223,0.161411276,1.621207642,1.310338286
"66","NLA06608-0050",2,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.292016655,0.066150686,0.510511404,1.422465522,0.96041903,0.460600678,1.501812002,1.499941869
"67","NLA06608-0053",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.827732625,0.754286664,1.079819048,1.801283722,2.722345291,5.252023344,3.176589578,1.899392873
"68","NLA06608-0053",2,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,1.070167905,NA,1.285955228,NA,3.519695213,NA,3.782996773,NA
"69","NLA06608-0057",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,-0.2344452,-0.0726815,-0.2679581,-0.5581338,-0.675824475,-0.482684676,-0.732391498,-0.648268238
"70","NLA06608-0057",2,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.127282636,-0.015776649,0.496577788,0.747761129,0.366911844,-0.104774207,1.357262013,0.868518964
"71","NLA06608-0061",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,1.088696297,1.186116844,0.972048644,2.699323767,2.028569059,2.758875784,1.77595161,3.353227217
"72","NLA06608-0061",2,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.920643379,0.380036126,0.817304147,1.820165039,1.715435865,0.883953778,1.493230432,2.261094806
"73","NLA06608-0062",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.775080525,0.49282625,1.162772214,2.225161665,3.788629745,2.461070909,2.483690967,3.38874893
"74","NLA06608-0062",2,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.11043855,-0.012451744,0.279942254,1.049043702,0.53982878,-0.062181398,0.597958946,1.597612334
"75","NLA06608-0064",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.652017794,0.528208208,1.056254569,2.438818303,3.187093375,2.637760984,2.256168406,3.714131447
"76","NLA06608-0064",2,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.929982485,0.452727607,1.527775232,2.335993,4.545797747,2.260826696,3.2633404,3.557536471
"77","NLA06608-0065",1,-0.6888407,0.1697181,0.3844149,0.2994724,-1.6847816,0.4263933,-1.3995261,0.9287229,0.730233385,0.23682208,0.520342385,1.616534475,1.899596985,0.790797684,1.220334336,1.740599348
"78","NLA06608-0065",2,-0.6888407,0.1697181,0.3844149,0.2994724,-1.6847816,0.4263933,-1.3995261,0.9287229,0.956012428,0.245255248,0.779528958,1.630240408,2.48692865,0.818957767,1.828192323,1.755357177
"79","NLA06608-0066",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.862464813,0.715486871,0.552227334,1.635990221,2.486187943,4.751615587,1.509365101,1.900190416
"80","NLA06608-0066",2,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,1.263865354,1.022487851,0.99753357,1.982299206,3.643286958,6.790437963,2.726490097,2.302425714
"81","NLA06608-0068",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,-0.5693151,-0.3579512,-0.5063009,-0.453638,-1.060805479,-0.832584835,-0.925021504,-0.563530506
"82","NLA06608-0068",2,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.408408505,0.573506671,0.257296277,2.574226848,0.760988037,1.333961045,0.470085258,3.197825929
"83","NLA06608-0069",1,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,-0.1490661,-0.0986139,-0.2223518,-0.2012,-0.450025676,-0.416446297,-0.468238681,-0.331700604
"84","NLA06608-0069",2,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,0.62908515,0.180139701,0.950510489,2.061101587,1.899187476,0.760729586,2.001628849,3.39795547
"85","NLA06608-0071",1,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,0.62096726,0.204822165,0.787282577,1.481239194,1.874679832,0.864963583,1.657895979,2.441987747
"86","NLA06608-0071",2,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,0.504146414,0.173227707,0.665870909,1.417420584,1.52200152,0.731540248,1.402221688,2.336775663
"87","NLA06608-0072",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,-0.3993672,-0.2716127,-0.4745037,-0.547878,-0.977154866,-0.710828532,-0.984409523,-0.642825212
"88","NLA06608-0072",2,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,-0.3993672,-0.2716127,-0.4745037,-0.547878,-0.977154866,-0.710828532,-0.984409523,-0.642825212
"89","NLA06608-0073",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.129654904,-0.09550011,-0.120950019,1.380577679,0.241586132,-0.22213068,-0.220978016,1.715018667
"90","NLA06608-0073",2,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.447718239,0.057022148,0.145120706,1.662547191,0.834233909,0.132631978,0.265138328,2.065294486
"91","NLA06608-0076",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,0.420176736,0.040141161,0.375956068,0.75627985,1.028070762,0.105052093,0.779961745,0.887343086
"92","NLA06608-0076",2,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,0.657537651,0.208394243,0.517322852,1.029963996,1.608835466,0.545381618,1.07324251,1.208456672
"93","NLA06608-0077",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,-0.105923354,-0.056695061,0.074782835,0.152393165,-0.348373297,-0.394762093,0.219994613,0.160693448
"94","NLA06608-0077",2,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.277293398,0.030075321,0.746039851,0.914579038,0.911995436,0.209411481,2.194684767,0.964392719
"95","NLA06608-0078",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.66674105,0.945868678,1.417931415,3.046794335,3.259061341,4.723469754,3.028713108,4.64003187
"96","NLA06608-0078",2,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.350987798,0.268667418,1.051933196,2.158105544,1.715644721,1.341668726,2.246937916,3.28662765
"97","NLA06608-0079",1,-0.6888407,0.1697181,0.3844149,0.2994724,-1.6847816,0.4263933,-1.3995261,0.9287229,0.135998731,-0.132291602,-0.176420403,0.347258531,0.353781113,-0.441748896,-0.413750411,0.373909732
"98","NLA06608-0079",2,-0.6888407,0.1697181,0.3844149,0.2994724,-1.6847816,0.4263933,-1.3995261,0.9287229,0.180202394,-0.148528801,-0.159782799,0.1295047,0.468770575,-0.495968246,-0.374731027,0.139443854
"99","NLA06608-0080",1,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,-0.1490661,-0.0986139,-0.2223518,-0.2012,-0.450025676,-0.416446297,-0.468238681,-0.331700604
"100","NLA06608-0080",2,-0.8509339,0.0986139,0.3312391,0.2367986,-1.7776482,0.4748685,-1.7988,0.6065711,-0.1490661,-0.0986139,-0.2223518,-0.2012,-0.450025676,-0.416446297,-0.468238681,-0.331700604
"101","NLA06608-0081",1,-0.6888407,0.1697181,0.3844149,0.2994724,-1.6847816,0.4263933,-1.3995261,0.9287229,-0.3111593,-0.1697181,-0.3152184,-0.6004739,-0.809436107,-0.566723678,-0.739266776,-0.646558731
"102","NLA06608-0081",2,-0.6888407,0.1697181,0.3844149,0.2994724,-1.6847816,0.4263933,-1.3995261,0.9287229,NA,NA,NA,NA,NA,NA,NA,NA
"103","NLA06608-0083",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,1.002533152,1.264258299,1.536233035,3.134764221,4.900428791,6.313440733,3.281406337,4.774003196
"104","NLA06608-0083",2,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.842832309,0.815210082,1.408383999,2.647341331,4.119803625,4.070988134,3.008319749,4.031695873
"105","NLA06608-0085",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.828624909,1.665589322,1.672676047,3.803767014,1.543977743,3.874115832,3.056011382,4.725218678
"106","NLA06608-0085",2,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,1.15496077,1.912727636,1.831491027,4.052693345,2.152039727,4.448952885,3.34616941,5.0344467
"107","NLA06608-0086",1,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,NA,NA,NA,NA,NA,NA,NA,NA
"108","NLA06608-0086",2,-0.4306849,0.3579512,0.5366819,0.4299276,-1.4936991,0.5473396,-1.546362,0.8049928,0.733880957,0.923536688,0.605549463,2.801938614,1.36744123,2.148121423,1.106350541,3.480700218
"109","NLA06608-0089",1,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.28406874,0.031122221,0.135734238,0.44642427,0.818871988,0.206685596,0.370993083,0.518518454
"110","NLA06608-0089",2,-0.7655548,0.0726815,0.3469025,0.1505776,-1.7320419,0.3658673,-1.4418662,0.8609612,0.38880409,0.109162088,0.38684233,0.709894647,1.120787802,0.72495569,1.05732961,0.824537327
"111","NLA06608-0090",1,-0.6888407,0.1697181,0.3844149,0.2994724,-1.6847816,0.4263933,-1.3995261,0.9287229,0.031263381,-0.05912839,0.089352188,1.400836161,0.081327183,-0.197441867,0.209553451,1.508346743
"112","NLA06608-0090",2,-0.6888407,0.1697181,0.3844149,0.2994724,-1.6847816,0.4263933,-1.3995261,0.9287229,-0.269766615,-0.1697181,-0.254802478,-0.6004739,-0.701758997,-0.566723678,-0.597576176,-0.646558731
"113","NLA06608-0091",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.393739778,-0.042122415,0.592634599,0.476334063,1.924618394,-0.210350503,1.265872355,0.725419896
"114","NLA06608-0091",2,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.250317636,0.030428252,0.405417947,0.908085324,1.223564276,0.151952309,0.865976053,1.382943639
"115","NLA06608-0099",1,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.189619796,-0.079193726,-0.063862162,-0.156936054,0.926870402,-0.395476856,-0.1364101,-0.239001459
"116","NLA06608-0099",2,-0.8885898,0.0835151,0.2045807,0.2002487,-1.7509032,0.468163,-1.6489222,0.6566322,0.250317636,-0.042122415,-0.02724805,0.470866476,1.223564276,-0.210350503,-0.058202059,0.717093185
"117","NLA06608-0101",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.292016655,0.059810508,0.285786522,1.049474094,0.96041903,0.416454647,0.840720941,1.106635001
"118","NLA06608-0102",1,-0.8148954,0.0737284,0.3040513,0.1436183,-1.8115414,0.3399303,-1.3779563,0.9483471,0.292016655,0.078559944,0.00214317,1.152442006,0.96041903,0.547005113,0.006304733,1.215211188
"119","NLA06608-0104",1,-0.6006328,0.2716127,0.4087041,0.3821072,-1.5254963,0.4820186,-1.452122,0.852297,-0.098337204,-0.230220015,0.32228966,0.606525989,-0.240607335,-0.602501117,0.668624946,0.711636893
