"Type","Subpopulation","Indicator","Statistic","NResp","Estimate","StdError","LCB95Pct","UCB95Pct"
"WSA9_Ecoregions","WMT","vert","75Pct",95,0.626721630093272,"",0.0391082304597961,1.24355695464692
"WSA9_Ecoregions","WMT","vert","90Pct",123,1.97592033892069,"",1.48151988720766,3.25982415378227
"WSA9_Ecoregions","WMT","vert","95Pct",138,3.69459463000949,"",2.1981605979901,14.6566542157974
"WSA9_Ecoregions","WMT","vert","Mean",148,1.08256367235891,"0.333064985299137",0.429768296661239,1.73535904805658
"WSA9_Ecoregions","WMT","vert","Variance",148,19.9951110996284,"12.0319679853099",0,43.5773350139748
"WSA9_Ecoregions","WMT","vert","Std. Deviation",148,4.47158932591405,"1.34537936160432",1.83469423162608,7.10848442020201
"WSA9_Ecoregions","XER","vert","5Pct",40,0,"",0,0
"WSA9_Ecoregions","XER","vert","10Pct",40,0,"",0,0
"WSA9_Ecoregions","XER","vert","25Pct",40,0,"",0,0
"WSA9_Ecoregions","XER","vert","50Pct",40,0,"",0,0.32782709039631
"WSA9_Ecoregions","XER","vert","75Pct",54,0.562769557084512,"",0,1.49816243535621
"WSA9_Ecoregions","XER","vert","90Pct",74,1.98057913798571,"",1.09893944742699,2.98120687468629
"WSA9_Ecoregions","XER","vert","95Pct",79,2.48146568298845,"",2.00066425609412,18.9837872471011
"WSA9_Ecoregions","XER","vert","Mean",90,0.842294882536872,"0.285676568796071",0.282379096469593,1.40221066860415
"WSA9_Ecoregions","XER","vert","Variance",90,9.08225348057656,"5.05920507146325",0,18.9981132110469
"WSA9_Ecoregions","XER","vert","Std. Deviation",90,3.01367773336443,"0.839373934288459",1.36853505259736,4.6588204141315
"WSA9_by_Lake_Origin","CPL_MAN_MADE","vert","5Pct",69,0,"",0,0
"WSA9_by_Lake_Origin","CPL_MAN_MADE","vert","10Pct",69,0,"",0,0
"WSA9_by_Lake_Origin","CPL_MAN_MADE","vert","25Pct",69,0,"",0,0
"WSA9_by_Lake_Origin","CPL_MAN_MADE","vert","50Pct",69,0,"",0,0
