Type,Subpopulation,Indicator,Statistic,NResp,Estimate,StdError,LCB95Pct,UCB95Pct,Lake_origin,ECO
WSA9_by_Lake_Origin,NAP_MAN_MADE,horiz,75Pct,29,2.867689855,,0.959339208,25.02,MAN_MADE,NAP
WSA9_by_Lake_Origin,NAP_MAN_MADE,horiz,90Pct,29,2.897733267,,1.345836999,25.02,MAN_MADE,NAP
WSA9_by_Lake_Origin,NAP_MAN_MADE,horiz,95Pct,31,3.319975225,,2.883704266,25.02,MAN_MADE,NAP
WSA9_by_Lake_Origin,NAP_MAN_MADE,horiz,Mean,35,1.453903987,0.339833055,0.787843439,2.119964535,MAN_MADE,NAP
WSA9_by_Lake_Origin,NAP_MAN_MADE,horiz,Variance,35,2.936696135,1.15455063,0.673818482,5.199573789,MAN_MADE,NAP
WSA9_by_Lake_Origin,NAP_MAN_MADE,horiz,Std. Deviation,35,1.713679123,0.336863131,1.053439518,2.373918728,MAN_MADE,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,horiz,5Pct,5,0.029207509,,0.009527539,0.046494927,_NATURAL,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,horiz,10Pct,6,0.0484968,,0.026444039,0.156870725,_NATURAL,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,horiz,25Pct,18,0.223472889,,0.088912348,0.346374928,_NATURAL,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,horiz,50Pct,31,0.416819405,,0.278847845,0.657751524,_NATURAL,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,horiz,75Pct,45,1.096511803,,0.634065579,2.506398004,_NATURAL,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,horiz,90Pct,52,2.500815544,,1.781247156,8,_NATURAL,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,horiz,95Pct,54,6.534426014,,1.796352418,8,_NATURAL,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,horiz,Mean,56,1.085318603,0.325608973,0.447136743,1.723500464,_NATURAL,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,horiz,Variance,56,2.702331525,1.586448042,0,5.811712551,_NATURAL,NAP
WSA9_by_Lake_Origin,NAP_NATURAL,horiz,Std. Deviation,56,1.64387698,0.482532471,0.698130716,2.589623244,_NATURAL,NAP
WSA9_by_Lake_Origin,NPL_MAN_MADE,horiz,5Pct,5,0,,0,0.04548755,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_MAN_MADE,horiz,10Pct,5,0.045181836,,0,0.047127101,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_MAN_MADE,horiz,25Pct,5,0.048480837,,0.044521302,0.194484706,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_MAN_MADE,horiz,50Pct,7,0.19731258,,0.047257199,2.378875453,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_MAN_MADE,horiz,75Pct,16,2.365383277,,0.192858604,44.3,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_MAN_MADE,horiz,90Pct,18,3.38085106,,2.378028882,43.86537342,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_MAN_MADE,horiz,95Pct,21,19.09859544,,3.379185063,44.3,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_MAN_MADE,horiz,Mean,27,2.837447429,0.963572173,0.948880673,4.726014185,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_MAN_MADE,horiz,Variance,27,45.93376122,17.97647094,10.7005256,81.16699683,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_MAN_MADE,horiz,Std. Deviation,27,6.777445036,1.326198209,4.178144309,9.376745763,MAN_MADE,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,horiz,5Pct,5,0,,0,0.190092849,_NATURAL,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,horiz,10Pct,5,0.021617877,,0,0.420423401,_NATURAL,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,horiz,25Pct,8,0.423133597,,0,0.734061678,_NATURAL,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,horiz,50Pct,12,1.840503275,,0.421770908,2.753170407,_NATURAL,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,horiz,75Pct,17,2.527440292,,1.841965578,20.81157732,_NATURAL,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,horiz,90Pct,29,12.29541423,,2.95155896,79.52156698,_NATURAL,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,horiz,95Pct,33,34.11186873,,7.444607903,80,_NATURAL,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,horiz,Mean,36,5.021192869,1.906071634,1.285361115,8.757024624,_NATURAL,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,horiz,Variance,36,155.1286168,90.14427473,0,331.8081487,_NATURAL,NPL
WSA9_by_Lake_Origin,NPL_NATURAL,horiz,Std. Deviation,36,12.4550639,3.618780098,5.362385241,19.54774256,_NATURAL,NPL
WSA9_by_Lake_Origin,SAP_MAN_MADE,horiz,5Pct,11,0,,0,0.009901034,MAN_MADE,SAP
WSA9_by_Lake_Origin,SAP_MAN_MADE,horiz,10Pct,11,0,,0,0.068364626,MAN_MADE,SAP
WSA9_by_Lake_Origin,SAP_MAN_MADE,horiz,25Pct,18,0.066368245,,0,0.129425478,MAN_MADE,SAP
WSA9_by_Lake_Origin,SAP_MAN_MADE,horiz,50Pct,40,0.194641692,,0.107246922,0.268737477,MAN_MADE,SAP
WSA9_by_Lake_Origin,SAP_MAN_MADE,horiz,75Pct,57,0.414687245,,0.237336347,0.969191667,MAN_MADE,SAP
WSA9_by_Lake_Origin,SAP_MAN_MADE,horiz,90Pct,74,0.969665848,,0.459484777,30.5,MAN_MADE,SAP
WSA9_by_Lake_Origin,SAP_MAN_MADE,horiz,95Pct,90,2.605709865,,1.433138152,5.770926306,MAN_MADE,SAP
WSA9_by_Lake_Origin,SAP_MAN_MADE,horiz,Mean,109,0.678454472,0.133029321,0.417721793,0.93918715,MAN_MADE,SAP
WSA9_by_Lake_Origin,SAP_MAN_MADE,horiz,Variance,109,4.978157691,1.881682584,1.290127596,8.666187785,MAN_MADE,SAP
WSA9_by_Lake_Origin,SAP_MAN_MADE,horiz,Std. Deviation,109,2.231178543,0.421679069,1.404702754,3.057654332,MAN_MADE,SAP
WSA9_by_Lake_Origin,SPL_MAN_MADE,horiz,5Pct,22,0,,0,0,MAN_MADE,SPL
WSA9_by_Lake_Origin,SPL_MAN_MADE,horiz,10Pct,22,0,,0,0,MAN_MADE,SPL
WSA9_by_Lake_Origin,SPL_MAN_MADE,horiz,25Pct,22,0,,0,0.093548725,MAN_MADE,SPL
WSA9_by_Lake_Origin,SPL_MAN_MADE,horiz,50Pct,36,0.189381607,,0,0.929623675,MAN_MADE,SPL
WSA9_by_Lake_Origin,SPL_MAN_MADE,horiz,75Pct,71,1.738153852,,0.814777252,6.739765453,MAN_MADE,SPL
WSA9_by_Lake_Origin,SPL_MAN_MADE,horiz,90Pct,92,6.739210133,,1.746759338,147.25,MAN_MADE,SPL
WSA9_by_Lake_Origin,SPL_MAN_MADE,horiz,95Pct,96,10.14138157,,6.738017729,147.25,MAN_MADE,SPL
WSA9_by_Lake_Origin,SPL_MAN_MADE,horiz,Mean,105,1.999468332,0.526985029,0.966596654,3.032340009,MAN_MADE,SPL
WSA9_by_Lake_Origin,SPL_MAN_MADE,horiz,Variance,105,32.17649296,17.19357715,0,65.87528494,MAN_MADE,SPL
WSA9_by_Lake_Origin,SPL_MAN_MADE,horiz,Std. Deviation,105,5.672432719,1.515538218,2.702032394,8.642833044,MAN_MADE,SPL
WSA9_by_Lake_Origin,SPL_NATURAL,horiz,5Pct,1,0,,0,0.271880075,_NATURAL,SPL
WSA9_by_Lake_Origin,SPL_NATURAL,horiz,10Pct,1,0,,0,0.275891329,_NATURAL,SPL
WSA9_by_Lake_Origin,SPL_NATURAL,horiz,25Pct,4,0.273208532,,0,0.392894524,_NATURAL,SPL
WSA9_by_Lake_Origin,SPL_NATURAL,horiz,50Pct,7,0.552535034,,0.275095213,2.883576822,_NATURAL,SPL
WSA9_by_Lake_Origin,SPL_NATURAL,horiz,75Pct,9,2.889971805,,0.556674185,19.84688679,_NATURAL,SPL
WSA9_by_Lake_Origin,SPL_NATURAL,horiz,90Pct,12,4.171727694,,2.885094777,19.88,_NATURAL,SPL
WSA9_by_Lake_Origin,SPL_NATURAL,horiz,95Pct,13,6.585464936,,4.145663121,19.88,_NATURAL,SPL
WSA9_by_Lake_Origin,SPL_NATURAL,horiz,Mean,15,2.200231229,0.601106017,1.022085086,3.378377373,_NATURAL,SPL
WSA9_by_Lake_Origin,SPL_NATURAL,horiz,Variance,15,13.90544886,9.976175171,0,33.4583929,_NATURAL,SPL
WSA9_by_Lake_Origin,SPL_NATURAL,horiz,Std. Deviation,15,3.729001054,1.337647137,1.107260841,6.350741267,_NATURAL,SPL
WSA9_by_Lake_Origin,TPL_MAN_MADE,horiz,5Pct,10,0,,0,0.046928832,MAN_MADE,TPL
WSA9_by_Lake_Origin,TPL_MAN_MADE,horiz,10Pct,13,0.044484102,,0,0.078042972,MAN_MADE,TPL
WSA9_by_Lake_Origin,TPL_MAN_MADE,horiz,25Pct,17,0.078777244,,0.047124577,0.093395209,MAN_MADE,TPL
WSA9_by_Lake_Origin,TPL_MAN_MADE,horiz,50Pct,35,0.206974482,,0.078658682,0.366782817,MAN_MADE,TPL
WSA9_by_Lake_Origin,TPL_MAN_MADE,horiz,75Pct,46,0.366232875,,0.189051751,11.9,MAN_MADE,TPL
WSA9_by_Lake_Origin,TPL_MAN_MADE,horiz,90Pct,56,1.172731897,,0.369691362,2.264161594,MAN_MADE,TPL
WSA9_by_Lake_Origin,TPL_MAN_MADE,horiz,95Pct,62,1.727902859,,1.172248246,11.9,MAN_MADE,TPL
WSA9_by_Lake_Origin,TPL_MAN_MADE,horiz,Mean,68,0.486780074,0.126833425,0.238191129,0.735369018,MAN_MADE,TPL
WSA9_by_Lake_Origin,TPL_MAN_MADE,horiz,Variance,68,1.653365366,0.963133085,0,3.541071526,MAN_MADE,TPL
WSA9_by_Lake_Origin,TPL_MAN_MADE,horiz,Std. Deviation,68,1.285832558,0.374517304,0.551792131,2.019872985,MAN_MADE,TPL
WSA9_by_Lake_Origin,TPL_NATURAL,horiz,5Pct,15,0,,0,0,_NATURAL,TPL
WSA9_by_Lake_Origin,TPL_NATURAL,horiz,10Pct,15,0,,0,0.089226716,_NATURAL,TPL
WSA9_by_Lake_Origin,TPL_NATURAL,horiz,25Pct,22,0.09666019,,0,0.278382536,_NATURAL,TPL
WSA9_by_Lake_Origin,TPL_NATURAL,horiz,50Pct,47,1.345706302,,0.188985678,3.969444786,_NATURAL,TPL
WSA9_by_Lake_Origin,TPL_NATURAL,horiz,75Pct,56,6.675647964,,1.604687175,32.26845939,_NATURAL,TPL
WSA9_by_Lake_Origin,TPL_NATURAL,horiz,90Pct,61,32.00885638,,3.981587182,34,_NATURAL,TPL
WSA9_by_Lake_Origin,TPL_NATURAL,horiz,95Pct,61,32.29110898,,6.686231106,34,_NATURAL,TPL
WSA9_by_Lake_Origin,TPL_NATURAL,horiz,Mean,63,7.362889927,2.852844646,1.771417167,12.95436269,_NATURAL,TPL
WSA9_by_Lake_Origin,TPL_NATURAL,horiz,Variance,63,136.8268108,55.60690937,27.83927112,245.8143504,_NATURAL,TPL
WSA9_by_Lake_Origin,TPL_NATURAL,horiz,Std. Deviation,63,11.69729929,2.37691231,7.038636772,16.35596182,_NATURAL,TPL
WSA9_by_Lake_Origin,UMW_MAN_MADE,horiz,5Pct,2,0,,0,2.63551545,MAN_MADE,UMW
WSA9_by_Lake_Origin,UMW_MAN_MADE,horiz,10Pct,2,0,,0,2.636459117,MAN_MADE,UMW
WSA9_by_Lake_Origin,UMW_MAN_MADE,horiz,25Pct,2,0,,0,2.639425626,MAN_MADE,UMW
WSA9_by_Lake_Origin,UMW_MAN_MADE,horiz,50Pct,2,0,,0,22.33333333,MAN_MADE,UMW
WSA9_by_Lake_Origin,UMW_MAN_MADE,horiz,75Pct,4,0.129138283,,0,22.33333333,MAN_MADE,UMW
WSA9_by_Lake_Origin,UMW_MAN_MADE,horiz,90Pct,5,0.339109104,,0.009680639,22.33333333,MAN_MADE,UMW
WSA9_by_Lake_Origin,UMW_MAN_MADE,horiz,95Pct,6,2.634850946,,0.332799134,22.33333333,MAN_MADE,UMW
WSA9_by_Lake_Origin,UMW_MAN_MADE,horiz,Mean,8,0.466189916,0.295646572,-0.113266718,1.045646549,MAN_MADE,UMW
WSA9_by_Lake_Origin,UMW_MAN_MADE,horiz,Variance,8,4.9306235,4.586933581,0,13.92084812,MAN_MADE,UMW
WSA9_by_Lake_Origin,UMW_MAN_MADE,horiz,Std. Deviation,8,2.220500732,1.032860182,0.196131974,4.24486949,MAN_MADE,UMW
WSA9_by_Lake_Origin,UMW_NATURAL,horiz,5Pct,25,0,,0,0,_NATURAL,UMW
WSA9_by_Lake_Origin,UMW_NATURAL,horiz,10Pct,25,0,,0,0,_NATURAL,UMW
WSA9_by_Lake_Origin,UMW_NATURAL,horiz,25Pct,25,0,,0,0.044897039,_NATURAL,UMW
WSA9_by_Lake_Origin,UMW_NATURAL,horiz,50Pct,68,0.203197102,,0.092932829,0.329999281,_NATURAL,UMW
WSA9_by_Lake_Origin,UMW_NATURAL,horiz,75Pct,102,0.89564258,,0.539486214,1.769191898,_NATURAL,UMW
WSA9_by_Lake_Origin,UMW_NATURAL,horiz,90Pct,127,3.476828839,,1.54971421,30.7751318,_NATURAL,UMW
WSA9_by_Lake_Origin,UMW_NATURAL,horiz,95Pct,128,3.719287366,,3.460262156,257.9,_NATURAL,UMW
WSA9_by_Lake_Origin,UMW_NATURAL,horiz,Mean,136,2.926707118,1.41134063,0.160530313,5.692883922,_NATURAL,UMW
WSA9_by_Lake_Origin,UMW_NATURAL,horiz,Variance,136,396.1031434,332.2358747,0,1047.273492,_NATURAL,UMW
WSA9_by_Lake_Origin,UMW_NATURAL,horiz,Std. Deviation,136,19.90234015,8.346653515,3.543199869,36.26148043,_NATURAL,UMW
WSA9_by_Lake_Origin,WMT_MAN_MADE,horiz,5Pct,6,0,,0,0.640694833,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,horiz,10Pct,9,0.158924211,,0,0.644440657,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,horiz,25Pct,12,0.648296024,,0.618348704,1.393969675,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,horiz,50Pct,24,1.866378471,,0.647673771,14.62946791,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,horiz,75Pct,43,14.61577833,,1.873957322,121.994088,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,horiz,90Pct,52,19.67911429,,14.76215441,53.92267848,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,horiz,95Pct,61,44.89558321,,22.24467457,108.6777223,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,horiz,Mean,71,11.48288369,2.777687796,6.038715654,16.92705174,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,horiz,Variance,71,983.8824894,632.365974,0,2223.297024,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_MAN_MADE,horiz,Std. Deviation,71,31.36690118,10.08014739,11.61017533,51.12362702,MAN_MADE,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,horiz,5Pct,3,0,,0,0.091261374,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,horiz,10Pct,9,0.089388743,,0,0.096687825,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,horiz,25Pct,18,0.267385722,,0.092688036,0.289604506,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,horiz,50Pct,26,0.746069794,,0.288933257,1.149509797,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,horiz,75Pct,48,2.512065596,,0.925582788,9.654608937,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,horiz,90Pct,59,9.650267934,,2.513889189,73,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,horiz,95Pct,59,9.659923875,,2.519273245,73,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,horiz,Mean,64,2.521169154,0.670134497,1.207729676,3.834608633,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,horiz,Variance,64,35.2758869,19.56857898,0,73.62959692,_NATURAL,WMT
WSA9_by_Lake_Origin,WMT_NATURAL,horiz,Std. Deviation,64,5.939350714,1.647366852,2.710571014,9.168130413,_NATURAL,WMT
WSA9_by_Lake_Origin,XER_MAN_MADE,horiz,5Pct,5,0.015469214,,0,0.156213688,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,horiz,10Pct,10,0.190329214,,0.010828885,0.267575519,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,horiz,25Pct,19,1.344460727,,0.195396604,1.395369524,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,horiz,50Pct,23,2.002217197,,1.394003792,13.01653458,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,horiz,75Pct,47,17.91841413,,13.00432865,43.08250704,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,horiz,90Pct,58,48.38244992,,36.726843,95.69908996,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,horiz,95Pct,65,93.98112599,,48.19547391,186,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,horiz,Mean,70,17.01274368,3.177188033,10.78556956,23.23991779,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,horiz,Variance,70,839.3704598,203.8523391,439.8272169,1238.913703,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_MAN_MADE,horiz,Std. Deviation,70,28.97189086,3.518105535,22.07653071,35.867251,MAN_MADE,XER
WSA9_by_Lake_Origin,XER_NATURAL,horiz,5Pct,0,0.017917918,,0.017411756,0.018424079,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,horiz,10Pct,0,0.019169168,,0.018156845,0.13452623,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,horiz,25Pct,3,0.831043623,,0.016776092,7.243995093,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,horiz,50Pct,5,7.24730278,,0.145110151,7.449108047,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,horiz,75Pct,6,7.43583823,,3.682586515,35,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,horiz,90Pct,8,18.17869062,,7.433945098,35,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,horiz,95Pct,9,34.66483447,,7.447986415,35,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,horiz,Mean,10,7.683612971,2.246766078,3.280032376,12.08719357,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,horiz,Variance,10,88.95653317,53.6067612,0,194.0238544,_NATURAL,XER
WSA9_by_Lake_Origin,XER_NATURAL,horiz,Std. Deviation,10,9.431677113,2.841846713,3.861759907,15.00159432,_NATURAL,XER
conn,Drainage,horiz,5Pct,67,0,,0,0,,
conn,Drainage,horiz,10Pct,67,0,,0,0,,
conn,Drainage,horiz,25Pct,67,0,,0,0.021031071,,
conn,Drainage,horiz,50Pct,127,0.129642646,,0.093704372,0.296930667,,
conn,Drainage,horiz,75Pct,258,1.34447511,,0.665719085,1.769622213,,
conn,Drainage,horiz,90Pct,305,3.096585324,,2.183855156,7.446879494,,
conn,Drainage,horiz,95Pct,343,9.656034151,,5.391483791,12.93038296,,
conn,Drainage,horiz,Mean,392,1.621886338,0.202288951,1.22540728,2.018365396,,
conn,Drainage,horiz,Variance,392,64.3299714,38.10935819,0,139.0229409,,
conn,Drainage,horiz,Std. Deviation,392,8.020596698,2.375718392,3.364274212,12.67691918,,
conn,Drainage-Lake,horiz,5Pct,26,0,,0,0.019536718,,
conn,Drainage-Lake,horiz,10Pct,26,0,,0,0.047036309,,
conn,Drainage-Lake,horiz,25Pct,72,0.129306252,,0.045384301,0.221363442,,
conn,Drainage-Lake,horiz,50Pct,121,0.388048194,,0.267426331,0.819945643,,
conn,Drainage-Lake,horiz,75Pct,192,2.861921283,,0.783707125,7.295324727,,
conn,Drainage-Lake,horiz,90Pct,227,8.343232832,,2.903877742,39.09970284,,
conn,Drainage-Lake,horiz,95Pct,251,21.35065559,,8.471767471,80.52018557,,
conn,Drainage-Lake,horiz,Mean,286,7.234818797,2.967135491,1.419340098,13.0502975,,
conn,Drainage-Lake,horiz,Variance,286,1094.682414,716.4368618,0,2498.872861,,
conn,Drainage-Lake,horiz,Std. Deviation,286,33.08598517,10.82689329,11.86566425,54.30630609,,
conn,Isolated,horiz,5Pct,27,0,,0,0,,
conn,Isolated,horiz,10Pct,27,0,,0,0,,
conn,Isolated,horiz,25Pct,27,0.019685936,,0,0.200039895,,
conn,Isolated,horiz,50Pct,75,0.422841119,,0.214733439,0.808871837,,
conn,Isolated,horiz,75Pct,130,2.512897186,,1.0195163,3.972392735,,
conn,Isolated,horiz,90Pct,151,8.212314188,,3.889072845,31.9947203,,
conn,Isolated,horiz,95Pct,160,20.7928964,,8.197440004,80,,
conn,Isolated,horiz,Mean,166,3.218640239,0.874689257,1.504280799,4.93299968,,
conn,Isolated,horiz,Variance,166,59.4839214,23.83279253,12.77250639,106.1953364,,
conn,Isolated,horiz,Std. Deviation,166,7.712582019,1.54505926,4.684321516,10.74084252,,
conn_LO,Drainage_MAN_MADE,horiz,5Pct,47,0,,0,0,,
conn_LO,Drainage_MAN_MADE,horiz,10Pct,47,0,,0,0,,
conn_LO,Drainage_MAN_MADE,horiz,25Pct,47,0,,0,0,,
conn_LO,Drainage_MAN_MADE,horiz,50Pct,78,0.129708653,,0.064183913,0.465614155,,
conn_LO,Drainage_MAN_MADE,horiz,75Pct,161,1.34936068,,0.957665325,2.343074723,,
conn_LO,Drainage_MAN_MADE,horiz,90Pct,190,3.099292176,,2.29166564,11.36125337,,
conn_LO,Drainage_MAN_MADE,horiz,95Pct,210,6.832919847,,6.730040828,12.11101318,,
conn_LO,Drainage_MAN_MADE,horiz,Mean,253,1.836342162,0.251770926,1.342880214,2.32980411,,
conn_LO,Drainage_MAN_MADE,horiz,Variance,253,106.8685014,68.59533743,0,241.3128923,,
conn_LO,Drainage_MAN_MADE,horiz,Std. Deviation,253,10.33772226,3.317720081,3.835110387,16.84033412,,
conn_LO,Drainage-Lake_MAN_MADE,horiz,5Pct,19,0,,0,0.036395368,,
conn_LO,Drainage-Lake_MAN_MADE,horiz,10Pct,19,0,,0,0.063338354,,
conn_LO,Drainage-Lake_MAN_MADE,horiz,25Pct,29,0.06047918,,0,0.244466133,,
conn_LO,Drainage-Lake_MAN_MADE,horiz,50Pct,83,1.336194143,,0.069454118,2.874677758,,
conn_LO,Drainage-Lake_MAN_MADE,horiz,75Pct,107,2.883743669,,0.907048207,186,,
conn_LO,Drainage-Lake_MAN_MADE,horiz,90Pct,132,10.12714727,,3.796646809,35.25690718,,
conn_LO,Drainage-Lake_MAN_MADE,horiz,95Pct,153,35.76028786,,18.22473732,80.45111323,,
conn_LO,Drainage-Lake_MAN_MADE,horiz,Mean,175,6.102225261,1.137796107,3.872185869,8.332264652,,
conn_LO,Drainage-Lake_MAN_MADE,horiz,Variance,175,328.9946004,95.35251693,142.1071014,515.8820994,,
conn_LO,Drainage-Lake_MAN_MADE,horiz,Std. Deviation,175,18.1382083,2.628498784,12.98644535,23.28997125,,
conn_LO,Isolated_MAN_MADE,horiz,5Pct,2,0,,0,0.078596697,,
conn_LO,Isolated_MAN_MADE,horiz,10Pct,4,0.078114913,,0,0.079367614,,
conn_LO,Isolated_MAN_MADE,horiz,25Pct,5,0.102166755,,0,0.561393503,,
conn_LO,Isolated_MAN_MADE,horiz,50Pct,19,0.563565232,,0.114440573,0.929066969,,
conn_LO,Isolated_MAN_MADE,horiz,75Pct,29,0.929819645,,0.569100738,14.65798663,,
conn_LO,Isolated_MAN_MADE,horiz,90Pct,39,14.50092251,,1.095054765,20.4,,
conn_LO,Isolated_MAN_MADE,horiz,95Pct,39,14.65285589,,2.035831711,20.4,,
conn_LO,Isolated_MAN_MADE,horiz,Mean,43,2.091434882,0.890653161,0.345786764,3.837083,,
conn_LO,Isolated_MAN_MADE,horiz,Variance,43,19.44157151,9.78559723,0.262153369,38.62098964,,
conn_LO,Isolated_MAN_MADE,horiz,Std. Deviation,43,4.409259746,1.10966441,2.234357467,6.584162025,,
conn_LO,Drainage_NATURAL,horiz,5Pct,20,0,,0,0,,
conn_LO,Drainage_NATURAL,horiz,10Pct,20,0,,0,0,,
conn_LO,Drainage_NATURAL,horiz,25Pct,20,0,,0,0.089215533,,
conn_LO,Drainage_NATURAL,horiz,50Pct,49,0.128795306,,0.078036644,0.32859959,,
conn_LO,Drainage_NATURAL,horiz,75Pct,84,0.773710746,,0.353530234,1.786724739,,
conn_LO,Drainage_NATURAL,horiz,90Pct,112,2.78731347,,1.785966952,10.61930544,,
conn_LO,Drainage_NATURAL,horiz,95Pct,128,9.660616251,,2.191391858,37.5,,
conn_LO,Drainage_NATURAL,horiz,Mean,139,1.354396428,0.331137022,0.705379791,2.003413065,,
conn_LO,Drainage_NATURAL,horiz,Variance,139,11.14291372,3.236407167,4.799672229,17.4861552,,
conn_LO,Drainage_NATURAL,horiz,Std. Deviation,139,3.338100315,0.484767811,2.387972865,4.288227766,,
conn_LO,Drainage-Lake_NATURAL,horiz,5Pct,11,0.018961562,,0,0.039999955,,
conn_LO,Drainage-Lake_NATURAL,horiz,10Pct,17,0.045180676,,0,0.079958434,,
conn_LO,Drainage-Lake_NATURAL,horiz,25Pct,43,0.18924074,,0.077962215,0.268483129,,
conn_LO,Drainage-Lake_NATURAL,horiz,50Pct,57,0.326096702,,0.26800277,0.537347876,,
conn_LO,Drainage-Lake_NATURAL,horiz,75Pct,69,0.846813334,,0.534017574,4.566688017,,
conn_LO,Drainage-Lake_NATURAL,horiz,90Pct,100,8.311060902,,1.098463298,321.5,,
conn_LO,Drainage-Lake_NATURAL,horiz,95Pct,100,8.474433844,,1.934788509,321.5,,
conn_LO,Drainage-Lake_NATURAL,horiz,Mean,111,8.059503343,5.046145527,-1.830760151,17.94976684,,
conn_LO,Drainage-Lake_NATURAL,horiz,Variance,111,1650.594775,1225.005655,0,4051.561739,,
conn_LO,Drainage-Lake_NATURAL,horiz,Std. Deviation,111,40.62751253,15.07606027,11.07897739,70.17604768,,
conn_LO,Isolated_NATURAL,horiz,5Pct,25,0,,0,0,,
conn_LO,Isolated_NATURAL,horiz,10Pct,25,0,,0,0,,
conn_LO,Isolated_NATURAL,horiz,25Pct,25,0,,0,0.202563228,,
conn_LO,Isolated_NATURAL,horiz,50Pct,56,0.406152722,,0.205953401,1.050050844,,
conn_LO,Isolated_NATURAL,horiz,75Pct,100,3.455559028,,1.206593276,5.852579688,,
conn_LO,Isolated_NATURAL,horiz,90Pct,112,8.21200112,,3.916065049,32.31095168,,
conn_LO,Isolated_NATURAL,horiz,95Pct,119,31.77939492,,6.073262758,80,,
conn_LO,Isolated_NATURAL,horiz,Mean,123,3.51636189,1.071280614,1.416690468,5.616033311,,
conn_LO,Isolated_NATURAL,horiz,Variance,123,69.63582341,29.350926,12.10906553,127.1625813,,
conn_LO,Isolated_NATURAL,horiz,Std. Deviation,123,8.344808171,1.758633956,4.897948956,11.79166739,,
