Type,Subpopulation,Indicator,Statistic,NResp,Estimate,StdError,LCB95Pct,UCB95Pct,Lake_origin,ECO
conn_ECO,Drainage_TPL,L_vert_sc,50Pct,20,-1.395045203,,-1.523717801,-1.238269227,,
conn_ECO,Drainage_TPL,L_vert_sc,75Pct,30,-1.178803878,,-1.239275433,-1.120056477,,
conn_ECO,Drainage_TPL,L_vert_sc,90Pct,38,-0.836454635,,-1.143951765,0.175685636,,
conn_ECO,Drainage_TPL,L_vert_sc,95Pct,39,-0.699552355,,-1.116689536,0.178976947,,
conn_ECO,Drainage_TPL,L_vert_sc,Mean,42,-1.370442693,0.063415923,-1.494735619,-1.246149767,,
conn_ECO,Drainage_TPL,L_vert_sc,Variance,42,0.166997581,0.057920751,0.053474995,0.280520167,,
conn_ECO,Drainage_TPL,L_vert_sc,Std. Deviation,42,0.408653375,0.070867824,0.269754992,0.547551758,,
conn_ECO,Drainage-Lake_TPL,L_vert_sc,5Pct,6,-1.935783336,,-2,-1.73507447,,
conn_ECO,Drainage-Lake_TPL,L_vert_sc,10Pct,10,-1.735092969,,-2,-1.730257209,,
conn_ECO,Drainage-Lake_TPL,L_vert_sc,25Pct,17,-1.581619852,,-2,-0.869347904,,
conn_ECO,Drainage-Lake_TPL,L_vert_sc,50Pct,27,-0.869217123,,-1.816770776,-0.728915512,,
conn_ECO,Drainage-Lake_TPL,L_vert_sc,75Pct,27,-0.866088164,,-1.734797207,-0.250672989,,
conn_ECO,Drainage-Lake_TPL,L_vert_sc,90Pct,29,-0.828294749,,-0.865525278,-0.250672989,,
conn_ECO,Drainage-Lake_TPL,L_vert_sc,95Pct,32,-0.449472963,,-0.86445846,-0.250672989,,
conn_ECO,Drainage-Lake_TPL,L_vert_sc,Mean,35,-1.129955876,0.123044201,-1.371118079,-0.888793673,,
conn_ECO,Drainage-Lake_TPL,L_vert_sc,Variance,35,0.196734324,0.058771787,0.081543739,0.31192491,,
conn_ECO,Drainage-Lake_TPL,L_vert_sc,Std. Deviation,35,0.443547432,0.066251975,0.313695947,0.573398917,,
conn_ECO,Isolated_TPL,L_vert_sc,5Pct,6,-2,,-2,-1.657360488,,
conn_ECO,Isolated_TPL,L_vert_sc,10Pct,6,-2,,-2,-1.345614232,,
conn_ECO,Isolated_TPL,L_vert_sc,25Pct,11,-1.345047279,,-2,-1.210068082,,
conn_ECO,Isolated_TPL,L_vert_sc,50Pct,15,-1.209649165,,-1.345162752,-0.726602848,,
conn_ECO,Isolated_TPL,L_vert_sc,75Pct,23,-0.730693128,,-0.940175907,-0.370032678,,
conn_ECO,Isolated_TPL,L_vert_sc,90Pct,30,-0.370669086,,-0.726736068,-0.332971785,,
conn_ECO,Isolated_TPL,L_vert_sc,95Pct,31,-0.33474108,,-0.579610489,-0.332971785,,
conn_ECO,Isolated_TPL,L_vert_sc,Mean,32,-1.106376279,0.089640112,-1.28206767,-0.930684888,,
conn_ECO,Isolated_TPL,L_vert_sc,Variance,32,0.23407109,0.064078801,0.108478947,0.359663232,,
conn_ECO,Isolated_TPL,L_vert_sc,Std. Deviation,32,0.483808939,0.066223251,0.354013753,0.613604125,,
conn_ECO,Drainage_UMW,L_vert_sc,5Pct,8,-2,,-2,-2,,
conn_ECO,Drainage_UMW,L_vert_sc,10Pct,8,-2,,-2,-2,,
conn_ECO,Drainage_UMW,L_vert_sc,25Pct,8,-2,,-2,-1.663303001,,
conn_ECO,Drainage_UMW,L_vert_sc,50Pct,18,-1.624639605,,-2,-1.355587557,,
conn_ECO,Drainage_UMW,L_vert_sc,75Pct,25,-1.353666929,,-1.590273468,-0.755519848,,
conn_ECO,Drainage_UMW,L_vert_sc,90Pct,32,-1.127014692,,-1.186684552,-0.718216889,,
conn_ECO,Drainage_UMW,L_vert_sc,95Pct,36,-0.722166387,,-1.173953679,-0.30980392,,
conn_ECO,Drainage_UMW,L_vert_sc,Mean,38,-1.602975496,0.069080966,-1.738371701,-1.467579291,,
conn_ECO,Drainage_UMW,L_vert_sc,Variance,38,0.161083579,0.029267915,0.10371952,0.218447638,,
conn_ECO,Drainage_UMW,L_vert_sc,Std. Deviation,38,0.401352188,0.036461636,0.329888695,0.472815681,,
conn_ECO,Drainage-Lake_UMW,L_vert_sc,5Pct,1,-2,,-2,-1.808046984,,
conn_ECO,Drainage-Lake_UMW,L_vert_sc,10Pct,1,-2,,-2,-1.803337637,,
conn_ECO,Drainage-Lake_UMW,L_vert_sc,25Pct,10,-1.803392839,,-2,-1.694390332,,
conn_ECO,Drainage-Lake_UMW,L_vert_sc,50Pct,21,-1.67625484,,-1.77984546,-1.496365851,,
conn_ECO,Drainage-Lake_UMW,L_vert_sc,75Pct,30,-1.480763099,,-1.568783471,-1.137475735,,
conn_ECO,Drainage-Lake_UMW,L_vert_sc,90Pct,37,-1.136600659,,-1.367325852,-0.602903037,,
conn_ECO,Drainage-Lake_UMW,L_vert_sc,95Pct,39,-0.996365192,,-1.271193072,-0.602414662,,
conn_ECO,Drainage-Lake_UMW,L_vert_sc,Mean,44,-1.592210125,0.049814751,-1.689845242,-1.494575007,,
conn_ECO,Drainage-Lake_UMW,L_vert_sc,Variance,44,0.091136848,0.023467719,0.045140963,0.137132732,,
conn_ECO,Drainage-Lake_UMW,L_vert_sc,Std. Deviation,44,0.3018888,0.038868152,0.225708623,0.378068978,,
conn_ECO,Isolated_UMW,L_vert_sc,5Pct,12,-2,,-2,-2,,
conn_ECO,Isolated_UMW,L_vert_sc,10Pct,12,-2,,-2,-2,,
conn_ECO,Isolated_UMW,L_vert_sc,25Pct,12,-2,,-2,-2,,
conn_ECO,Isolated_UMW,L_vert_sc,50Pct,14,-1.932923914,,-2,-1.427099691,,
conn_ECO,Isolated_UMW,L_vert_sc,75Pct,26,-1.292531734,,-1.700010011,-0.833944158,,
conn_ECO,Isolated_UMW,L_vert_sc,90Pct,37,-0.833844168,,-1.2916685,-0.292429824,,
conn_ECO,Isolated_UMW,L_vert_sc,95Pct,37,-0.830578115,,-1.093541139,-0.292429824,,
conn_ECO,Isolated_UMW,L_vert_sc,Mean,40,-1.646949717,0.080058361,-1.80386122,-1.490038213,,
conn_ECO,Isolated_UMW,L_vert_sc,Variance,40,0.199107905,0.038382876,0.12387885,0.27433696,,
conn_ECO,Isolated_UMW,L_vert_sc,Std. Deviation,40,0.446215088,0.043009389,0.361918235,0.530511941,,
conn_ECO,Drainage_WMT,L_vert_sc,5Pct,2,-1.917291726,,-2,-1.804108965,,
conn_ECO,Drainage_WMT,L_vert_sc,10Pct,8,-1.803905431,,-1.923155606,-1.589386669,,
conn_ECO,Drainage_WMT,L_vert_sc,25Pct,26,-1.414810562,,-1.739907399,-1.277995006,,
conn_ECO,Drainage_WMT,L_vert_sc,50Pct,37,-1.162801534,,-1.413133308,-1.058255769,,
conn_ECO,Drainage_WMT,L_vert_sc,75Pct,49,-0.732591768,,-1.063288759,-0.503853656,,
conn_ECO,Drainage_WMT,L_vert_sc,90Pct,54,-0.55455043,,-1.057987918,0.388438242,,
conn_ECO,Drainage_WMT,L_vert_sc,95Pct,61,-0.237436735,,-0.554124547,0.180190728,,
conn_ECO,Drainage_WMT,L_vert_sc,Mean,69,-1.132640357,0.072845886,-1.27541567,-0.989865044,,
conn_ECO,Drainage_WMT,L_vert_sc,Variance,69,0.22654148,0.049061934,0.130381856,0.322701104,,
conn_ECO,Drainage_WMT,L_vert_sc,Std. Deviation,69,0.475963738,0.051539571,0.374948035,0.576979442,,
conn_ECO,Drainage-Lake_WMT,L_vert_sc,5Pct,2,-1.928634621,,-2,-1.863511871,,
conn_ECO,Drainage-Lake_WMT,L_vert_sc,10Pct,4,-1.865864261,,-2,-1.757497972,,
conn_ECO,Drainage-Lake_WMT,L_vert_sc,25Pct,11,-1.459839911,,-1.849876879,-1.257077683,,
conn_ECO,Drainage-Lake_WMT,L_vert_sc,50Pct,17,-1.132211189,,-1.258761291,-0.598348716,,
conn_ECO,Drainage-Lake_WMT,L_vert_sc,75Pct,26,-0.434908817,,-0.688023754,-0.299144448,,
conn_ECO,Drainage-Lake_WMT,L_vert_sc,90Pct,33,-0.188656938,,-0.317144702,-0.124809182,,
conn_ECO,Drainage-Lake_WMT,L_vert_sc,95Pct,36,-0.139260724,,-0.189392667,0.173617865,,
conn_ECO,Drainage-Lake_WMT,L_vert_sc,Mean,41,-1.027738461,0.074012659,-1.172800606,-0.882676315,,
conn_ECO,Drainage-Lake_WMT,L_vert_sc,Variance,41,0.37200515,0.054356043,0.265469263,0.478541038,,
conn_ECO,Drainage-Lake_WMT,L_vert_sc,Std. Deviation,41,0.609922249,0.044559814,0.52258662,0.697257879,,
conn_ECO,Isolated_WMT,L_vert_sc,5Pct,1,-1.809374722,,-2,-1.809238867,,
conn_ECO,Isolated_WMT,L_vert_sc,10Pct,1,-1.809271208,,-2,-1.809116697,,
conn_ECO,Isolated_WMT,L_vert_sc,25Pct,5,-1.596216398,,-2,-1.523756423,,
conn_ECO,Isolated_WMT,L_vert_sc,50Pct,7,-1.523449167,,-1.809084908,-1.254794971,,
conn_ECO,Isolated_WMT,L_vert_sc,75Pct,11,-1.374562317,,-1.524005805,-0.424042811,,
conn_ECO,Isolated_WMT,L_vert_sc,90Pct,18,-0.424629488,,-1.374842446,-0.424042811,,
conn_ECO,Isolated_WMT,L_vert_sc,95Pct,18,-0.42433615,,-1.374673383,-0.424042811,,
conn_ECO,Isolated_WMT,L_vert_sc,Mean,19,-1.377119422,0.137840783,-1.647282393,-1.106956452,,
conn_ECO,Isolated_WMT,L_vert_sc,Variance,19,0.209171696,0.09790763,0.017276267,0.401067125,,
conn_ECO,Isolated_WMT,L_vert_sc,Std. Deviation,19,0.457352923,0.107037285,0.247563699,0.667142147,,
conn_ECO,Drainage_XER,L_vert_sc,5Pct,4,-2,,-2,-1.540683358,,
conn_ECO,Drainage_XER,L_vert_sc,10Pct,6,-1.540718617,,-2,-1.463261441,,
conn_ECO,Drainage_XER,L_vert_sc,25Pct,10,-1.278361873,,-1.540660546,-0.659497393,,
conn_ECO,Drainage_XER,L_vert_sc,50Pct,18,-0.582341468,,-0.781323855,-0.16935922,,
conn_ECO,Drainage_XER,L_vert_sc,75Pct,23,-0.16535575,,-0.581387066,0.367130394,,
conn_ECO,Drainage_XER,L_vert_sc,90Pct,25,-0.04806435,,-0.164490263,0.368395007,,
conn_ECO,Drainage_XER,L_vert_sc,95Pct,26,0.009370246,,-0.048139915,0.368395007,,
conn_ECO,Drainage_XER,L_vert_sc,Mean,30,-0.683084649,0.095357183,-0.869981294,-0.496188004,,
conn_ECO,Drainage_XER,L_vert_sc,Variance,30,0.407058501,0.058450533,0.292497562,0.521619441,,
conn_ECO,Drainage_XER,L_vert_sc,Std. Deviation,30,0.638011364,0.045806812,0.548231663,0.727791066,,
conn_ECO,Drainage-Lake_XER,L_vert_sc,5Pct,2,-1.474325097,,-1.475756293,-1.437904365,,
conn_ECO,Drainage-Lake_XER,L_vert_sc,10Pct,4,-1.081735475,,-1.812681809,-0.964020783,,
conn_ECO,Drainage-Lake_XER,L_vert_sc,25Pct,10,-0.91572506,,-1.437902203,-0.810766106,,
conn_ECO,Drainage-Lake_XER,L_vert_sc,50Pct,20,-0.621811378,,-0.843505574,-0.574591989,,
conn_ECO,Drainage-Lake_XER,L_vert_sc,75Pct,22,-0.571346387,,-0.57590272,-0.112628913,,
conn_ECO,Drainage-Lake_XER,L_vert_sc,90Pct,30,-0.114309461,,-0.300930165,0.889861721,,
conn_ECO,Drainage-Lake_XER,L_vert_sc,95Pct,30,-0.100690211,,-0.236529528,0.889861721,,
conn_ECO,Drainage-Lake_XER,L_vert_sc,Mean,34,-0.666609422,0.062403782,-0.788918588,-0.544300257,,
conn_ECO,Drainage-Lake_XER,L_vert_sc,Variance,34,0.17759337,0.049498513,0.080578067,0.274608673,,
conn_ECO,Drainage-Lake_XER,L_vert_sc,Std. Deviation,34,0.421418284,0.058728483,0.306312573,0.536523995,,
conn_ECO,Isolated_XER,L_vert_sc,5Pct,1,-1.369528643,,-2,-1.334661461,,
conn_ECO,Isolated_XER,L_vert_sc,10Pct,2,-1.334725587,,-2,-1.090060951,,
conn_ECO,Isolated_XER,L_vert_sc,25Pct,3,-1.090049487,,-2,-0.863887818,,
conn_ECO,Isolated_XER,L_vert_sc,50Pct,3,-1.089271924,,-1.368705522,-0.277802133,,
conn_ECO,Isolated_XER,L_vert_sc,75Pct,4,-0.860816994,,-1.089794332,-0.275041814,,
conn_ECO,Isolated_XER,L_vert_sc,90Pct,6,-0.277946167,,-0.861089281,-0.275041814,,
conn_ECO,Isolated_XER,L_vert_sc,95Pct,6,-0.276493991,,-0.860257263,-0.275041814,,
conn_ECO,Isolated_XER,L_vert_sc,Mean,7,-0.952388621,0.086938678,-1.122785298,-0.781991944,,
conn_ECO,Isolated_XER,L_vert_sc,Variance,7,0.110672701,0.048458502,0.015695783,0.20564962,,
conn_ECO,Isolated_XER,L_vert_sc,Std. Deviation,7,0.332675069,0.07283158,0.189927795,0.475422342,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,L_vert_sc,5Pct,9,-2,,-2,-2,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,L_vert_sc,10Pct,9,-2,,-2,-2,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,L_vert_sc,25Pct,9,-2,,-2,-2,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,L_vert_sc,50Pct,9,-2,,-2,-2,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,L_vert_sc,75Pct,9,-2,,-2,-1.225431232,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,L_vert_sc,90Pct,14,-1.225779287,,-2,-0.9452021,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,L_vert_sc,95Pct,14,-1.222989679,,-2,-0.9452021,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,L_vert_sc,Mean,18,-1.835579496,0.062908795,-1.958878469,-1.712280523,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,L_vert_sc,Variance,18,0.104333471,0.029518386,0.046478498,0.162188444,,
conn_ECO_LO,Drainage_CPL_MAN_MADE,L_vert_sc,Std. Deviation,18,0.323006921,0.045693116,0.233450059,0.412563783,,
conn_ECO_LO,Drainage-Lake_CPL_MAN_MADE,L_vert_sc,5Pct,3,-2,,-2,-1.565164167,,
conn_ECO_LO,Drainage-Lake_CPL_MAN_MADE,L_vert_sc,10Pct,3,-2,,-2,-1.081281333,,
conn_ECO_LO,Drainage-Lake_CPL_MAN_MADE,L_vert_sc,25Pct,3,-2,,-2,-1.048346527,,
conn_ECO_LO,Drainage-Lake_CPL_MAN_MADE,L_vert_sc,50Pct,8,-1.050626577,,-2,-0.823455379,,
conn_ECO_LO,Drainage-Lake_CPL_MAN_MADE,L_vert_sc,75Pct,9,-0.90035318,,-1.081426033,-0.241363326,,
conn_ECO_LO,Drainage-Lake_CPL_MAN_MADE,L_vert_sc,90Pct,12,-0.702627135,,-0.900439369,-0.241363326,,
conn_ECO_LO,Drainage-Lake_CPL_MAN_MADE,L_vert_sc,95Pct,12,-0.701563898,,-0.82339736,-0.241363326,,
conn_ECO_LO,Drainage-Lake_CPL_MAN_MADE,L_vert_sc,Mean,14,-1.326418018,0.157857757,-1.635813537,-1.017022499,,
conn_ECO_LO,Drainage-Lake_CPL_MAN_MADE,L_vert_sc,Variance,14,0.300183168,0.044756748,0.212461554,0.387904782,,
conn_ECO_LO,Drainage-Lake_CPL_MAN_MADE,L_vert_sc,Std. Deviation,14,0.547889741,0.040844667,0.467835665,0.627943816,,
conn_ECO_LO,Isolated_CPL_MAN_MADE,L_vert_sc,5Pct,0,-1.214151129,,-1.214864087,-1.213438172,,
conn_ECO_LO,Isolated_CPL_MAN_MADE,L_vert_sc,10Pct,0,-1.212544695,,-1.21397061,-1.21111878,,
conn_ECO_LO,Isolated_CPL_MAN_MADE,L_vert_sc,25Pct,2,-0.871032196,,-2,-0.798217051,,
conn_ECO_LO,Isolated_CPL_MAN_MADE,L_vert_sc,50Pct,3,-0.802887704,,-1.215503514,-0.419804012,,
conn_ECO_LO,Isolated_CPL_MAN_MADE,L_vert_sc,75Pct,4,-0.420131347,,-0.870805231,-0.419793321,,
conn_ECO_LO,Isolated_CPL_MAN_MADE,L_vert_sc,90Pct,4,-0.419928531,,-0.870072465,-0.419793321,,
conn_ECO_LO,Isolated_CPL_MAN_MADE,L_vert_sc,95Pct,4,-0.419860926,,-0.869838449,-0.419793321,,
conn_ECO_LO,Isolated_CPL_MAN_MADE,L_vert_sc,Mean,5,-0.769920627,0.122601825,-1.010215789,-0.529625465,,
conn_ECO_LO,Isolated_CPL_MAN_MADE,L_vert_sc,Variance,5,0.073887403,0.033689597,0.007857005,0.1399178,,
conn_ECO_LO,Isolated_CPL_MAN_MADE,L_vert_sc,Std. Deviation,5,0.271822374,0.061969876,0.150363649,0.393281098,,
conn_ECO_LO,Drainage_NAP_MAN_MADE,L_vert_sc,5Pct,1,-1.889890858,,-1.890574206,-1.571502018,,
conn_ECO_LO,Drainage_NAP_MAN_MADE,L_vert_sc,10Pct,3,-1.525886064,,-2,-1.494134054,,
conn_ECO_LO,Drainage_NAP_MAN_MADE,L_vert_sc,25Pct,4,-1.494053885,,-1.889932191,-1.492965817,,
conn_ECO_LO,Drainage_NAP_MAN_MADE,L_vert_sc,50Pct,5,-1.363799703,,-1.494765701,-1.026504621,,
conn_ECO_LO,Drainage_NAP_MAN_MADE,L_vert_sc,75Pct,9,-1.165900858,,-1.365511441,-0.611943225,,
conn_ECO_LO,Drainage_NAP_MAN_MADE,L_vert_sc,90Pct,11,-1.025571885,,-1.224238382,-0.611943225,,
conn_ECO_LO,Drainage_NAP_MAN_MADE,L_vert_sc,95Pct,11,-1.022965924,,-1.222428135,-0.611943225,,
conn_ECO_LO,Drainage_NAP_MAN_MADE,L_vert_sc,Mean,15,-1.335851942,0.076207302,-1.485215509,-1.186488375,,
conn_ECO_LO,Drainage_NAP_MAN_MADE,L_vert_sc,Variance,15,0.064931034,0.019494241,0.026723022,0.103139045,,
conn_ECO_LO,Drainage_NAP_MAN_MADE,L_vert_sc,Std. Deviation,15,0.254815685,0.038251651,0.179843827,0.329787544,,
conn_ECO_LO,Drainage-Lake_NAP_MAN_MADE,L_vert_sc,5Pct,1,-1.500528624,,-2,-1.279081586,,
conn_ECO_LO,Drainage-Lake_NAP_MAN_MADE,L_vert_sc,10Pct,3,-1.279281949,,-2,-0.143731819,,
conn_ECO_LO,Drainage-Lake_NAP_MAN_MADE,L_vert_sc,25Pct,9,-0.143769342,,-2,-0.14286327,,
conn_ECO_LO,Drainage-Lake_NAP_MAN_MADE,L_vert_sc,50Pct,9,-0.143093066,,-2,-0.141740514,,
conn_ECO_LO,Drainage-Lake_NAP_MAN_MADE,L_vert_sc,75Pct,9,-0.14241679,,-2,-0.141740514,,
conn_ECO_LO,Drainage-Lake_NAP_MAN_MADE,L_vert_sc,90Pct,9,-0.142011024,,-2,-0.141740514,,
conn_ECO_LO,Drainage-Lake_NAP_MAN_MADE,L_vert_sc,95Pct,9,-0.141875769,,-2,-0.141740514,,
conn_ECO_LO,Drainage-Lake_NAP_MAN_MADE,L_vert_sc,Mean,10,-0.403009372,0.182123701,-0.759965267,-0.046053477,,
conn_ECO_LO,Drainage-Lake_NAP_MAN_MADE,L_vert_sc,Variance,10,0.247658324,0.129175766,0,0.500838172,,
conn_ECO_LO,Drainage-Lake_NAP_MAN_MADE,L_vert_sc,Std. Deviation,10,0.497652815,0.129785025,0.243278841,0.752026789,,
conn_ECO_LO,Isolated_NAP_MAN_MADE,L_vert_sc,5Pct,0,-1.352148456,,-1.352170091,-1.352126821,,
conn_ECO_LO,Isolated_NAP_MAN_MADE,L_vert_sc,10Pct,0,-1.352114394,,-1.352157664,-1.352071123,,
conn_ECO_LO,Isolated_NAP_MAN_MADE,L_vert_sc,25Pct,0,-1.352012207,,-1.352120382,-1.351904031,,
conn_ECO_LO,Isolated_NAP_MAN_MADE,L_vert_sc,50Pct,0,-1.351841896,,-1.352058247,-0.721921066,,
conn_ECO_LO,Isolated_NAP_MAN_MADE,L_vert_sc,75Pct,1,-0.978407368,,-1.352080661,-0.71711023,,
conn_ECO_LO,Isolated_NAP_MAN_MADE,L_vert_sc,90Pct,2,-0.719747492,,-1.3518985,-0.71711023,,
conn_ECO_LO,Isolated_NAP_MAN_MADE,L_vert_sc,95Pct,2,-0.718428861,,-1.351852388,-0.71711023,,
conn_ECO_LO,Isolated_NAP_MAN_MADE,L_vert_sc,Mean,3,-1.1235055,0.195373356,-1.50643024,-0.740580759,,
conn_ECO_LO,Isolated_NAP_MAN_MADE,L_vert_sc,Variance,3,0.071189478,0.032509641,0.007471752,0.134907203,,
conn_ECO_LO,Isolated_NAP_MAN_MADE,L_vert_sc,Std. Deviation,3,0.266813563,0.060922017,0.147408604,0.386218522,,
conn_ECO_LO,Drainage_NPL_MAN_MADE,L_vert_sc,5Pct,4,-2,,-2,-0.683723551,,
conn_ECO_LO,Drainage_NPL_MAN_MADE,L_vert_sc,10Pct,6,-0.684194699,,-2,-0.68165442,,
conn_ECO_LO,Drainage_NPL_MAN_MADE,L_vert_sc,25Pct,6,-0.680221393,,-2,-0.587023728,,
conn_ECO_LO,Drainage_NPL_MAN_MADE,L_vert_sc,50Pct,8,-0.586348913,,-0.682932771,-0.564386327,,
conn_ECO_LO,Drainage_NPL_MAN_MADE,L_vert_sc,75Pct,9,-0.566203787,,-0.586982421,0.077435201,,
conn_ECO_LO,Drainage_NPL_MAN_MADE,L_vert_sc,90Pct,11,-0.458823677,,-0.565554367,0.077435201,,
conn_ECO_LO,Drainage_NPL_MAN_MADE,L_vert_sc,95Pct,14,-0.221184462,,-0.563973235,0.077435201,,
conn_ECO_LO,Drainage_NPL_MAN_MADE,L_vert_sc,Mean,16,-0.665979657,0.057455989,-0.778591325,-0.553367988,,
conn_ECO_LO,Drainage_NPL_MAN_MADE,L_vert_sc,Variance,16,0.149360963,0.074736178,0.002880745,0.29584118,,
conn_ECO_LO,Drainage_NPL_MAN_MADE,L_vert_sc,Std. Deviation,16,0.38647246,0.096690173,0.196963204,0.575981717,,
conn_ECO_LO,Drainage-Lake_NPL_MAN_MADE,L_vert_sc,5Pct,1,-2,,-2,-1.510855401,,
conn_ECO_LO,Drainage-Lake_NPL_MAN_MADE,L_vert_sc,10Pct,1,-2,,-2,-1.510098641,,
conn_ECO_LO,Drainage-Lake_NPL_MAN_MADE,L_vert_sc,25Pct,2,-1.510658783,,-2,-0.966721557,,
conn_ECO_LO,Drainage-Lake_NPL_MAN_MADE,L_vert_sc,50Pct,4,-0.967063837,,-1.893254977,-0.425704331,,
conn_ECO_LO,Drainage-Lake_NPL_MAN_MADE,L_vert_sc,75Pct,6,-0.541324602,,-0.968099834,-0.23793557,,
conn_ECO_LO,Drainage-Lake_NPL_MAN_MADE,L_vert_sc,90Pct,8,-0.240790652,,-0.543515398,-0.23793557,,
conn_ECO_LO,Drainage-Lake_NPL_MAN_MADE,L_vert_sc,95Pct,8,-0.239363111,,-0.54158677,-0.23793557,,
conn_ECO_LO,Drainage-Lake_NPL_MAN_MADE,L_vert_sc,Mean,9,-1.031081072,0.200074272,-1.423219439,-0.638942705,,
conn_ECO_LO,Drainage-Lake_NPL_MAN_MADE,L_vert_sc,Variance,9,0.375365813,0.10264255,0.174190113,0.576541514,,
conn_ECO_LO,Drainage-Lake_NPL_MAN_MADE,L_vert_sc,Std. Deviation,9,0.612671048,0.083766444,0.448491835,0.776850261,,
conn_ECO_LO,Isolated_NPL_MAN_MADE,L_vert_sc,5Pct,0,-1.578047972,,-1.578065059,-1.578030884,,
conn_ECO_LO,Isolated_NPL_MAN_MADE,L_vert_sc,10Pct,0,-1.577591984,,-1.577626159,-1.577557809,,
conn_ECO_LO,Isolated_NPL_MAN_MADE,L_vert_sc,25Pct,0,-1.576224022,,-1.57630946,-1.576138583,,
conn_ECO_LO,Isolated_NPL_MAN_MADE,L_vert_sc,50Pct,1,-0.779100291,,-2,-0.771879741,,
conn_ECO_LO,Isolated_NPL_MAN_MADE,L_vert_sc,75Pct,1,-0.775490016,,-2,-0.771879741,,
conn_ECO_LO,Isolated_NPL_MAN_MADE,L_vert_sc,90Pct,1,-0.773323851,,-2,-0.771879741,,
conn_ECO_LO,Isolated_NPL_MAN_MADE,L_vert_sc,95Pct,1,-0.772601796,,-2,-0.771879741,,
conn_ECO_LO,Isolated_NPL_MAN_MADE,L_vert_sc,Mean,2,-1.165287031,0.400929144,-1.951093714,-0.379480348,,
conn_ECO_LO,Isolated_NPL_MAN_MADE,L_vert_sc,Variance,2,0.160802963,0.006391173,0.148276493,0.173329432,,
conn_ECO_LO,Isolated_NPL_MAN_MADE,L_vert_sc,Std. Deviation,2,0.401002447,0.007968995,0.385383503,0.416621391,,
conn_ECO_LO,Drainage_SAP_MAN_MADE,L_vert_sc,5Pct,7,-2,,-2,-1.967874259,,
conn_ECO_LO,Drainage_SAP_MAN_MADE,L_vert_sc,10Pct,7,-2,,-2,-1.699922351,,
conn_ECO_LO,Drainage_SAP_MAN_MADE,L_vert_sc,25Pct,7,-2,,-2,-1.203138535,,
conn_ECO_LO,Drainage_SAP_MAN_MADE,L_vert_sc,50Pct,24,-1.278693896,,-2,-0.805369064,,
conn_ECO_LO,Drainage_SAP_MAN_MADE,L_vert_sc,75Pct,39,-0.805383494,,-1.294621607,0.543654234,,
conn_ECO_LO,Drainage_SAP_MAN_MADE,L_vert_sc,90Pct,42,-0.712670813,,-0.805646374,0.543654234,,
conn_ECO_LO,Drainage_SAP_MAN_MADE,L_vert_sc,95Pct,42,-0.711935636,,-0.805431483,0.543654234,,
conn_ECO_LO,Drainage_SAP_MAN_MADE,L_vert_sc,Mean,51,-1.363546215,0.140350411,-1.638627966,-1.088464464,,
conn_ECO_LO,Drainage_SAP_MAN_MADE,L_vert_sc,Variance,51,0.303593119,0.041106487,0.223025885,0.384160354,,
conn_ECO_LO,Drainage_SAP_MAN_MADE,L_vert_sc,Std. Deviation,51,0.550992849,0.037302197,0.477881887,0.624103811,,
conn_ECO_LO,Drainage-Lake_SAP_MAN_MADE,L_vert_sc,5Pct,2,-2,,-2,-1.670828772,,
conn_ECO_LO,Drainage-Lake_SAP_MAN_MADE,L_vert_sc,10Pct,2,-2,,-2,-1.611725855,,
conn_ECO_LO,Drainage-Lake_SAP_MAN_MADE,L_vert_sc,25Pct,3,-1.789684631,,-2,-1.440103716,,
conn_ECO_LO,Drainage-Lake_SAP_MAN_MADE,L_vert_sc,50Pct,16,-1.289300893,,-1.672560074,-1.203225912,,
conn_ECO_LO,Drainage-Lake_SAP_MAN_MADE,L_vert_sc,75Pct,24,-1.014889435,,-1.240283068,-0.906019695,,
conn_ECO_LO,Drainage-Lake_SAP_MAN_MADE,L_vert_sc,90Pct,28,-0.907658319,,-0.964673042,-0.85067469,,
conn_ECO_LO,Drainage-Lake_SAP_MAN_MADE,L_vert_sc,95Pct,29,-0.89545879,,-0.909815035,-0.85067469,,
conn_ECO_LO,Drainage-Lake_SAP_MAN_MADE,L_vert_sc,Mean,32,-1.418198362,0.09564244,-1.6056541,-1.230742624,,
conn_ECO_LO,Drainage-Lake_SAP_MAN_MADE,L_vert_sc,Variance,32,0.160347879,0.031285484,0.099029458,0.221666301,,
conn_ECO_LO,Drainage-Lake_SAP_MAN_MADE,L_vert_sc,Std. Deviation,32,0.400434613,0.03906441,0.323869777,0.47699945,,
conn_ECO_LO,Isolated_SAP_MAN_MADE,L_vert_sc,5Pct,0,-1.58972703,,-1.589824853,-1.534659509,,
conn_ECO_LO,Isolated_SAP_MAN_MADE,L_vert_sc,10Pct,1,-1.534625438,,-2,-1.275671815,,
