SITE_ID,VISIT_NO,CHLL_RESULT_ugL,CHLL_BATCH_ID,CHLL_QA_FLAG
NLA12_MI-108,1,5.13,120731.1,NA
NLA12_ID-149,1,13.28,120731.1,NA
NLA12_ID-148,1,5.2,120731.1,NA
NLA12_ID-103,1,3.16,120731.1,NA
NLA12_MI-104,1,5.28,120731.1,NA
NLA12_VT-104,1,1.63,120731.1,NA
NLA12_MI-120,1,13.84,120731.1,NA
NLA12_TX-103,1,17.44,120810.1,NA
NLA12_MI-152,1,8.48,120802.1,NA
NLA12_MI-128,1,3.38,120802.1,NA
NLA12_MI-168,1,12.64,120802.1,NA
NLA12_MI-112,1,18.16,120802.1,NA
NLA12_MI-115,1,3.55,120802.1,NA
NLA12_WI-131,1,32.2,NOT PROVIDED,NA
NLA12_WI-154,1,13,NOT PROVIDED,NA
NLA12_NE-109,1,9.2,120802.1,NA
NLA12_NE-103,1,33.68,120802.1,NA
NLA12_NE-114,1,6.5,120808.1,NA
NLA12_WA-106,1,109.6,120808.1,NA
NLA12_NE-104,1,163.8,120808.1,NA
NLA12_MI-117,1,2.84,120808.1,NA
NLA12_MI-102,1,4.26,120808.1,NA
NLA12_NE-133,1,2.27,120808.1,NA
NLA12_MI-110,1,1.59,120808.1,NA
NLA12_MI-129,1,2.13,120810.1,NA
NLA12_VT-114,1,1.17,120810.1,NA
NLA12_MI-123,1,1.88,120810.1,NA
NLA12_MI-161,1,12.29,120814.1,NA
NLA12_WI-166,1,12.4,NOT PROVIDED,NA
NLA12_MI-165,1,12.74,120814.1,NA
NLA12_MI-162,1,1.97,120816.1,NA
NLA12_MI-132,1,12.78,120816.1,NA
NLA12_MI-118,1,2.5,120816.1,NA
NLA12_WA-107,1,28.96,120816.1,NA
NLA12_WI-112,1,4.18,NOT PROVIDED,NA
NLA12_WI-108,1,114,NOT PROVIDED,NA
NLA12_VT-101,2,1.57,120817.1,NA
NLA12_MI-169,1,3.66,120817.1,NA
NLA12_MI-148,1,1.91,120817.1,NA
NLA12_WA-129,1,2.43,120817.1,NA
NLA12_WI-155,1,9.67,NOT PROVIDED,NA
NLA12_WI-103,1,6.14,NOT PROVIDED,NA
NLA12_MI-137,1,6.68,120817.1,NA
NLA12_WI-151,1,10,NOT PROVIDED,NA
NLA12_WI-127,1,60.9,NOT PROVIDED,NA
NLA12_MI-164,1,16.11,120817.1,NA
NLA12_WI-104,1,4.97,NOT PROVIDED,NA
NLA12_ID-143,1,21.12,120821.1,NA
NLA12_MI-116,1,4.21,120821.1,NA
NLA12_ID-216,1,42.72,120821.1,NA
NLA12_WI-129,1,5.7,NOT PROVIDED,NA
NLA12_NH-115,1,1.32,120821.1,NA
NLA12_MI-141,1,2.4,120821.1,NA
NLA12_WA-131,1,3.27,120821.1,NA
NLA12_WI-107,1,30.5,NOT PROVIDED,NA
NLA12_WA-111,1,1.56,120823.1,NA
NLA12_ID-214,1,24,120821.1,NA
NLA12_WI-120,1,66.7,NOT PROVIDED,NA
NLA12_VT-115,1,0.44,120829.1,NA
NLA12_WI-128,1,29,NOT PROVIDED,NA
NLA12_MI-138,1,2.91,120823.1,NA
NLA12_WI-110,1,2.58,NOT PROVIDED,NA
NLA12_MI-122,1,1.18,120830.1,NA
NLA12_MI-133,1,1.05,120829.1,NA
NLA12_MI-107,1,1.84,120918.1,NA
NLA12_WI-101,2,103,NOT PROVIDED,NA
NLA12_MI-106,1,3.16,120831.1,NA
NLA12_MI-126,1,2.87,120831.1,NA
NLA12_ID-221,1,8.68,120831.1,NA
NLA12_ID-218,1,2.37,120831.1,NA
NLA12_ID-180,1,1.98,120831.1,NA
NLA12_MI-130,1,1.85,120831.1,NA
NLA12_MI-103,1,2.36,120831.1,NA
NLA12_MI-142,1,5.37,120906.1,NA
NLA12_MI-101,2,4.92,120911.1,NA
NLA12_MI-139,2,6.62,120911.1,NA
NLA12_VT-110,1,4.18,120911.1,NA
NLA12_MI-113,1,2.36,120911.1,NA
NLA12_ID-220,1,1.04,120911.1,NA
NLA12_ID-205,1,5.44,120911.1,NA
NLA12_MI-145,1,4.36,120913.1,NA
NLA12_MI-172,1,2.5,120911.1,NA
NLA12_WI-138,1,1.52,NOT PROVIDED,NA
NLA12_WI-163,1,36.9,NOT PROVIDED,NA
NLA12_MI-177,1,1.21,120918.1,NA
NLA12_WI-106,1,17,NOT PROVIDED,NA
NLA12_WI-171,1,4.92,NOT PROVIDED,NA
NLA12_FL-R04,1,3.37,120829.1,NA
NLA12_MI-178,1,1.22,120918.1,NA
NLA12_WI-147,1,3.5,NOT PROVIDED,NA
NLA12_WA-147,1,7.73,120823.1,NA
NLA12_WI-176,1,3.61,NOT PROVIDED,NA
NLA12_WI-170,1,21.3,NOT PROVIDED,NA
NLA12_WI-112,2,2.52,NOT PROVIDED,NA
NLA12_WY-151,1,2.62,120928.1,NA
NLA12_WI-173,1,76.9,NOT PROVIDED,NA
NLA12_WI-188,1,73.3,NOT PROVIDED,NA
NLA12_OR-167,1,19.56,121003.1,NA
NLA12_WI-142,1,250,NOT PROVIDED,NA
NLA12_WI-153,1,83.8,NOT PROVIDED,NA
NLA12_WI-183,1,4.19,NOT PROVIDED,NA
NLA12_WI-174,1,12.6,NOT PROVIDED,NA
NLA12_WI-122,1,4.66,NOT PROVIDED,NA
NLA12_WI-157,1,28.7,NOT PROVIDED,NA
