SITE_ID,VISIT_NO,SAM_CODE,ALUMINUM_RESULT_mgL,AMMONIA_N_RESULT_mgL,ANC_RESULT_ueqL,CALCIUM_RESULT_mgL,CHLORIDE_RESULT_mgL,COLOR_RESULT_PtCo,COND_RESULT_uscm,DOC_RESULT_mgL,MAGNESIUM_RESULT_mgL,NITRATE_N_RESULT_mgL,NITRATE_NITRITE_N_RESULT_mgL,NITRITE_N_RESULT_mgL,NTL_RESULT_mgL,PH_RESULT,POTASSIUM_RESULT_mgL,PTL_RESULT_ugL,SILICA_RESULT_mgL,SODIUM_RESULT_mgL,SULFATE_RESULT_mgL,TOC_RESULT_mgL,TSS_RESULT_mgL,TURB_RESULT_NTU,ALUMINUM_BATCH_ID,AMMONIA_N_BATCH_ID,ANC_BATCH_ID,CALCIUM_BATCH_ID,CHLORIDE_BATCH_ID,COLOR_BATCH_ID,COND_BATCH_ID,DOC_BATCH_ID,MAGNESIUM_BATCH_ID,NITRATE_N_BATCH_ID,NITRATE_NITRITE_N_BATCH_ID,NITRITE_N_BATCH_ID,NTL_BATCH_ID,PH_BATCH_ID,POTASSIUM_BATCH_ID,PTL_BATCH_ID,SILICA_BATCH_ID,SODIUM_BATCH_ID,SULFATE_BATCH_ID,TOC_BATCH_ID,TSS_BATCH_ID,TURB_BATCH_ID,ANC_FLAG,CALCIUM_FLAG,CHLORIDE_FLAG,COLOR_FLAG,COND_FLAG,DOC_FLAG,MAGNESIUM_FLAG,NITRATE_N_FLAG,NITRATE_NITRITE_N_FLAG,NTL_FLAG,PH_FLAG,POTASSIUM_FLAG,PTL_FLAG,SILICA_FLAG,SODIUM_FLAG,SULFATE_FLAG,TSS_FLAG,TURB_FLAG,CHEM_SAMPLE_ID
NLA12_CA-128,1,REGULAR,NA,0.0133,1460,16.8,0.29,25,156,4.32,6.73,0.005,0.005,NA,0.34,6.95,0.51,29.5,1.54,2.24,0.4,NA,4.2,NA,NA,L-415-12_12_2591,L-415-12_12_2591,L-415-12_12_2591,L-415-12_12_2591,L-415-12_12_2591,L-415-12_12_2591,L-415-12_12_2591,L-415-12_12_2591,L-415-12_12_2591,L-415-12_12_2591,NA,L-415-12_12_2591,L-415-12_12_2591,L-415-12_12_2591,L-415-12_12_2591,L-415-12_12_2591,L-415-12_12_2591,L-415-12_12_2591,NA,L-415-12_12_2591,NA,NA,LAB_2,LAB_4,LAB_5,LAB_14,LAB_6,LAB_2,LAB_8,LAB_9,LAB_1,LAB_15,LAB_2,LAB_2,LAB_10,LAB_2,LAB_11,NA,NA,647660
NLA12_VA-119,1,REGULAR,0.005,0.01,1142,21.2,20.395,22,181.9,5.57,1.735,0.002,0.002,0,1.555,9.84,2.19,124,10.485,12.87,1.845,NA,NA,27.02,121108.1,120806.1,120801.1,121108.1,120803.1,120801,120801.1,120821.1,121108.1,120803.1,120803.1,120803.1,120808.1,120801.1,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120801.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624650
NLA12_VA-R06,1,REGULAR,0.006,0.0097,2370,43.98,22.06,10,302,3.18,1.222,0,0,0,0.298,8.72,1.603,15,3.871,18.78,6.936,NA,NA,1.08,121108.1,120806.1,120801.1,121108.1,120803.1,120801,120801.1,120821.1,121108.1,120803.1,120803.1,120803.1,120808.1,120801.1,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120801.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624680
NLA12_ME-106,1,REGULAR,NA,0.01,79.928,1.4,1,25,19,4,0.51,0.05,0.08,NA,0.3,7.3,0.28,6,2.7,0.94,2,NA,2,0.61,NA,8/1/2012,8/1/2012,8/1/2012,8/1/2012,8/1/2012,8/1/2012,8/1/2012,8/1/2012,8/1/2012,8/1/2012,NA,8/1/2012,8/1/2012,8/1/2012,8/1/2012,8/1/2012,8/1/2012,8/1/2012,NA,8/1/2012,8/1/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645050
NLA12_MS-113,1,REGULAR,0.007,0.0052,293,5.27,1.435,8,47.1,3.47,1.134,0.003,0.003,0,0.27,7.54,1.042,20,6.603,1.329,4.914,NA,NA,1.34,121108.1,120806.1,120802.2,121108.1,120803.1,120802,120802.2,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120802.2,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656630
NLA12_OH-102,1,REGULAR,0.007,0.015,3505,50.44,68.617,32,584,9.79,22.2,0.002,0.002,0,2.129,9.37,5.692,572,2.738,37.6,26.741,NA,NA,26.24,121108.1,120806.1,120802.2,121108.1,120803.1,120802,120802.2,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120802.2,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656150
NLA12_MN-104,1,REGULAR,0,0.017,2248,15.5,2.458,18,201,6.44,17.5,0.002,0.002,0,0.659,9.46,1.095,38,16.535,1.98,0.0306,NA,NA,0.67,121108.1,120806.1,120801.1,121108.1,120803.1,120801,120801.1,120821.1,121108.1,120803.1,120803.1,120803.1,120808.1,120801.1,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120801.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631760
NLA12_MN-131,1,REGULAR,0,0.016,3200,22.09,7.59,32,306,15.23,28.88,0.002,0.002,0,1.699,8.98,3.386,82,36.582,3.018,2.943,NA,NA,1.08,121108.1,120806.1,120802.2,121108.1,120803.1,120802,120802.2,120824.1,121108.1,120803.1,120803.1,120803.1,120808.1,120802.2,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,655670
NLA12_IN-111,1,REGULAR,0,0.027,2279,17.59,21.264,15,311,3.91,23.9,0.468,0.472,0.005,1.359,9.33,2.716,46,3.545,10.56,20.09,NA,NA,4.89,121108.1,120806.1,120802.2,121108.1,120803.1,120802,120802.2,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120802.2,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653960
NLA12_WY-R02,1,REGULAR,0,0.0043,264.9,3.61,0.361,12,32.6,2.79,0.604,0.002,0.002,0,0.141,8.15,0.627,12,2.572,1.226,2.439,NA,NA,0.38,121108.1,120806.1,120802.2,121108.1,120803.1,120802,120802.2,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120802.2,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652790
NLA12_MN-143,1,REGULAR,0,0.013,3570,21.1,1.511,30,314,12.66,29.55,0,0,0,1.885,8.93,5.03,69,6.78,2.799,0.111,NA,NA,16.95,121108.1,120806.1,120802.2,121108.1,120803.1,120802,120802.2,120824.1,121108.1,120803.1,120803.1,120803.1,120808.1,120802.2,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,655640
NLA12_CT-126,1,REGULAR,0.002,0.0064,269.4,3.268,4.594,18,49.4,3.06,1.201,0.003,0.003,0,0.278,7.96,0.949,15,0.972,3.765,3.878,NA,NA,0.69,121108.1,120806.1,120802.2,121108.1,120803.1,120802,120802.2,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120802.2,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652550
NLA12_IN-101,1,REGULAR,0,0.011,3271,45.67,4.104,18,310,6.29,12.48,0.003,0.003,0,0.568,8.54,1.582,20,4.986,2.94,2.183,NA,NA,0.76,121108.1,120806.1,120802.2,121108.1,120803.1,120802,120802.2,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120802.2,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656270
NLA12_VA-106,1,REGULAR,0.002,0.017,1115,23.01,3.227,48,125.7,9,0.754,0.002,0.002,0,0.731,7.98,0.918,64,11.105,2.234,1.41,NA,NA,9.58,121114.1,120806.1,120802.2,121114.1,120803.1,120802,120802.2,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120802.2,121114.1,120808.1,120802.1,121114.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653360
NLA12_ID-203,1,REGULAR,0.245,0.137,435.1,5.687,2.207,28,57.8,7.47,1.35,0.096,0.1,0.004,1.369,7.61,1.407,175,6.802,2.979,2.005,NA,NA,7.78,121114.1,120806.1,120802.2,121114.1,120803.1,120802,120802.2,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120802.2,121114.1,120808.1,120802.1,121114.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651950
NLA12_ID-122,1,REGULAR,0.001,0.01,2561,31.79,17.593,20,334,5.2,17.33,0.002,0.002,0,1.04,9.02,3.865,82,9.54,11.65,25.348,NA,NA,7.41,121108.1,120806.1,120802.2,121108.1,120803.1,120802,120802.2,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120802.2,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651830
NLA12_IN-130,1,REGULAR,0.006,0.0071,1035,17.25,4.134,15,163.2,3.79,5.703,0.002,0.002,0,0.428,8.52,1.374,19,2.724,5.107,21.31,NA,NA,2.01,121114.1,120806.1,120802.2,121114.1,120803.1,120802,120802.2,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120802.2,121114.1,120808.1,120802.1,121114.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656240
NLA12_ID-198,1,REGULAR,0.052,0.018,602,6.917,0.688,25,65.1,4.23,1.828,0.002,0.002,0,0.696,9.58,1.081,79,24.09,3.656,1.35,NA,NA,5.37,121114.1,120806.1,120802.2,121114.1,120803.1,120802,120802.2,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120802.2,121114.1,120808.1,120802.1,121114.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654680
NLA12_IN-113,1,REGULAR,0,0.012,3258,43.68,48.943,22,497,5.63,20.72,0.002,0.002,0,0.558,8.47,2.299,16,5.099,28.23,24.132,NA,NA,1.78,121108.1,120806.1,120801.1,121108.1,120803.1,120801,120801.1,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120801.1,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120801.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654080
NLA12_UT-167,1,REGULAR,0,0.011,2484,24.29,16.572,32,492,5.91,30.38,0.005,0.005,0,0.473,9.07,1.962,27,9.818,33.22,109.439,NA,NA,0.76,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647030
NLA12_PA-117,1,REGULAR,NA,0.02,732.4,12.2,7.74,20,101.6,5.05,2.24,0.04,0.016,NA,0.78,7.5,1.14,52,0.439,4.16,5.57,NA,2,15.17,NA,0911-931,0911-931,0911-931,0911-931,0911-931,0911-931,0911-931,0911-931,0911-931,0911-931,NA,0911-931,0911-931,0911-931,0911-931,0911-931,0911-931,0911-931,NA,0911-931,0911-931,NA,NA,NA,NA,NA,NA,NA,LAB2,LAB1,NA,LAB5,NA,NA,LAB3,NA,NA,LAB6,NA,620870
NLA12_PA-106,1,REGULAR,NA,0.02,180.8,3.77,11.04,5,64.8,1.92,1.87,0.35,0.34,NA,0.56,7.4,1,7,1.714,5.78,4.53,NA,4,1.27,NA,0911-928,0911-928,0911-928,0911-928,0911-928,0911-928,0911-928,0911-928,0911-928,0911-928,NA,0911-928,0911-928,0911-928,0911-928,0911-928,0911-928,0911-928,NA,0911-928,0911-928,NA,NA,NA,LAB1,NA,NA,NA,NA,NA,NA,LAB2,LAB3,LAB1,NA,NA,NA,LAB4,NA,644090
NLA12_ME-103,1,REGULAR,NA,0.01,259.766,3.6,2.46,31,42.7,4.9,1.1,0.05,0.01,NA,0.3,7.5,0.66,6,3.8,1.8,2.51,NA,2,0.6,NA,8/2/2012,8/2/2012,8/2/2012,8/2/2012,8/2/2012,8/2/2012,8/2/2012,8/2/2012,8/2/2012,8/2/2012,NA,8/2/2012,8/2/2012,8/2/2012,8/2/2012,8/2/2012,8/2/2012,8/2/2012,NA,8/2/2012,8/2/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645140
NLA12_OK-288,1,REGULAR,NA,0.1,715,9.63,10,27,105,8.31,3.82,0.05,0.05,NA,0.81,8.36,2.394,7,1.55,4.51,10,NA,39,1.37,NA,NH3-20120803,ANC-20120807,CA-20120809,CL-20120808,COLOR-20120803,COND-20120802,DOC-20120814,MG-20120809,NO2NO3-00111,NO2NO3-00111,NA,TN-20120911,PH-20120802,K-20120809,TP-20120807,SIO2-20120809,NA-20120815,SO4-20120808,NA,TSS-20120807,TURB-20120803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656420
NLA12_OR-107,1,REGULAR,0.003,0.0048,259.4,2.108,15.349,12,82.6,2.01,1.57,0.002,0.002,0,0.173,7.55,0.819,18,11.717,10.12,3.019,NA,NA,0.62,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650480
NLA12_MS-116,2,REGULAR,0.006,0.0078,175,2.309,1.247,12,30.6,4.15,0.866,0.002,0.002,0,0.503,7.29,0.929,21,4.181,1.647,3.234,NA,NA,1.4,121114.1,120806.1,120802.2,121114.1,120803.1,120802,120802.2,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120802.2,121114.1,120808.1,120802.1,121114.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656660
NLA12_WA-R10,1,REGULAR,0,0.021,7926,13.68,52.745,18,1325,8.35,64.05,0.003,0.003,0,0.8,9.22,23,20,6.708,192.6,257.703,NA,NA,1.04,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120807.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633080
NLA12_OR-145,1,REGULAR,0.009,0.0054,165.7,1.434,15.616,38,73.5,4.71,1.388,0.002,0.002,0,0.181,7.59,0.584,12,3.164,10.19,0.843,NA,NA,1.01,121114.1,120806.1,120802.2,121114.1,120803.1,120802,120802.2,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120802.2,121114.1,120808.1,120802.1,121114.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650360
NLA12_MT-110,1,REGULAR,0.023,0.0066,161.8,1.276,0.143,22,15.1,2.67,0.197,0.002,0.002,0,0.166,7.2,0.206,23,9.069,1.411,0.417,NA,NA,0.44,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622430
NLA12_MT-152,1,REGULAR,0.011,0.0056,221.9,2.492,0.105,8,19.73,1.36,0.414,0,0,0,0.249,7.52,0.29,11,3.842,0.696,0.4,NA,NA,0.26,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622700
NLA12_WY-133,1,REGULAR,0,0.0059,122.8,1.605,0.118,11,13.72,0.51,0.184,0,0,0,0.059,7.01,0.343,14,1.348,0.449,1.016,NA,NA,0.3,121114.1,120808.1,120804.1,121114.1,120807.1,120804,120804.1,120824.1,121114.1,120807.1,120807.1,120807.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120807.1,NA,NA,120804.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650150
NLA12_IN-147,1,REGULAR,0,0.023,3750,45.88,26.521,22,474,5.62,27.34,0,0,0,2.256,8.55,2.518,411,10.15,11.96,35.311,NA,NA,23.42,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656330
NLA12_VA-101,2,REGULAR,0.003,0.0096,999.5,9.041,4.958,25,118.1,5.52,4.707,0,0,0,0.691,7.83,2.364,159,23.256,6.98,2.001,NA,NA,3.94,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653390
NLA12_VA-R05,1,REGULAR,0.007,0.0047,517.8,10.57,16.001,18,126.4,4.13,1.881,0.002,0.002,0,0.353,7.76,1.909,12,2.857,9.042,7.576,NA,NA,1.11,121114.1,120806.1,120802.2,121114.1,120803.1,120802,120802.2,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120802.2,121114.1,120808.1,120802.1,121114.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653330
NLA12_OH-137,1,REGULAR,0.006,0.01,1756,36.44,153.589,20,724,5.14,13.49,0,0,0,0.845,9.06,3.456,41,3.536,89.04,38.268,NA,NA,3.63,121114.1,120808.1,120804.1,121114.1,120807.1,120803,120803.1,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651680
NLA12_TX-113,1,REGULAR,0,0.01,682.9,11.71,17.452,22,197.4,6.8,4.243,0,0,0,0.869,8.5,5.719,60,14.557,16.13,29.981,NA,NA,4.66,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658730
NLA12_WA-R09,1,REGULAR,0,0.0039,2827,23.62,5.771,5,337,1.79,13.81,0,0,0,0.219,9.27,6.445,79,48.039,27.27,29.738,NA,NA,0.44,121108.1,120806.1,120802.2,121108.1,120803.1,120802,120802.2,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120802.2,121108.1,120808.1,120802.1,121108.1,120803.1,NA,NA,120802.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633110
NLA12_UT-196,1,REGULAR,0.004,0.015,2089,25.07,4.19,20,205,2.86,10.76,0.002,0.002,0,0.266,8.69,0.072,17,2.186,2.17,4.756,NA,NA,0.88,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620210
NLA12_ND-202,1,REGULAR,0,0.03,21209,17.05,129.415,36,2270,43.14,178.1,0,0,0,4.213,8.88,125.6,67,20.96,222,134.47,NA,NA,4.06,121114.1,120808.1,120808.1,121114.1,120807.1,120804,120804.1,120828.1,121114.1,120807.1,120807.1,120807.1,120816.1,120804.1,121114.1,120808.1,120807.1,121114.1,120807.1,NA,NA,120804.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636830
NLA12_ND-198,1,REGULAR,0,0.026,11229,42.98,15.463,35,2240,31.06,330.7,0,0,0,1.875,8.55,39.12,78,21.047,52.49,921.272,NA,NA,4.82,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120828.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120807.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636620
NLA12_ND-190,1,REGULAR,0,0.027,6866,41.95,156.96,68,2720,25.48,88.52,0,0,0,4.781,8.94,24.8,359,52.09,451.5,869.167,NA,NA,41.55,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120828.1,121114.1,120803.1,120803.1,120803.1,120816.1,120804.1,121114.1,120808.1,120807.1,121114.1,120807.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636860
NLA12_ME-121,1,REGULAR,NA,0.01,179.838,2.6,4.42,15,40.7,2.7,0.47,0.05,0.01,NA,0.3,7.2,0.47,11,4,3.6,2.07,NA,2.9,1.1,NA,8/3/2012,8/3/2012,8/3/2012,8/3/2012,8/3/2012,8/3/2012,8/3/2012,8/3/2012,8/3/2012,8/3/2012,NA,8/3/2012,8/3/2012,8/3/2012,8/3/2012,8/3/2012,8/3/2012,8/3/2012,NA,8/3/2012,8/3/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644780
NLA12_OH-134,1,REGULAR,0,0.024,4258,49.85,34.88,24,537,6.35,25.45,0.003,0.003,0,1.395,8.44,4.229,289,8.702,22.98,25.446,NA,NA,6.7,121114.1,120808.1,120804.1,121114.1,120807.1,120804,120804.1,120824.1,121114.1,120807.1,120807.1,120807.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120807.1,NA,NA,120804.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656180
NLA12_ID-104,1,REGULAR,0,0.089,2513,20.06,33.587,20,372,5.58,17.73,0.002,0.002,0,1.636,8.79,5.416,147,6.162,25.74,13.887,NA,NA,16.88,121114.1,120808.1,120804.1,121114.1,120807.1,120804,120804.1,120824.1,121114.1,120807.1,120807.1,120807.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120807.1,NA,NA,120804.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651860
NLA12_CO-121,1,REGULAR,0.018,0.017,402.7,3.865,0.16,18,41.5,2.13,1.12,0.003,0.003,0,0.255,7.85,2.144,84,17.528,1.733,0.73,NA,NA,0.57,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654410
NLA12_WA-102,1,REGULAR,0.01,0.0091,1107,15.57,0.324,48,106.5,7.34,3.149,0.002,0.002,0,1.573,7.19,0.081,180,12.868,2.069,0.031,NA,NA,2.52,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653870
NLA12_CO-117,1,REGULAR,0.003,0.0098,1342,21.08,4.348,22,201,4.77,6.679,0,0,0,0.538,9.21,1.65,33,4.239,8.993,30.527,NA,NA,2.01,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,NA,NA,120803.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654380
NLA12_WY-115,1,REGULAR,0,0.017,4613,59.27,15.654,16,501,6.8,24.03,0.004,0.004,0,0.468,8.51,2.903,51,12.948,12.94,28.754,NA,NA,2.32,121114.1,120808.1,120808.1,121114.1,120807.1,120807,120807.1,120824.1,121114.1,120807.1,120807.1,120807.1,120816.1,120807.1,121114.1,120816.1,120807.1,121114.1,120807.1,NA,NA,120807.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634970
NLA12_ND-145,1,REGULAR,0,0.018,8959,24.81,8.203,28,772,18.14,75.8,0,0,0,1.373,8.75,14.83,91,29.9,40.17,11.967,NA,NA,4.89,121114.1,120808.1,120808.1,121114.1,120807.1,120807,120807.1,120828.1,121114.1,120807.1,120807.1,120807.1,120816.1,120807.1,121114.1,120816.1,120807.1,121114.1,120807.1,NA,NA,120807.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636920
NLA12_IN-134,1,REGULAR,0,0.053,1238,15.27,22.045,26,199.5,11.73,6.929,0.002,0.002,0,1.19,7.84,3.042,38,1.955,12.28,3.227,NA,NA,5.03,121114.1,120808.1,120808.1,121114.1,120807.1,120807,120807.1,120824.1,121114.1,120807.1,120807.1,120807.1,120816.1,120807.1,121114.1,120816.1,120807.1,121114.1,120807.1,NA,NA,120807.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654170
