SITE_ID,VISIT_NO,SAM_CODE,ALUMINUM_RESULT_mgL,AMMONIA_N_RESULT_mgL,ANC_RESULT_ueqL,CALCIUM_RESULT_mgL,CHLORIDE_RESULT_mgL,COLOR_RESULT_PtCo,COND_RESULT_uscm,DOC_RESULT_mgL,MAGNESIUM_RESULT_mgL,NITRATE_N_RESULT_mgL,NITRATE_NITRITE_N_RESULT_mgL,NITRITE_N_RESULT_mgL,NTL_RESULT_mgL,PH_RESULT,POTASSIUM_RESULT_mgL,PTL_RESULT_ugL,SILICA_RESULT_mgL,SODIUM_RESULT_mgL,SULFATE_RESULT_mgL,TOC_RESULT_mgL,TSS_RESULT_mgL,TURB_RESULT_NTU,ALUMINUM_BATCH_ID,AMMONIA_N_BATCH_ID,ANC_BATCH_ID,CALCIUM_BATCH_ID,CHLORIDE_BATCH_ID,COLOR_BATCH_ID,COND_BATCH_ID,DOC_BATCH_ID,MAGNESIUM_BATCH_ID,NITRATE_N_BATCH_ID,NITRATE_NITRITE_N_BATCH_ID,NITRITE_N_BATCH_ID,NTL_BATCH_ID,PH_BATCH_ID,POTASSIUM_BATCH_ID,PTL_BATCH_ID,SILICA_BATCH_ID,SODIUM_BATCH_ID,SULFATE_BATCH_ID,TOC_BATCH_ID,TSS_BATCH_ID,TURB_BATCH_ID,ANC_FLAG,CALCIUM_FLAG,CHLORIDE_FLAG,COLOR_FLAG,COND_FLAG,DOC_FLAG,MAGNESIUM_FLAG,NITRATE_N_FLAG,NITRATE_NITRITE_N_FLAG,NTL_FLAG,PH_FLAG,POTASSIUM_FLAG,PTL_FLAG,SILICA_FLAG,SODIUM_FLAG,SULFATE_FLAG,TSS_FLAG,TURB_FLAG,CHEM_SAMPLE_ID
NLA12_ND-173,1,REGULAR,0,0.563,6961,52.52,41.457,19,1893,15.3,147,0.023,0.023,0,1.831,8.62,37.4,81,14.254,174.7,701.956,NA,NA,1.59,121025.1,120627.1,120622.3,121025.1,120622.1,120622.1,120622.3,120710.1,121025.1,120622.1,120622.1,120622.1,120628.1,120622.3,121025.1,120628.1,120626.1,121025.1,120626.1,NA,NA,120622.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643730
NLA12_LA-104,1,REGULAR,0.006,0.014,549.6,6.646,8.524,67,102.6,16.11,2.246,0.003,0.003,0,0.691,7.63,2.559,66,5.285,6.864,3.056,NA,NA,3.5,121025.1,120627.1,120622.3,121025.1,120622.1,120622.1,120622.3,120710.1,121025.1,120622.1,120622.1,120622.1,120628.1,120622.3,121025.1,120628.1,120626.1,121025.1,120622.1,NA,NA,120622.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635480
NLA12_NV-103,1,REGULAR,0,0.0082,5222,22.78,19.059,15,645,5.24,43.86,0,0,0,0.463,9.03,11.8,27,7.105,50.91,65.437,NA,NA,1.16,121025.1,120627.1,120622.3,121025.1,120622.1,120622.1,120622.3,120710.1,121025.1,120622.1,120622.1,120622.1,120628.1,120622.3,121025.1,120628.1,120626.1,121025.1,120622.1,NA,NA,120622.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634880
NLA12_NV-102,1,REGULAR,0.037,0.014,4081,34.63,61.048,25,615,5.16,16.58,0,0,0,0.645,8.64,10.79,138,51.3,71.14,20.252,NA,NA,1.75,121025.1,120627.1,120622.3,121025.1,120622.1,120622.1,120622.3,120710.1,121025.1,120622.1,120622.1,120622.1,120628.1,120622.3,121025.1,120628.1,120626.1,121025.1,120622.1,NA,NA,120622.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623210
NLA12_MN-130,1,REGULAR,0.091,0.015,255.2,4.021,0.349,125,38,14.39,1.698,0.004,0.004,0,0.558,6.33,0.62,31,2.72,1.348,3.316,NA,NA,1.55,121025.1,120627.1,120623.1,121025.1,120626.1,120623.1,120623.1,120710.1,121025.1,120626.1,120626.1,120626.1,120628.1,120623.1,121025.1,120628.1,120626.1,121025.1,120626.1,NA,NA,120623.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632450
NLA12_KS-109,2,REGULAR,0.001,0.013,2845,51.23,16.484,22,373,5.64,10.22,0,0,0,0.506,8.09,4.829,45,6.456,10.58,26.899,NA,NA,3.63,121025.1,120702.1,120623.1,121025.1,120626.1,120623.1,120623.1,120710.1,121025.1,120626.1,120626.1,120626.1,120628.1,120623.1,121025.1,120628.1,120626.1,121025.1,120626.1,NA,NA,120623.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637520
NLA12_LA-154,1,REGULAR,0.004,0.0098,832.9,7.034,5.135,75,102.5,14.75,2.455,0.002,0.002,0,6.544,6.69,4.611,1054,2.178,9.632,0.588,NA,NA,8.09,121025.1,120627.1,120623.1,121025.1,120626.1,120623.1,120623.1,120710.1,121025.1,120626.1,120626.1,120626.1,120705.1,120623.1,121025.1,120705.1,120626.1,121025.1,120626.1,NA,NA,120623.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634610
NLA12_LA-155,1,REGULAR,0.014,0.012,274.1,3.688,7.695,25,68.4,5.42,1.029,0,0,0,0.353,6.66,1.748,23,1.831,7.118,5.874,NA,NA,1.83,121025.1,120702.1,120623.1,121025.1,120626.1,120623.1,120623.1,120710.1,121025.1,120626.1,120626.1,120626.1,120628.1,120623.1,121025.1,120628.1,120626.1,121025.1,120626.1,NA,NA,120623.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635540
NLA12_UT-160,1,REGULAR,0,0.014,3191,38.41,14.338,12,381,2.26,21.21,0,0,0,0.225,8.64,2.236,30,13.6,9.662,23.098,NA,NA,0.55,121025.1,120702.1,120623.1,121025.1,120626.1,120623.1,120623.1,120710.1,121025.1,120626.1,120626.1,120626.1,120628.1,120623.1,121025.1,120628.1,120626.1,121025.1,120626.1,NA,NA,120623.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640790
NLA12_TX-101,1,REGULAR,0,0.011,3158,52.49,10.066,28,340,6.24,3.477,0,0,0,1.014,8.31,5.252,181,14.166,15.26,26.222,NA,NA,51.7,121025.1,120627.1,120623.1,121025.1,120626.1,120623.1,120623.1,120710.1,121025.1,120626.1,120626.1,120626.1,120628.1,120623.1,121025.1,120628.1,120626.1,121025.1,120626.1,NA,NA,120623.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643910
NLA12_MI-R09,1,REGULAR,0,0.0086,2319,29.69,0.649,9,228,2.34,10.39,0.002,0.002,0,0.135,8.53,0.761,10,3.635,1.925,6.103,NA,NA,0.32,121025.1,120702.1,120623.1,121025.1,120626.1,120623.1,120623.1,120710.1,121025.1,120626.1,120626.1,120626.1,120628.1,120623.1,121025.1,120628.1,120626.1,121025.1,120626.1,NA,NA,120623.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624770
NLA12_MT-138,1,REGULAR,0,0.016,3321,51.23,4.866,18,2510,8.88,72.74,0,0,0,0.883,8.65,6.039,78,3.761,459.5,1159.115,NA,NA,4.46,121025.1,120702.1,120623.1,121025.1,120626.1,120623.1,120623.1,120710.1,121025.1,120626.1,120626.1,120626.1,120628.1,120623.1,121025.1,120628.1,120626.1,121025.1,120628.1,NA,NA,120623.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622790
NLA12_TX-160,1,REGULAR,0.002,0.019,1830,41.56,23.844,19,376,4.4,4.837,0.097,0.1,0.003,0.899,8.7,5.041,79,4.134,28.97,57.025,NA,NA,5.78,121025.1,120702.1,120623.1,121025.1,120626.1,120623.1,120623.1,120710.1,121025.1,120626.1,120626.1,120626.1,120628.1,120623.1,121025.1,120628.1,120626.1,121025.1,120626.1,NA,NA,120623.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642830
NLA12_MO-104,1,REGULAR,0.026,0.019,879.7,14.54,3.542,14,188.7,3.11,7.71,0.025,0.025,0,0.246,7.72,3.38,25,9.53,7.775,38.088,NA,NA,1.88,121025.1,120702.1,120623.1,121025.1,120626.1,120623.1,120623.1,120710.1,121025.1,120626.1,120626.1,120626.1,120628.1,120623.1,121025.1,120628.1,120626.1,121025.1,120626.1,NA,NA,120623.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634550
NLA12_MO-117,1,REGULAR,0.067,0.011,1124,12.99,8.906,14,157.8,3.68,7.365,0,0,0,0.245,8.42,1.826,10,1.401,5.752,8.978,NA,NA,1.69,121025.1,120702.1,120623.1,121025.1,120626.1,120623.1,120623.1,120710.1,121025.1,120626.1,120626.1,120626.1,120628.1,120623.1,121025.1,120628.1,120626.1,121025.1,120626.1,NA,NA,120623.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634520
NLA12_CO-124,1,REGULAR,0.02,0.118,2313,39.56,213.633,30,1339,15.37,25.83,0,0,0,1.48,9.59,6.383,110,15.656,213.6,208.298,NA,NA,1.09,121025.1,120702.1,120623.1,121025.1,120626.1,120623.1,120623.1,120710.1,121025.1,120626.1,120626.1,120626.1,120628.1,120623.1,121025.1,120628.1,120626.1,121025.1,120626.1,NA,NA,120623.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640760
NLA12_LA-106,1,REGULAR,0,0.017,395.6,3.966,3.268,36,56.2,10.58,1.596,0.002,0.002,0,1.694,7.73,4.481,109,2.633,2.653,0.058,NA,NA,6.94,121025.1,120702.1,120623.1,121025.1,120626.1,120623.1,120623.1,120710.1,121025.1,120626.1,120626.1,120626.1,120628.1,120623.1,121025.1,120628.1,120626.1,121025.1,120626.1,NA,NA,120623.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635900
NLA12_LA-109,1,REGULAR,0,0.017,3440,53.2,18.366,12,429,5.18,14.82,0,0,0,1.38,8.52,4.315,397,19.181,17.33,33.551,NA,NA,31.95,121025.1,120702.1,120626.1,121025.1,120626.1,120626.1,120626.1,120710.1,121025.1,120626.1,120626.1,120626.1,120705.1,120626.1,121025.1,120705.1,120626.1,121025.1,120626.1,NA,NA,120626.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635870
NLA12_TX-195,1,REGULAR,0.01,0.012,951.5,10.49,8.339,23,131.1,6.68,4.58,0,0,0,0.655,7.6,3.472,89,15.575,7.532,4.082,NA,NA,11.48,121025.1,120702.1,120626.1,121025.1,120626.1,120626.1,120626.1,120710.1,121025.1,120626.1,120626.1,120626.1,120705.1,120626.1,121025.1,120705.1,120626.1,121025.1,120626.1,NA,NA,120626.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643010
NLA12_IA-106,1,REGULAR,0,0.029,2456,29.22,8.15,13,267,4.67,13.32,0,0,0,1.271,8.26,2.725,241,11.53,5.947,8.155,NA,NA,8.51,121025.1,120705.1,120627.1,121025.1,120628.1,120627.1,120627.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120627.1,121025.1,120705.1,120628.2,121025.1,120628.1,NA,NA,120627.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629630
NLA12_ND-115,2,REGULAR,0,0.027,5065,124.2,26.407,27,2870,17.16,176.4,0.003,0.003,0,1.808,8.8,14.68,62,4.43,358.9,1439.203,NA,NA,27.58,121025.1,120702.1,120626.1,121025.1,120626.1,120626.1,120626.1,120710.1,121025.1,120626.1,120626.1,120626.1,120705.1,120626.1,121025.1,120705.1,120626.1,121025.1,120628.1,NA,NA,120626.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640460
NLA12_NV-141,1,REGULAR,0.005,0.416,2040,118.6,53.263,23,1197,6.34,49.03,0.07,0.07,0,1.103,8.09,3.426,137,28.376,81.12,454.446,NA,NA,1.55,121025.1,120705.1,120626.1,121025.1,120626.1,120626.1,120626.1,120710.1,121025.1,120626.1,120626.1,120626.1,120705.1,120626.1,121025.1,120705.1,120626.1,121025.1,120628.1,NA,NA,120626.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630590
NLA12_WI-140,1,REGULAR,NA,0.069,3440,31.5,69.9,12.5,571,7,34.1,NA,0.023,NA,1.15,8.4,2.8,75,9.48,34.4,19.9,8.1,NA,5.7,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NA,NOT PROVIDED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636320
NLA12_MD-102,1,REGULAR,0.011,0.034,1038,25.61,56.945,14,311,4.25,5.906,0.02,0.024,0.004,0.89,7.84,3.937,81,3.222,22.96,7.115,NA,NA,9.28,121025.1,120702.1,120626.1,121025.1,120626.1,120626.1,120626.1,120710.1,121025.1,120626.1,120626.1,120626.1,120705.1,120626.1,121025.1,120705.1,120626.1,121025.1,120626.1,NA,NA,120626.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627590
NLA12_DE-105,1,REGULAR,0.007,0.024,544.3,12.06,14.509,13,163,2.15,4.236,5.89,5.938,0.044,6.219,8.35,4.322,16,5.289,9.23,2.446,NA,NA,0.8,121025.1,120705.1,120627.1,121025.1,120628.1,120627.1,120627.1,120710.1,121025.1,120629.1,120628.1,120628.1,120712.1,120627.1,121025.1,120705.1,120628.1,121025.1,120628.1,NA,NA,120627.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622850
NLA12_KS-126,1,REGULAR,0.029,0.042,1167,18.47,2.631,31,144.2,5.98,2.593,1.25,1.256,0.003,2.13,7.92,5.404,455,10.441,3.798,6.896,NA,NA,403.6,121025.1,120705.1,120628.1,121025.1,120628.1,120628.1,120628.1,120717.1,121025.1,120628.1,120628.1,120628.1,120712.1,120628.1,121025.1,120712.1,120628.2,121025.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636260
NLA12_IA-R03,1,REGULAR,0.01,0.017,2053,33.94,1.125,15,201,6.33,5.303,0.006,0.006,0,0.48,8.36,1.901,16,4.008,2.129,3.964,NA,NA,1.57,121025.1,120705.1,120628.1,121025.1,120628.1,120628.1,120628.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120628.1,121025.1,120705.1,120628.2,121025.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626090
NLA12_IA-103,1,REGULAR,0.007,0.011,1554,41.22,4.719,5,334,3.4,13.68,0,0,0,0.401,8.35,3.791,18,0.745,4.474,80.187,NA,NA,1.48,121025.1,120705.1,120627.1,121025.1,120628.1,120627.1,120627.1,120710.1,121025.1,120628.1,120628.1,120628.1,120705.1,120627.1,121025.1,120705.1,120628.1,121025.1,120628.1,NA,NA,120627.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629600
NLA12_VA-R01,1,REGULAR,0.004,0.011,432.2,7.011,1.002,10,56.7,2.54,1.658,0.002,0.002,0,0.176,7.72,0.952,9,4.062,1.059,4.471,NA,NA,0.51,121025.1,120705.1,120627.1,121025.1,120628.1,120627.1,120627.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120627.1,121025.1,120705.1,120628.1,121025.1,120628.1,NA,NA,120627.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623360
NLA12_NV-193,1,REGULAR,0,0.011,815.9,26.71,110.054,4,451,4.79,15.75,0,0,0,0.445,9.53,4.39,21,0.871,29.43,0.077,NA,NA,3.06,121025.1,120702.1,120627.1,121025.1,120628.1,120627.1,120627.1,120710.1,121025.1,120628.1,120628.1,120628.1,120705.1,120627.1,121025.1,120705.1,120628.1,121025.1,120628.1,NA,NA,120627.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630650
NLA12_TX-187,1,REGULAR,0.007,0.016,831.5,12.69,10.479,33,164.1,9.2,3.924,0.002,0.002,0,1.07,8.34,7.175,167,2.859,10.13,18.577,NA,NA,20.32,121025.1,120705.1,120628.1,121025.1,120628.1,120628.1,120628.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120628.1,121025.1,120705.1,120628.2,121025.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642980
NLA12_CO-102,1,REGULAR,0.001,0.0094,816.2,10.71,0.272,14,81.8,1.62,2.376,0.002,0.002,0,0.135,8.45,1.068,29,18.212,1.921,1.245,NA,NA,0.27,121026.1,120710.2,120628.1,121026.1,120628.1,120628.1,120628.1,120717.1,121026.1,120628.1,120628.1,120628.1,120705.1,120628.1,121026.1,120705.1,120628.2,121026.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644690
NLA12_KS-106,1,REGULAR,0.022,0.02,1942,29.83,4.68,30,211,7.34,4.936,0.002,0.002,0,1.024,8.09,3.212,95,11.339,5.439,6.384,NA,NA,6.57,121026.1,120710.2,120628.1,121026.1,120628.1,120628.1,120628.1,120717.1,121026.1,120628.1,120628.1,120628.1,120705.1,120628.1,121026.1,120705.1,120703.1,121026.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644420
NLA12_LA-141,1,REGULAR,0.213,0.034,1986,32.33,42.1,36,370,15.46,6.168,0.003,0.003,0,9.5,8.59,3.942,3085,18.973,33.78,22.984,NA,NA,225.61,121025.1,120705.1,120627.1,121025.1,120628.1,120627.1,120627.1,120710.1,121025.1,120628.1,120628.1,120628.1,120712.1,120627.1,121025.1,120712.1,120628.2,121025.1,120628.1,NA,NA,120627.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635840
NLA12_MN-105,1,REGULAR,0.1,0.074,219.1,2.641,0.218,165,31.4,18.19,1.83,0.015,0.017,0.001,0.395,6.82,0.635,26,3.174,1.165,1.834,NA,NA,1.28,121025.1,120705.1,120628.1,121025.1,120628.1,120628.1,120628.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120628.1,121025.1,120705.1,120628.2,121025.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633230
NLA12_MT-126,1,REGULAR,0,0.128,10611,179.3,164.326,38,6720,35.26,653.9,0,0,0,3.195,8.52,70.91,355,5.135,807.2,4021.991,NA,NA,0.73,121026.1,120710.2,120629.1,121026.1,120629.1,120629.1,120629.1,120724.1,121026.1,120629.1,120629.1,120629.1,120712.1,120629.1,121026.1,120705.1,120703.1,121026.1,120703.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622400
NLA12_NJ-107,1,REGULAR,0,0.011,1603,23.34,138.332,16,627,3.57,6.885,0.002,0.002,0,0.465,7.9,1.418,49,3.454,95.46,8.124,NA,NA,3.36,121025.1,120705.1,120628.1,121025.1,120628.1,120628.1,120628.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120628.1,121025.1,120705.1,120628.2,121025.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629900
NLA12_SD-106,1,REGULAR,0,0.015,4028,35.12,3.125,14,384,6.32,29.77,0.002,0.002,0,0.688,8.74,3.74,42,23.793,5.15,16.807,NA,NA,2.84,121025.1,120705.1,120628.1,121025.1,120628.1,120628.1,120628.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120628.1,121025.1,120705.1,120628.2,121025.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633290
NLA12_TX-157,1,REGULAR,0.008,0.014,307,9.265,46.561,58,201,13.59,2.957,0.003,0.003,0,0.579,6.81,2.527,58,14.63,23.76,1.821,NA,NA,4.07,121025.1,120705.1,120627.1,121025.1,120628.1,120627.1,120627.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120627.1,121025.1,120705.1,120628.2,121025.1,120628.1,NA,NA,120627.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642800
NLA12_WV-113,1,REGULAR,0.004,0.0092,324.1,3.844,0.853,29,46.1,2.4,1.922,0.002,0.002,0,0.193,7.6,1.467,26,6.577,1.338,4.773,NA,NA,3.32,121025.1,120705.1,120628.1,121025.1,120628.1,120628.1,120628.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120628.1,121025.1,120705.1,120628.2,121025.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623990
NLA12_SD-110,1,REGULAR,0,0.042,6993,109.3,20.368,18,2010,18.36,162.1,0.002,0.002,0,1.735,8.67,31.02,167,7.296,144,849.045,NA,NA,5.64,121026.1,120711.1,120629.1,121026.1,120629.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120703.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632330
NLA12_IL-110,1,REGULAR,0.015,0.013,2513,29.64,13.646,15,305,3.75,17.87,0.003,0.003,0,0.52,8.41,2.731,24,1.295,5.974,16.222,NA,NA,4.93,121025.1,120705.1,120628.1,121025.1,120628.1,120628.1,120628.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120628.1,121025.1,120705.1,120628.2,121025.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635420
NLA12_NH-105,1,REGULAR,0.114,0.015,68.5,1.61,8.464,58,44.5,6.48,0.378,0.004,0.004,0,0.414,6.48,0.393,27,1.107,6.009,2.455,NA,NA,0.73,121025.1,120705.1,120628.1,121025.1,120628.1,120628.1,120628.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120628.1,121025.1,120705.1,120628.2,121025.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626930
NLA12_CT-115,1,REGULAR,0.004,0.0073,231,4.402,10.152,3,71.6,2.73,1.023,0.002,0.002,0,0.238,7.42,1.168,10,0.39,6.854,5.035,NA,NA,1.02,121025.1,120705.1,120627.1,121025.1,120628.1,120627.1,120627.1,120710.1,121025.1,120628.1,120628.1,120628.1,120705.1,120627.1,121025.1,120705.1,120628.1,121025.1,120628.1,NA,NA,120627.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635180
NLA12_IA-R01,1,REGULAR,0,0.018,2626,53.47,150.998,10,812,4.12,14.85,0.002,0.002,0,0.623,8.3,2.569,46,4.388,87.24,35.049,NA,NA,3.51,121026.1,120710.2,120628.1,121026.1,120628.1,120628.1,120628.1,120717.1,121026.1,120628.1,120628.1,120628.1,120705.1,120628.1,121026.1,120705.1,120628.2,121026.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637220
NLA12_MN-109,1,REGULAR,0.048,0.242,283.2,4.388,0.076,43,38,11.53,1.377,0.014,0.016,0.002,1.055,7.35,0.333,25,2.943,1.179,2.521,NA,NA,1.42,121025.1,120705.1,120627.1,121025.1,120628.1,120627.1,120627.1,120710.1,121025.1,120628.1,120628.1,120628.1,120705.1,120627.1,121025.1,120705.1,120628.1,121025.1,120628.1,NA,NA,120627.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633200
NLA12_VA-R17,1,REGULAR,0.011,0.0072,124.8,1.731,0.227,23,18.62,2.86,0.931,0.002,0.002,0,0.191,7.19,0.143,9,1.128,0.253,2.329,NA,NA,0.86,121025.1,120705.1,120628.1,121025.1,120628.1,120628.1,120628.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120628.1,121025.1,120705.1,120628.2,121025.1,120628.1,NA,NA,120628.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623330
NLA12_MT-154,1,REGULAR,0,0.187,136000,5.134,1149.902,34,50470,105.31,46.68,0,0,0,13.413,9.61,194.6,3436,17.988,19510,30213.94,NA,NA,97.97,121026.1,120711.1,120914.3,121026.1,120703.1,120630.1,120702.1,120724.1,121026.1,120703.1,120703.1,120703.1,120705.1,120630.1,121026.1,120705.1,120703.1,121026.1,120703.1,NA,NA,120630.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621020
NLA12_ID-194,1,REGULAR,0.319,0.021,518,5.548,1.758,25,61.8,3.83,1.325,0.004,0.004,0,0.471,8.1,2.028,93,23.498,4.531,1.27,NA,NA,6.94,121025.1,120705.1,120627.1,121025.1,120628.1,120627.1,120627.1,120717.1,121025.1,120628.1,120628.1,120628.1,120705.1,120627.1,121025.1,120705.1,120628.2,121025.1,120628.1,NA,NA,120627.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640100
NLA12_UT-173,1,REGULAR,0.012,0.0075,3538,49.72,19.13,8,430,2.29,16.11,0.002,0.002,0,0.163,8.5,2.891,36,28.073,17.53,27.63,NA,NA,1.7,121026.1,120710.2,120629.1,121026.1,120629.1,120629.1,120629.1,120718.1,121026.1,120629.1,120629.1,120629.1,120705.1,120629.1,121026.1,120705.1,120703.1,121026.1,120629.1,NA,NA,120629.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641570
