SITE_ID,VISIT_NO,DATE_COL_iso,dD,d18O,d_excess,E_I,RT,YEAR,SAMPLE_ID,SAMPLED_PHAB,L_LkAreakm2,DDHzSqrtA_sc,DDVrtDix_sc,L_DDHzSqrtA_sc,L_DDVrtDix_sc,URBAN,VertDD_use,HorizDD_use,L_VertDD_use,L_HorizDD_use,ELEV_use,DpthMx_use,LkArea_km2,LATdd_use,LONdd_use,L_DpthMx_use,L_ELEV_use,Lake_Origin_use,ECOWSA9_2015,RT_NLA12_2015,ECOP5_2015,ECOP6_2015,SID,RESAMPLED12,VertDD_CONDc315,HorizDD_CONDc315,Drawdown_CONDus15,RTS12_15
NLA12_IN-174,1,2012-08-20,-18.83,-2.31,-0.33,NA,NA,2012,660710,YES,-0.417620774,0,0,-2,-2,Yes,0,0,-1,0,118.43,11.8,0.382277931,38.00339,-87.34215,1.071882007,2.077113432,MAN-MADE,TPL,S,CENPL,CENPL,NLA12_IN-174,NO,Small,Small,SMALL,2
NLA12_IN-179,1,2012-08-14,-35.06,-5.51,9.02,NA,NA,2012,661070,YES,-1.276578659,0,0,-2,-2,Yes,0,0,-1,0,257.48,3.1,0.052895818,39.76754,-85.75705,0.491361694,2.412426945,MAN-MADE,TPL,T,CENPL,CENPL,NLA12_IN-179,NO,Small,Small,SMALL,3
NLA12_IN-180,1,2012-08-21,-9.59,-0.14,-8.44,NA,NA,2012,660920,YES,-1.212567365,0.001929788,0.065972222,-1.92336727,-1.11934517,No,0.422222222,0.477777778,-0.282144652,0.169609132,129.57,6.4,0.061296071,37.96843,-87.77122,0.806179974,2.115843404,MAN-MADE,TPL,S,CENPL,CENPL,NLA12_IN-180,NO,Med,Small,MEDIUM,2
NLA12_IN-183,1,2012-09-07,-1.22,2.16,-18.5,NA,NA,2012,666410,YES,-0.981090779,0.008199574,0.990909091,-1.739938789,3.94634e-4,No,1.09,2.65,0.075546961,0.562292865,149.98,1.1,0.104450187,38.73981,-86.99619,0.041392685,2.178919421,MAN-MADE,TPL,S,CENPL,CENPL,NLA12_IN-183,NO,Med,Med,MEDIUM,2
NLA12_IN-185,1,2012-08-16,-45.76,-6.66,7.55,NA,NA,2012,660590,YES,-0.776024085,0,0,-2,-2,No,0,0,-1,0,268.99,5.5,0.167484999,41.32737,-85.45614,0.74036269,2.431347679,NATURAL,UMW,S,UMW,UMW,NLA12_IN-185,NO,Small,Small,SMALL,2
NLA12_IN-186,1,2012-08-16,-34.03,-3.68,-4.61,NA,NA,2012,660500,YES,-0.344401446,2.52726e-4,0.010273973,-1.989160656,-1.693061145,Yes,0.15,0.17,-0.602059991,0.068185862,256.81,14.6,0.452479131,41.72303,-85.46604,1.164352856,2.411299759,NATURAL,UMW,S,UMW,UMW,NLA12_IN-186,NO,Med,Small,MEDIUM,2
NLA12_IN-187,1,2012-08-14,-29.91,-3.07,-5.36,NA,NA,2012,661130,YES,-0.965058598,0,0,-2,-2,No,0,0,-1,0,315.89,6.7,0.108378067,41.74914,-84.8411,0.826074803,2.500908535,NATURAL,TPL,S,CENPL,CENPL,NLA12_IN-187,NO,Small,Small,SMALL,2
NLA12_IN-191,1,2012-08-30,-4.26,0.95,-11.86,NA,NA,2012,660650,YES,-1.394262766,0.022280474,0.188405797,-1.491060099,-0.702445643,No,0.433333333,4.475,-0.273001272,0.738384124,278.42,2.3,0.040340125,38.9368,-85.19486,0.361727836,2.446257488,MAN-MADE,TPL,S,CENPL,CENPL,NLA12_IN-191,NO,Med,Med,MEDIUM,2
NLA12_IN-193,1,2012-09-12,-25.21,-2.91,-1.95,NA,NA,2012,664460,YES,-0.815359779,0.007030927,0.182926829,-1.768761715,-0.714607373,Yes,1.5,2.75,0.204119983,0.574031268,218.12,8.2,0.15298196,39.89164,-86.11529,0.913813852,2.340682019,MAN-MADE,TPL,S,CENPL,CENPL,NLA12_IN-193,NO,Large,Med,LARGE,2
NLA12_IN-196,1,2012-09-12,-24.72,-2.97,-0.94,NA,NA,2012,664280,YES,0.218532168,4.31978e-4,0.06,-1.981633347,-1.15490196,Yes,0.6,0.555555556,-0.15490196,0.191885526,259.26,10,1.653987289,41.42912,-85.73932,1,2.415407426,NATURAL,UMW,T,UMW,UMW,NLA12_IN-196,NO,Large,Med,LARGE,3
NLA12_IN-199,1,2012-09-13,-45.86,-6.51,6.2,NA,NA,2012,664250,YES,-0.329971477,0,0,-2,-2,No,0,0,-1,0,284.85,8.5,0.467765862,41.63543,-85.16792,0.929418926,2.456138197,NATURAL,UMW,T,UMW,UMW,NLA12_IN-199,NO,Small,Small,SMALL,3
NLA12_IN-201,1,2012-09-19,-37.85,-5.76,8.21,NA,NA,2012,664370,YES,-1.799681881,0,0,-2,-2,No,0,0,-1,0,150.21,8.2,0.015860546,39.17048,-87.29183,0.913813852,2.179580513,MAN-MADE,TPL,S,CENPL,CENPL,NLA12_IN-201,NO,Small,Small,SMALL,2
NLA12_IN-202,1,2012-09-24,-7.98,0.75,-13.96,NA,NA,2012,664430,YES,-1.720448086,0.003841492,0.208333333,-1.8588171,-0.660879955,Yes,0.5,0.53,-0.22184875,0.184691431,163.73,2.4,0.019034958,38.46405,-85.80758,0.380211242,2.216772698,MAN-MADE,TPL,S,CENPL,CENPL,NLA12_IN-202,NO,Med,Small,MEDIUM,2
NLA12_KS-101,1,2012-06-19,-2.98,0.15,-4.19,NA,NA,2012,637400,YES,-0.989922148,0,0,-2,-2,No,0,0,-1,0,415.33,1.7,0.102347644,39.33301,-97.37386,0.230448921,2.619437707,MAN-MADE,SPL,T,CENPL,CENPL,NLA06608-0588,YES,Small,Small,SMALL,3
NLA12_KS-101,2,2012-07-05,4.42,1.44,-7.11,NA,NA,2012,637460,YES,-0.989922148,0,0,-2,-2,No,0,0,-1,0,415.33,1.5,0.102347644,39.33295,-97.374,0.176091259,2.619437707,MAN-MADE,SPL,T,CENPL,CENPL,NLA06608-0588,YES,Small,Small,SMALL,3
NLA12_KS-102,1,2012-06-12,-3.55,1.21,-13.24,NA,NA,2012,627740,YES,0.104830332,0,0,-2,-2,No,0,0,-1,0,685.82,6,1.273005653,37.39579,-99.78541,0.77815125,2.836842933,MAN-MADE,SPL,S,CENPL,CENPL,NLA06608-1824,YES,Small,Small,SMALL,2
NLA12_KS-103,1,2012-06-06,-12.69,-0.9,-5.49,NA,NA,2012,632930,YES,0.008370902,0,0,-2,-2,Yes,0,0,-1,0,350.58,5.4,1.01946167,39.00175,-95.78036,0.73239376,2.546024162,MAN-MADE,TPL,T,CENPL,CENPL,NLA06608-1292,YES,Small,Small,SMALL,3
NLA12_KS-105,1,2012-06-13,-12.05,-0.69,-6.52,NA,NA,2012,632960,YES,-0.245697915,0,0,-2,-2,No,0,0,-1,0,479.33,1.4,0.567939514,37.65496,-98.2599,0.146128036,2.681539712,MAN-MADE,SPL,S,CENPL,CENPL,NLA06608-0104,YES,Small,Small,SMALL,2
NLA12_KS-106,1,2012-06-26,-12.11,-1.65,1.05,NA,NA,2012,644420,YES,-0.870250394,0,0,-2,-2,No,0,0,-1,0,252.08,3,0.134818536,37.19252,-95.98709,0.477121255,2.403257826,MAN-MADE,SPL,S,CENPL,CENPL,NLA06608-0488,YES,Small,Small,SMALL,2
NLA12_KS-107,1,2012-06-27,-15.84,-1.72,-2.1,NA,NA,2012,644450,YES,-0.793114555,0,0,-2,-2,No,0,0,-1,0,391.96,2.8,0.161022085,38.12636,-96.31012,0.447158031,2.5943483449999998,MAN-MADE,TPL,S,CENPL,CENPL,NLA06608-1256,YES,Small,Small,SMALL,2
NLA12_KS-108,1,2012-06-04,-11.37,-1.06,-2.91,NA,NA,2012,624500,YES,-0.570821356,0,0,-2,-2,No,0,0,-1,0,321.71,1.5,0.268644927,39.63762,-95.4585,0.176091259,2.508812423,MAN-MADE,TPL,S,CENPL,CENPL,NLA06608-0140,YES,Small,Small,SMALL,2
NLA12_KS-109,1,2012-06-05,-25.79,-3.23,0.06,NA,NA,2012,624530,YES,-1.366316157,0,0,-2,-2,Yes,0,0,-1,0,289.68,3.9,0.043021331,39.34901,-95.04203,0.591064607,2.463415152,MAN-MADE,TPL,S,CENPL,CENPL,NLA12_KS-109,NO,Small,Small,SMALL,2
NLA12_KS-109,2,2012-06-21,-22.39,-2.55,-2,NA,NA,2012,637520,YES,-1.366316157,0,0,-2,-2,Yes,0,0,-1,0,289.68,3.4,0.043021331,39.34909,-95.04175,0.531478917,2.463415152,MAN-MADE,TPL,S,CENPL,CENPL,NLA12_KS-109,NO,Small,Small,SMALL,2
NLA12_KS-114,1,2012-05-22,-17.43,-1.87,-2.47,NA,NA,2012,NA,YES,0.041544881,0,0,-2,-2,No,0,0,-1,0,295.82,5.7,1.100385555,38.50598,-94.68132,0.755874856,2.472493161,MAN-MADE,TPL,S,CENPL,CENPL,NLA12_KS-114,NO,Small,Small,SMALL,2
NLA12_KS-121,1,2012-06-28,-4.83,-0.13,-3.8,NA,NA,2012,644720,YES,-0.913992291,0,0,-2,-2,No,0,0,-1,0,325.16,1.9,0.121901124,38.46557,-95.73602,0.278753601,2.513430698,MAN-MADE,TPL,S,CENPL,CENPL,NLA12_KS-121,NO,Small,Small,SMALL,2
NLA12_KS-122,1,2012-07-02,-22.48,-2.75,-0.46,NA,NA,2012,637430,YES,1.666991556,0,0,-2,-2,No,0,0,-1,0,443.97,13,46.45062434,39.49657,-98.36965,1.113943352,2.648330732,MAN-MADE,SPL,S,CENPL,CENPL,NLA06608-3532,YES,Small,Small,SMALL,2
NLA12_KS-124,1,2012-06-14,-10.39,-1.41,0.88,NA,NA,2012,627770,YES,-0.697198807,0,0,-2,-2,No,0,0,-1,0,397.9,2.3,0.200817332,37.39467,-96.84801,0.361727836,2.600864036,MAN-MADE,TPL,S,CENPL,CENPL,NLA12_KS-124,NO,Small,Small,SMALL,2
NLA12_KS-125,1,2012-06-08,-22.12,-2.66,-0.84,NA,NA,2012,627710,YES,0.095416955,0,0,-2,-2,Yes,0,0,-1,0,251.58,15,1.245710013,39.1652,-94.78123,1.1760912590000001,2.402398959,MAN-MADE,TPL,S,CENPL,CENPL,NLA12_KS-125,NO,Small,Small,SMALL,2
NLA12_KS-126,1,2012-06-25,-1.25,0.43,-4.73,NA,NA,2012,636260,YES,-1.579295966,0,0,-2,-2,No,0,0,-1,0,276.89,1.6,0.026345354,37.49179,-95.07723,0.204119983,2.443872919,MAN-MADE,TPL,T,CENPL,CENPL,NLA12_KS-126,NO,Small,Small,SMALL,3
NLA12_KS-130,1,2012-05-30,-17.32,-1.93,-1.91,NA,NA,2012,627800,YES,-1.143544182,0,0,-2,-2,Yes,0,0,-1,0,308.62,2.7,0.071854806,38.79878,-94.76633,0.431363764,2.490829006,MAN-MADE,TPL,S,CENPL,CENPL,NLA12_KS-130,NO,Small,Small,SMALL,2
NLA12_KS-138,1,2012-06-11,-8.37,-0.27,-6.2,NA,NA,2012,632990,YES,-0.966242496,0,0,-2,-2,Yes,0,0,-1,0,392.44,4.6,0.108083028,37.63303,-97.39722,0.662757832,2.594878511,MAN-MADE,SPL,T,CENPL,CENPL,NLA12_KS-138,NO,Small,Small,SMALL,3
NLA12_KS-R01,1,2012-05-22,-17.43,-1.87,-2.47,NA,NA,2012,625700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA12_KS-R02,1,2012-06-07,-25.09,-3.37,1.9,NA,NA,2012,625670,YES,-0.298625965,0,0,-2,-2,No,0,0,-1,0,269.91,6.5,0.502775417,38.12739,-94.89135,0.812913357,2.444044796,MAN-MADE,TPL,R,CENPL,CENPL,NLA06608-R746,YES,Small,Small,SMALL,1
NLA12_KS-R07,1,2012-06-14,-15.73,-2.54,4.58,NA,NA,2012,625610,YES,-0.544269634,0,0,-2,-2,No,0,0,-1,0,353.39,5.5,0.285581695,37.09907,-96.80353,0.74036269,2.549481459,MAN-MADE,TPL,S,CENPL,CENPL,NLA06608-R723,YES,Small,Small,SMALL,2
NLA12_KS-R08,1,2012-06-13,-8.74,0.06,-9.22,NA,NA,2012,625640,YES,-0.960973413,0,0,-2,-2,No,0,0,-1,0,346.43,5,0.109402334,38.79325,-95.97984,0.698970004,2.540867316,MAN-MADE,TPL,S,CENPL,CENPL,NLA06608-R728,YES,Small,Small,SMALL,2
NLA12_KS-R11,1,2012-06-15,-15.22,-2.45,4.37,NA,NA,2012,626300,YES,0.240479982,0,0,-2,-2,No,0,0,-1,0,266.84,5.3,1.739722505,37.23443,-96.18173,0.72427587,2.427875436,MAN-MADE,SPL,R,CENPL,CENPL,NLA06608-R764,YES,Small,Small,SMALL,1
NLA12_KY-101,1,2012-05-24,-30.74,-4.95,8.89,NA,NA,2012,627290,YES,-0.043077271,0,0,-2,-2,Yes,0,0,-1,0,390.75,24.6,0.905571464,36.68173,-83.70528,1.390935107,2.593009005,MAN-MADE,SAP,R,APPS,SAP,NLA06608-0388,YES,Small,Small,SMALL,1
NLA12_KY-101,2,2012-07-02,-28.19,-3.84,2.52,NA,NA,2012,621200,YES,-0.043077271,0,0,-2,-2,Yes,0,0,-1,0,390.75,25.4,0.905571464,36.6816,-83.7049,1.404833717,2.593009005,MAN-MADE,SAP,R,APPS,SAP,NLA06608-0388,YES,Small,Small,SMALL,1
NLA12_KY-102,1,2012-06-01,-22.66,-3.63,6.4,NA,NA,2012,628400,YES,-0.690034327,0.015713593,0.454545455,-1.589837227,-0.332971785,Yes,2.5,7.1,0.414973348,0.908485019,138.38,5.5,0.204157657,37.07252,-87.66496,0.74036269,2.14420046,MAN-MADE,SAP,S,APPS,SAP,NLA06608-0804,YES,Large,Large,LARGE,2
NLA12_KY-103,1,2012-05-25,-30.82,-4.81,7.65,NA,NA,2012,627260,YES,-0.152081299,0,0,-2,-2,No,0,0,-1,0,182.27,7.8,0.704561165,38.4801,-82.8712,0.892094603,2.26309138,MAN-MADE,SAP,S,APPS,SAP,NLA06608-0447,YES,Small,Small,SMALL,2
NLA12_KY-104,1,2012-05-30,-0.64,0.42,-4.02,NA,NA,2012,628340,YES,-1.128729555,0,0,-2,-2,No,0,0,-1,0,86.87,1.1,0.074348198,36.50354,-89.33721,0.041392685,1.943840626,NATURAL,CPL,T,CPL,CPL,NLA12_KY-104,NO,Small,Small,SMALL,3
NLA12_KY-107,1,2012-05-23,-27.77,-4.38,7.25,NA,NA,2012,627200,YES,-0.300470403,0,0,-2,-2,Yes,0,0,-1,0,274.92,8.7,0.50064467,37.6996,-84.22056,0.939519253,2.440783181,MAN-MADE,SAP,S,APPS,SAP,NLA06608-1796,YES,Small,Small,SMALL,2
NLA12_KY-107,2,2012-07-02,-22.79,-2.87,0.17,NA,NA,2012,646070,YES,-0.300470403,0,0,-2,-2,Yes,0,0,-1,0,274.92,3.6,0.50064467,37.69828,-84.22921,0.556302501,2.440783181,MAN-MADE,SAP,S,APPS,SAP,NLA06608-1796,YES,Small,Small,SMALL,2
NLA12_KY-114,1,2012-06-04,-29.38,-4.98,10.46,NA,NA,2012,628310,YES,1.343349776,0.001171353,0.115625,-1.951894224,-0.900923925,No,1.85,5.5,0.290034611,0.812913357,156.97,16,22.04701389,37.33623,-86.156720000000007,1.204119983,2.198574618,MAN-MADE,TPL,S,CENPL,CENPL,NLA06608-4463,YES,Large,Med,LARGE,2
NLA12_KY-116,1,2012-07-01,-16.77,-1.88,-1.71,NA,NA,2012,645470,YES,0.179217647,0,0,-2,-2,Yes,0,0,-1,0,131.67,5.6,1.51083712,37.35078,-87.52567,0.748188027,2.122772729,MAN-MADE,TPL,S,CENPL,CENPL,NLA06608-4156,YES,Small,Small,SMALL,2
NLA12_KY-117,1,2012-06-05,-24.98,-3.51,3.07,NA,NA,2012,627230,YES,-1.725805958,0,0,-2,-2,No,0,0,-1,0,209.23,5.1,0.018801567,38.21115,-85.40343,0.707570176,2.32269469,MAN-MADE,SAP,S,APPS,SAP,NLA12_KY-117,NO,Small,Small,SMALL,2
NLA12_KY-120,1,2012-05-31,-12.02,-1.48,-0.2,NA,NA,2012,627320,YES,-0.790950794,0.001740097,0.1875,-1.930328318,-0.7044329,No,0.3,0.7,-0.397940009,0.230448921,119.52,1.6,0.161826338,36.87607,-88.49124,0.204119983,2.081059123,MAN-MADE,CPL,S,CPL,CPL,NLA12_KY-120,NO,Med,Med,MEDIUM,2
NLA12_KY-122,1,2012-06-03,-30.93,-5.26,11.12,NA,NA,2012,628370,YES,0.193848809,0,0,-2,-2,Yes,0,0,-1,0,222.96,8.2,1.562603558,38.20749,-85.14007,0.913813852,2.350170459,MAN-MADE,SAP,S,APPS,SAP,NLA12_KY-122,NO,Small,Small,SMALL,2
NLA12_LA-101,1,2012-06-12,-2.51,0.09,-3.23,NA,NA,2012,635690,YES,0.662955309,0,0,-2,-2,Yes,0,0,-1,0,15.17,4,4.602092131,31.66748,-91.50743,0.602059991,1.20871002,NATURAL,CPL,T,CPL,CPL,NLA06608-0071,YES,Small,Small,SMALL,3
NLA12_LA-101,2,2012-06-26,-1.78,0.54,-6.1,NA,NA,2012,635810,YES,0.662955309,0,0,-2,-2,Yes,0,0,-1,0,15.17,3.8,4.602092131,31.66722,-91.50804,0.579783597,1.20871002,NATURAL,CPL,T,CPL,CPL,NLA06608-0071,YES,Small,Small,SMALL,3
NLA12_LA-102,1,2012-06-17,3.56,1.21,-6.15,NA,NA,2012,635570,YES,1.07244158,0,0,-2,-2,No,0,0,-1,0,30.36,4.2,11.81521367,31.37753,-92.7412,0.62324929,1.496376054,MAN-MADE,CPL,T,CPL,CPL,NLA06608-4686,YES,Small,Small,SMALL,3
NLA12_LA-103,1,2012-06-19,2.31,0.9,-4.9,NA,NA,2012,635600,YES,-0.432143257,0,0,-2,-2,Yes,0,0,-1,0,12.19,2.4,0.369706208,30.53687,-92.4418,0.380211242,1.120244796,MAN-MADE,CPL,T,CPL,CPL,NLA06608-3911,YES,Small,Small,SMALL,3
NLA12_LA-104,1,2012-06-20,-16.37,-2.6,4.41,NA,NA,2012,635480,YES,1.797683777,0,0,-2,-2,Yes,0,0,-1,0,42.57,3.5,62.76012165,32.35488,-93.39837,0.544068044,1.63918756,MAN-MADE,CPL,S,CPL,CPL,NLA06608-1608,YES,Small,Small,SMALL,2
NLA12_LA-105,1,2012-06-18,-10.49,-2.07,6.04,NA,NA,2012,635510,YES,0.814460993,0,0,-2,-2,No,0,0,-1,0,30.12,2,6.523204489,31.29181,-92.74293,0.301029996,1.493039588,MAN-MADE,CPL,S,CPL,CPL,NLA06608-2823,YES,Small,Small,SMALL,2
NLA12_LA-106,1,2012-06-22,0.75,1.16,-8.53,NA,NA,2012,635900,YES,-0.300029782,0,0,-2,-2,No,0,0,-1,0,26.76,2.5,0.501152865,32.71169,-91.70226,0.397940009,1.443419462,MAN-MADE,CPL,S,CPL,CPL,NLA06608-2092,YES,Small,Small,SMALL,2
NLA12_LA-109,1,2012-06-24,-5.77,0.33,-8.42,NA,NA,2012,635870,YES,-0.470484375,0,0,-2,-2,Yes,0,0,-1,0,16.98,1.6,0.338466449,31.92012,-91.22633,0.204119983,1.254789687,NATURAL,CPL,T,CPL,CPL,NLA12_LA-109,NO,Small,Small,SMALL,3
NLA12_LA-134,1,2012-06-14,1.35,-0.04,1.66,NA,NA,2012,635630,YES,2.210484656,0,0,-2,-2,Yes,0,0,-1,0,0,2.6,162.3620987,29.90114,-92.7515,0.414973348,0,NATURAL,CPL,T,CPL,CPL,NLA12_LA-134,NO,Small,Small,SMALL,3
NLA12_LA-134,2,2012-06-28,2.9,0.32,0.37,NA,NA,2012,635780,YES,2.210484656,0,0,-2,-2,Yes,0,0,-1,0,0,3.3,162.3620987,29.90127,-92.75151,0.51851394,0,NATURAL,CPL,T,CPL,CPL,NLA12_LA-134,NO,Small,Small,SMALL,3
NLA12_LA-141,1,2012-06-25,-3.04,1.64,-16.16,NA,NA,2012,635840,YES,-0.633260083,0,0,-2,-2,No,0,0,-1,0,10.69,1,0.232669747,31.27702,-91.63074,0,1.067814511,MAN-MADE,CPL,T,CPL,CPL,NLA12_LA-141,NO,Small,Small,SMALL,3
NLA12_LA-152,1,2012-06-19,-4.92,-0.28,-2.69,NA,NA,2012,634640,YES,0.175484842,0,0,-2,-2,No,0,0,-1,0,29.46,3.4,1.497906972,30.83444,-92.47677,0.531478917,1.483729899,MAN-MADE,CPL,S,CPL,CPL,NLA12_LA-152,NO,Small,Small,SMALL,2
NLA12_LA-154,1,2012-06-21,-2.75,0.3,-5.13,NA,NA,2012,634610,YES,-1.268318609,0,0,-2,-2,Yes,0,0,-1,0,43.21,1.1,0.053911497,32.35134,-93.7704,0.041392685,1.645520515,MAN-MADE,CPL,T,CPL,CPL,NLA12_LA-154,NO,Small,Small,SMALL,3
NLA12_LA-155,1,2012-06-21,-10.57,-1.29,-0.27,NA,NA,2012,635540,YES,-1.346342107,0,0,-2,-2,Yes,0,0,-1,0,75.9,3,0.045046172,32.58066,-93.2584,0.477121255,1.88592634,MAN-MADE,CPL,S,CPL,CPL,NLA12_LA-155,NO,Small,Small,SMALL,2
NLA12_LA-161,1,2012-06-18,1.15,0.86,-5.72,NA,NA,2012,635450,YES,-0.563050797,0,0,-2,-2,Yes,0,0,-1,0,23.19,5.9,0.273494882,31.49266,-92.68829,0.770852012,1.383635868,NATURAL,CPL,S,CPL,CPL,NLA12_LA-161,NO,Small,Small,SMALL,2
NLA12_LA-172,1,2012-06-29,-9.13,-0.96,-1.43,NA,NA,2012,635750,YES,-0.759583671,0,0,-2,-2,Yes,0,0,-1,0,8.09,1,0.173946754,30.42222,-91.16652,0,0.958563883,MAN-MADE,CPL,T,CPL,CPL,NLA12_LA-172,NO,Small,Small,SMALL,3
NLA12_MA-101,1,2012-09-07,-30.07,-4.13,2.98,NA,NA,2012,665990,YES,-0.81685146,0,0,-2,-2,Yes,0,0,-1,0,1.75,4.6,0.152457411,41.76072,-70.6571,0.662757832,0.439332694,NATURAL,CPL,S,CPL,CPL,NLA06608-0710,YES,Small,Small,SMALL,2
NLA12_MA-101,2,2012-09-21,-30.67,-4.48,5.2,NA,NA,2012,659600,YES,-0.81685146,0,0,-2,-2,Yes,0,0,-1,0,1.75,4.3,0.152457411,41.76067,-70.65791,0.633468456,0.439332694,NATURAL,CPL,S,CPL,CPL,NLA06608-0710,YES,Small,Small,SMALL,2
NLA12_MA-102,1,2012-09-11,-28.02,-3.36,-1.15,NA,NA,2012,665300,YES,0.306274705,0,0,-2,-2,Yes,0,0,-1,0,30.85,2,2.024299208,41.98774,-71.20072,0.301029996,1.503109437,MAN-MADE,NAP,T,APPS,NAP,NLA06608-0454,YES,Small,Small,SMALL,3
NLA12_MA-103,1,2012-09-17,-35.17,-4.47,0.57,NA,NA,2012,659450,YES,-0.233115449,0,0,-2,-2,No,0,0,-1,0,536.84,3,0.584634649,42.3116,-73.1348,0.477121255,2.730653098,MAN-MADE,NAP,R,APPS,NAP,NLA06608-0357,YES,Small,Small,SMALL,1
NLA12_MA-104,1,2012-09-12,-33.89,-3.97,-2.14,NA,NA,2012,665420,YES,-0.178151979,0,0,-2,-2,Yes,0,0,-1,0,45.85,7.8,0.663510838,42.69336,-71.37079,0.892094603,1.670709595,NATURAL,NAP,T,APPS,NAP,NLA06608-0610,YES,Small,Small,SMALL,3
NLA12_MA-105,1,2012-09-06,-37.76,-4.97,1.97,NA,NA,2012,666380,YES,0.141162991,0,0,-2,-2,Yes,0,0,-1,0,195.05,6.5,1.38408573,42.64399,-72.21695,0.812913357,2.292366847,MAN-MADE,NAP,S,APPS,NAP,NLA12_MA-105,NO,Small,Small,SMALL,2
NLA12_MA-105,2,2012-09-20,-37.04,-4.76,1.02,NA,NA,2012,659150,YES,0.141162991,0,0,-2,-2,Yes,0,0,-1,0,195.05,7,1.38408573,42.64399,-72.2169,0.84509804,2.292366847,MAN-MADE,NAP,S,APPS,NAP,NLA12_MA-105,NO,Small,Small,SMALL,2
NLA12_MA-106,1,2012-09-13,-30.7,-3.61,-1.82,NA,NA,2012,665450,YES,-0.589496781,0,0,-2,-2,Yes,0,0,-1,0,301.88,4.2,0.257337584,42.25971,-71.93882,0.62324929,2.481270597,MAN-MADE,NAP,R,APPS,NAP,NLA12_MA-106,NO,Small,Small,SMALL,1
NLA12_MA-108,1,2012-09-10,-17.84,-1.1,-9,NA,NA,2012,665900,YES,-1.375437186,0,0,-2,-2,Yes,0,0,-1,0,18.75,1.5,0.042127221,42.0253,-70.88534,0.176091259,1.2955671,MAN-MADE,NAP,S,APPS,NAP,NLA12_MA-108,NO,Small,Small,SMALL,2
NLA12_MA-109,1,2012-09-14,-26.43,-2.56,-5.98,NA,NA,2012,665960,YES,-0.941793323,0,0,-2,-2,Yes,0,0,-1,0,62.57,10.4,0.114342235,42.14499,-72.51427,1.017033339,1.803252211,NATURAL,NAP,S,APPS,NAP,NLA12_MA-109,NO,Small,Small,SMALL,2
NLA12_MA-110,1,2012-09-16,-39.33,-5.43,4.13,NA,NA,2012,666320,YES,-0.321040526,0,0,-2,-2,No,0,0,-1,0,336.92,13.8,0.477484715,42.30474,-72.83215,1.139879086,2.528813897,NATURAL,NAP,S,APPS,NAP,NLA12_MA-110,NO,Small,Small,SMALL,2
NLA12_MA-111,1,2012-09-09,-39.4,-6.23,10.42,NA,NA,2012,665930,YES,-0.964821659,0,0,-2,-2,Yes,0,0,-1,0,13.74,3.5,0.108437212,41.80896,-70.64227,0.544068044,1.168497484,MAN-MADE,CPL,R,CPL,CPL,NLA12_MA-111,NO,Small,Small,SMALL,1
NLA12_MD-101,1,2012-07-05,-39.85,-5.67,5.55,NA,NA,2012,627650,YES,-0.067176133,0,0,-2,-2,Yes,0,0,-1,0,380.07,11.6,0.856690335,39.70446,-78.65157,1.064457989,2.58100476,MAN-MADE,SAP,S,APPS,SAP,NLA06608-1538,YES,Small,Small,SMALL,2
NLA12_MD-101,2,2012-08-28,-35.69,-4.82,2.89,NA,NA,2012,658370,YES,-0.067176133,0,0,-2,-2,Yes,0,0,-1,0,380.07,10.9,0.856690335,39.70436,-78.65134,1.037426498,2.58100476,MAN-MADE,SAP,S,APPS,SAP,NLA06608-1538,YES,Small,Small,SMALL,2
NLA12_MD-102,1,2012-06-25,-26.84,-4.08,5.84,NA,NA,2012,627590,YES,-0.895838667,0,0,-2,-2,Yes,0,0,-1,0,90.62,1.2,0.127104619,39.21571,-76.85407,0.079181246,1.9619902870000001,MAN-MADE,SAP,T,APPS,SAP,NLA06608-1821,YES,Small,Small,SMALL,3
NLA12_MD-103,1,2012-07-19,-50.1,-7.26,7.95,NA,NA,2012,647270,YES,-0.894398168,0,0,-2,-2,No,0,0,-1,0,779.28,3.1,0.127526909,39.68679,-79.2295,0.491361694,2.892250475,MAN-MADE,SAP,T,APPS,SAP,NLA06608-2114,YES,Small,Small,SMALL,3
NLA12_MD-104,1,2012-08-15,-31.66,-5.34,11.09,NA,NA,2012,658430,YES,-0.279117648,0,0,-2,-2,Yes,0,0,-1,0,2.91,1.6,0.52587479,38.38491,-75.59608,0.204119983,0.592176757,MAN-MADE,CPL,S,CPL,CPL,NLA06608-1389,YES,Small,Small,SMALL,2
NLA12_MD-105,1,2012-06-28,-27.2,-4.37,7.73,NA,NA,2012,627620,YES,-0.685505458,0,0,-2,-2,Yes,0,0,-1,0,10.81,1.8,0.206297774,38.42391,-75.558,0.255272505,1.072249898,MAN-MADE,CPL,S,CPL,CPL,NLA12_MD-105,NO,Small,Small,SMALL,2
